timestamp,action,block,x0,y0,x1,y1,x2,y2,x3,y3,type
300,0,12,0.7916666666666666,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.8333333333333334,0.25,0.7916666666666666,0.25,0
368,1,12,0.4375,0.3333333333333333,0.4791666666666667,0.3333333333333333,0.4791666666666667,0.5,0.4375,0.5,0
426,0,13,0.875,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.9166666666666666,0.25,0.875,0.25,0
500,1,13,0.4791666666666667,0.4166666666666667,0.5208333333333334,0.4166666666666667,0.5208333333333334,0.5833333333333334,0.4791666666666667,0.5833333333333334,0
562,0,14,0.9583333333333334,0.08333333333333333,1.0,0.08333333333333333,1.0,0.25,0.9583333333333334,0.25,0
615,0,14,0.4791666666666667,0.25,0.5208333333333334,0.25,0.5208333333333334,0.4166666666666667,0.4791666666666667,0.4166666666666667,0
692,0,2,0.16666666666666666,0.08333333333333333,0.20833333333333334,0.08333333333333333,0.20833333333333334,0.25,0.16666666666666666,0.25,0
769,0,2,0.3958333333333333,0.3333333333333333,0.4375,0.3333333333333333,0.4375,0.5,0.3958333333333333,0.5,0
319,0,1,0.08333333333333333,0.08333333333333333,0.125,0.08333333333333333,0.125,0.25,0.08333333333333333,0.25,0
898,1,1,0.3958333333333333,0.3333333333333333,0.4375,0.3333333333333333,0.4375,0.5,0.3958333333333333,0.5,0
969,0,0,0.0,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.25,0.0,0.25,0
1027,1,0,0.3958333333333333,0.3333333333333333,0.4375,0.3333333333333333,0.4375,0.5,0.3958333333333333,0.5,0
1117,0,8,0.16666666666666666,0.5,0.20833333333333334,0.5,0.20833333333333334,0.6666666666666666,0.16666666666666666,0.6666666666666666,0
1187,1,8,0.5625,0.3333333333333333,0.6041666666666666,0.3333333333333333,0.6041666666666666,0.5,0.5625,0.5,0
1231,0,7,0.08333333333333333,0.5,0.125,0.5,0.125,0.6666666666666666,0.08333333333333333,0.6666666666666666,0
1288,1,7,0.5625,0.3333333333333333,0.6041666666666666,0.3333333333333333,0.6041666666666666,0.5,0.5625,0.5,0
1343,0,6,0.0,0.5,0.041666666666666664,0.5,0.041666666666666664,0.6666666666666666,0.0,0.6666666666666666,0
1393,1,6,0.5625,0.3333333333333333,0.6041666666666666,0.3333333333333333,0.6041666666666666,0.5,0.5625,0.5,0
