timestamp,event,device
0,enter,TABLE
204,quit,TABLE
355,enter,SCREEN
413,quit,SCREEN
414,enter,TABLE
476,quit,TABLE
476,enter,SCREEN
545,quit,SCREEN
608,enter,TABLE
708,quit,TABLE
764,enter,SCREEN
1346,quit,SCREEN
1650,enter,SCREEN
3429,quit,SCREEN
3547,enter,SCREEN
4567,quit,SCREEN
4736,enter,SCREEN
4853,quit,SCREEN
4912,enter,SCREEN
5080,quit,SCREEN
5140,enter,SCREEN
5201,quit,SCREEN
5312,enter,SCREEN
5980,quit,SCREEN
6043,enter,SCREEN
6845,quit,SCREEN
6895,enter,SCREEN
7326,quit,SCREEN
7438,enter,SCREEN
7657,quit,SCREEN
7705,enter,SCREEN
7816,quit,SCREEN
7869,enter,SCREEN
7966,quit,SCREEN
8324,enter,SCREEN
10348,quit,SCREEN
10411,enter,SCREEN
10522,quit,SCREEN
10697,enter,TABLE
11362,quit,TABLE
11402,grasp,BLOCK
11680,enter,SCREEN
11873,quit,SCREEN
11996,enter,SCREEN
12060,quit,SCREEN
12555,enter,TABLE
13501,release,BLOCK
13561,quit,TABLE
