timestamp,event,device
0,enter,TABLE
519,quit,TABLE
606,enter,TABLE
771,quit,TABLE
772,enter,SCREEN
827,quit,SCREEN
828,enter,TABLE
1051,quit,TABLE
1052,enter,SCREEN
1163,quit,SCREEN
1164,enter,TABLE
1337,quit,TABLE
1338,enter,SCREEN
1451,quit,SCREEN
1452,enter,TABLE
1509,quit,TABLE
1510,enter,SCREEN
1619,quit,SCREEN
1620,enter,TABLE
1733,quit,TABLE
1734,enter,SCREEN
1786,quit,SCREEN
1787,enter,TABLE
1891,quit,TABLE
1892,enter,SCREEN
1998,quit,SCREEN
1999,enter,TABLE
2106,quit,TABLE
2208,enter,TABLE
2465,quit,TABLE
2666,enter,SCREEN
2938,grasp,BLOCK
2983,quit,SCREEN
2984,enter,TABLE
3126,quit,TABLE
3315,enter,TABLE
3412,quit,TABLE
3464,enter,TABLE
4062,quit,TABLE
4116,enter,TABLE
4220,release,BLOCK
4280,quit,TABLE
