row,non_zero_column
0,[69]
1,[273]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[248]
9,[212]
10,[]
11,[]
12,[]
13,[]
14,[]
15,[]
16,[78]
17,"[45, 147]"
18,[]
19,[]
20,[]
21,[]
22,[]
23,[]
24,[]
25,[]
26,[]
27,"[118, 257, 308]"
28,[122]
29,[]
30,[]
31,[]
32,[]
33,[]
34,[]
35,[]
36,[]
37,[]
38,[287]
39,[126]
40,"[111, 136, 241]"
41,[]
42,[12]
43,"[13, 236]"
44,[]
45,[155]
46,"[139, 154, 240]"
47,[240]
48,[]
49,[81]
50,[]
51,"[144, 145, 241]"
52,[]
53,[]
54,[239]
55,[243]
56,[149]
57,"[139, 149]"
58,[]
59,"[149, 246, 248, 249]"
60,"[243, 245, 247]"
61,"[154, 244, 245]"
62,"[160, 249]"
63,[246]
64,[]
65,[238]
66,[]
67,"[158, 240]"
68,[302]
69,[]
70,[37]
71,[245]
72,[]
73,[250]
74,[247]
75,[128]
76,[]
77,[]
78,[298]
79,[]
80,[]
81,[]
82,[]
83,[175]
84,[]
85,[]
86,[]
87,[]
88,[253]
89,[77]
90,[]
91,[]
92,[]
93,[267]
94,[]
95,[]
96,[]
97,[]
98,[293]
99,[85]
100,[]
101,[104]
102,"[285, 295]"
103,[]
104,[300]
105,[]
106,"[160, 301]"
107,[297]
108,"[297, 302]"
109,[]
110,[294]
111,"[88, 93]"
112,[76]
113,[299]
114,[287]
115,[]
116,[]
117,[]
118,"[288, 297]"
119,[291]
120,[]
121,[]
122,[]
123,"[163, 164, 289, 300]"
124,[300]
125,[]
126,[300]
127,[]
128,"[293, 302]"
129,[301]
130,"[176, 301]"
131,[161]
132,"[294, 303]"
133,"[185, 301]"
134,"[182, 189]"
135,[305]
136,[295]
137,[]
138,[188]
139,"[291, 304]"
140,[]
141,"[110, 189]"
142,"[187, 302, 304]"
143,[189]
144,[]
145,[]
146,"[95, 104]"
147,[]
148,[]
149,"[88, 108]"
150,"[110, 299]"
151,[]
152,[]
153,[289]
154,[135]
155,[78]
156,[118]
157,[]
158,"[86, 112, 149]"
159,"[85, 122]"
160,[]
161,[]
162,[]
163,[73]
164,[]
165,[75]
166,[]
167,"[73, 87, 157]"
168,"[78, 115]"
169,"[83, 91]"
170,"[85, 134, 272]"
171,[90]
172,"[88, 163]"
173,[84]
174,[]
175,[]
176,[96]
177,"[89, 112, 164, 170]"
178,"[91, 93]"
179,"[92, 98]"
180,"[87, 88, 168, 169]"
181,"[96, 97, 129]"
182,"[167, 179]"
183,"[158, 177]"
184,[131]
185,"[169, 170]"
186,[]
187,[]
188,[173]
189,[167]
190,[]
191,[]
192,[]
193,[]
194,[]
195,[]
196,[138]
197,[]
198,[]
199,[]
200,[]
201,[]
202,[130]
203,[]
204,[]
205,[]
206,[]
207,[]
208,"[135, 142]"
209,[]
210,[]
211,[]
212,[143]
213,[]
214,[]
215,[]
216,[]
217,[]
218,[]
219,[]
220,[]
221,[]
222,[]
223,[]
224,[]
225,[72]
226,[]
227,[]
228,[]
229,[]
230,[]
231,[109]
232,[]
233,[]
234,[]
235,[]
236,[]
237,[]
238,[107]
239,[]
240,[]
241,[]
242,[]
243,[]
244,"[143, 322]"
245,[]
246,[]
247,[]
248,[]
249,[110]
250,[]
251,[]
252,[]
253,[]
254,[67]
255,[]
256,[111]
257,[]
258,[]
259,[]
260,[]
261,[]
262,[]
263,"[117, 185]"
264,[124]
265,[]
266,[]
267,[]
268,[73]
269,"[114, 126]"
270,[119]
271,"[110, 112]"
272,"[113, 128, 302]"
273,"[127, 143, 144]"
274,"[126, 143, 144, 149, 172]"
275,"[124, 126, 128, 129]"
276,"[135, 151]"
277,"[120, 132, 154, 155]"
278,"[131, 136]"
279,"[158, 159, 288]"
280,"[121, 140]"
281,[204]
282,"[131, 139, 151, 169]"
283,[]
284,"[157, 175]"
285,[]
286,[223]
287,[137]
288,"[140, 151]"
289,"[140, 187, 286]"
290,"[141, 144, 151, 164, 212, 339]"
291,"[152, 287, 288]"
292,"[135, 164, 168, 217, 287, 288]"
293,"[150, 156, 177]"
294,"[135, 151, 171]"
295,"[150, 161, 181, 190, 210, 292]"
296,"[136, 150, 201, 202, 212, 222]"
297,"[85, 144, 151, 154, 162, 206]"
298,"[155, 160, 172, 209, 210, 220, 331]"
299,"[143, 218, 342]"
300,"[103, 150, 152, 159, 224]"
301,"[161, 205, 217, 221, 237, 339]"
302,"[148, 219, 223, 267, 338, 346]"
303,"[104, 107, 161, 198, 216, 268]"
304,"[105, 108, 111, 149, 151, 160, 192, 193, 227, 267, 334]"
305,"[97, 99, 118, 130, 149, 155, 211]"
306,"[71, 109, 112, 116, 120, 133, 150, 158, 165, 224, 265, 341]"
307,"[72, 144, 156, 161, 184, 261]"
308,"[154, 183, 190, 204, 216]"
309,"[110, 117, 139, 142, 162, 169, 199, 209, 214, 217]"
310,"[109, 114, 118, 157, 162, 169, 186, 187, 188, 211, 223]"
311,"[123, 125, 157, 159, 161, 169, 172, 204, 206, 210]"
312,"[123, 128, 142, 158, 161, 165, 325, 334]"
313,"[126, 133, 137, 139, 144, 147, 160, 161, 293]"
314,"[128, 142, 151, 162, 164, 166, 218, 219, 273]"
315,"[101, 123, 126, 130, 131, 141, 146, 150, 155, 156, 161, 169, 216, 274, 277]"
316,"[92, 110, 136, 138, 153, 175, 176, 199]"
317,"[91, 100, 134, 136, 138, 146, 147, 153, 154, 174, 177, 180, 181, 218]"
318,"[113, 126, 131, 133, 134, 136, 152, 159, 161, 180, 181, 200, 216, 220, 223, 266, 275]"
319,"[118, 136, 137, 140, 157, 158, 162, 169, 170, 174]"
320,"[117, 134, 138, 139, 141, 172, 175, 222, 224, 232]"
321,"[130, 134, 140, 142, 146, 153, 156, 161, 170, 171, 209, 226, 271]"
322,"[109, 111, 132, 142, 143, 151, 152, 160, 171, 208]"
323,"[140, 146, 149, 157, 175, 213, 225]"
324,"[125, 143, 160, 161, 188, 204, 223]"
325,"[131, 141, 158, 160, 173, 216, 218, 224, 271]"
326,"[135, 143, 150, 178, 205, 279]"
327,"[125, 135, 136, 140, 144, 149, 155, 158, 166]"
328,"[130, 131, 133, 138, 139, 142, 148, 150, 152, 163, 201]"
329,"[138, 139, 141, 147, 149, 209]"
330,"[129, 141, 142, 143, 147, 149, 152, 174]"
331,"[126, 132, 140, 146, 147, 149, 150, 154, 157, 159, 189, 195, 206, 212]"
332,"[127, 135, 144, 146, 177]"
333,"[129, 134, 137, 145, 147, 150, 152, 154, 168]"
334,"[140, 143, 145, 152, 159, 162, 201]"
335,"[129, 132, 143, 145, 147, 151, 156, 205, 217, 222]"
336,"[148, 153, 154, 157, 160, 165, 222, 224, 227]"
337,"[137, 150, 156, 162, 217, 227, 341]"
338,"[150, 153, 159, 171, 174, 220, 227, 230]"
339,"[154, 156, 158, 171, 174, 196, 211, 217]"
340,"[136, 143, 146, 151, 155, 157, 174, 175, 202, 212, 228, 230, 231]"
341,"[159, 177, 183, 214, 228]"
342,"[158, 170, 186, 221, 222, 223, 224]"
343,"[136, 141, 176, 183, 226, 235, 236]"
344,"[168, 170, 172, 175, 177, 185, 201, 221, 224, 236, 237]"
345,"[83, 133, 149, 168, 169, 187, 188, 225, 238]"
346,"[158, 163, 165, 167, 180]"
347,"[131, 139, 164, 169, 179, 186, 225, 229]"
348,"[134, 152, 153, 165, 166, 177, 187, 188, 189, 228]"
349,"[114, 161, 169, 179, 225]"
350,"[117, 147, 225, 232]"
351,"[155, 162, 164, 175, 192, 193, 215, 223, 234]"
352,"[156, 177, 179, 225, 230]"
353,"[115, 157, 158, 163, 188, 213, 220, 227]"
354,"[118, 161, 162, 169, 189, 210, 224, 230]"
355,"[163, 167, 196, 219, 224, 226, 227, 233, 234]"
356,"[167, 168, 178, 193, 224, 225, 227, 230, 233]"
357,"[167, 218, 221, 230, 231, 253]"
358,"[164, 166, 169, 182, 183, 190, 195, 200, 206, 207, 209, 210, 214, 215, 216, 226]"
359,"[168, 176, 179, 187, 205, 210, 211, 212, 217, 224, 226]"
360,"[169, 178, 200, 208, 209, 210, 212, 213, 215, 222, 224, 228, 229]"
361,"[126, 158, 171, 174, 180, 183, 188, 199, 208, 209, 210, 212, 213, 214, 215, 216, 228, 229, 230]"
362,"[166, 169, 171, 174, 179, 181, 183, 190, 193, 195, 202, 205, 212, 214, 215, 217, 230, 283]"
363,"[190, 194, 202, 207, 214, 233, 283]"
364,"[171, 179, 198, 208, 211, 214, 216, 217, 230, 232, 233]"
365,"[128, 183, 192, 196, 215, 216, 217]"
366,"[174, 183, 188, 216, 217]"
367,"[165, 192, 198, 202, 214, 287, 289]"
368,"[167, 195, 216]"
369,[]
370,"[199, 218, 220]"
371,"[160, 219]"
372,"[191, 207]"
373,"[212, 295]"
374,[294]
375,"[174, 184, 191, 192, 194, 196]"
376,"[149, 194, 195]"
377,"[193, 197]"
378,"[185, 195, 199]"
379,"[183, 185]"
380,"[176, 203]"
381,"[131, 177, 202, 298]"
382,"[178, 199, 301]"
383,[186]
384,"[148, 187]"
385,"[163, 178, 182]"
386,[]
387,[206]
388,[143]
389,[]
390,"[147, 152, 201]"
391,[226]
392,"[183, 204]"
393,[]
394,[]
395,"[165, 200, 216]"
396,"[193, 203, 216]"
397,"[202, 218]"
398,"[204, 205]"
399,"[175, 197, 207]"
400,"[148, 203, 208]"
401,"[162, 196, 221, 304]"
402,[151]
403,[]
404,[]
405,[172]
406,"[203, 205, 208]"
407,[110]
408,[206]
409,"[185, 210]"
410,"[103, 170, 173, 209, 211, 213]"
