timestamp,event,device
324,enter,SCREEN
1489,quit,SCREEN
1731,enter,TABLE
2106,quit,TABLE
2128,enter,TABLE
2191,quit,TABLE
2209,enter,TABLE
2289,quit,TABLE
2389,enter,TABLE
2534,grasp,BLOCK
2579,quit,TABLE
2762,enter,TABLE
3799,quit,TABLE
3990,enter,SCREEN
4659,quit,SCREEN
4660,enter,TABLE
4666,quit,TABLE
4667,enter,SCREEN
4676,quit,SCREEN
4677,enter,TABLE
4678,quit,TABLE
4679,enter,SCREEN
4693,quit,SCREEN
4694,enter,TABLE
4721,quit,TABLE
4722,enter,SCREEN
4723,quit,SCREEN
4724,enter,TABLE
4737,quit,TABLE
4738,enter,SCREEN
4759,quit,SCREEN
4760,enter,TABLE
4765,quit,TABLE
4766,enter,SCREEN
4825,quit,SCREEN
4826,enter,TABLE
4889,quit,TABLE
5161,enter,TABLE
6492,quit,TABLE
6710,enter,SCREEN
6732,release,BLOCK
6792,quit,SCREEN
