timestamp,event,device
95,enter,SCREEN
1704,quit,SCREEN
1934,enter,TABLE
2318,quit,TABLE
2448,enter,SCREEN
2572,grasp,BLOCK
2807,quit,SCREEN
2808,enter,TABLE
2815,quit,TABLE
2816,enter,SCREEN
2837,quit,SCREEN
2838,enter,TABLE
2856,quit,TABLE
2857,enter,SCREEN
2902,quit,SCREEN
2903,enter,TABLE
2904,quit,TABLE
2905,enter,SCREEN
2941,quit,SCREEN
2942,enter,TABLE
2948,quit,TABLE
2949,enter,SCREEN
2973,quit,SCREEN
2974,enter,TABLE
2990,quit,TABLE
2991,enter,SCREEN
3003,quit,SCREEN
3004,enter,TABLE
4930,quit,TABLE
5082,enter,SCREEN
5628,quit,SCREEN
5681,enter,TABLE
5742,quit,TABLE
5781,enter,TABLE
5985,quit,TABLE
6006,release,BLOCK
