device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
14122794099,14100274310,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-146.41915893554688, -54.16273498535156, 927.1144409179688)","(0.7201709747314453, 0.5884421467781067, 1.0803333520889282)",1,"(0.4491201937198639, 0.44948384165763855)","(-18.703218460083008, 123.83643341064453, 37.026824951171875)",1,3.913299560546875,1,"(-86.8144760131836, -62.912086486816406, 935.1939697265625)","(0.6276593804359436, 0.6063634157180786, 1.0826389789581299)",1,1706707211341,0.4491201937198639,0.44948384165763855
14150952637,14128433029,"(0.5004985332489014, 0.5682367086410522)","(0.18439629673957825, 100.7610092163086, 28.628080368041992)",1,5.97845458984375,1,"(-139.19482421875, -68.73268127441406, 917.5306396484375)","(0.7115151286125183, 0.6198225021362305, 1.0611414909362793)",1,"(0.5204035639762878, 0.7385368347167969)","(7.501865386962891, 67.66914367675781, 16.583723068237305)",1,4.1668853759765625,1,"(-81.79354858398438, -78.57234954833984, 925.2633666992188)","(0.6215772032737732, 0.6399047374725342, 1.064377784729004)",1,1706707239501,0.51,0.65
14150963740,14128444132,"(0.5004985332489014, 0.5682367086410522)","(0.18439629673957825, 100.7610092163086, 28.628080368041992)",1,5.97845458984375,1,"(-139.5268096923828, -68.96186065673828, 919.2473754882812)","(0.711627185344696, 0.6200286746025085, 1.0646600723266602)",1,"(0.5107503533363342, 0.7171789407730103)","(3.953155994415283, 71.81929779052734, 18.094247817993164)",1,4.1819915771484375,1,"(-82.04491424560547, -78.83621215820312, 926.9989624023438)","(0.6217290759086609, 0.6401411294937134, 1.0679117441177368)",1,1706707239514,0.51,0.64
14150974843,14128455235,"(0.487675279378891, 0.5578261613845825)","(-4.529661655426025, 102.78392028808594, 29.364349365234375)",1,5.9482421875,1,"(-139.1816864013672, -68.04942321777344, 918.806884765625)","(0.7111847400665283, 0.6182189583778381, 1.0635539293289185)",1,"(0.5107503533363342, 0.7171789407730103)","(3.953155994415283, 71.81929779052734, 18.094247817993164)",1,4.1819915771484375,1,"(-81.71790313720703, -77.93336486816406, 926.530029296875)","(0.6212790608406067, 0.6383805274963379, 1.0667718648910522)",1,1706707239524,0.5,0.64
14150985946,14128466339,"(0.4024897515773773, 0.4528416693210602)","(-35.845428466796875, 123.18394470214844, 36.7894172668457)",1,5.9843902587890625,1,"(-139.18055725097656, -68.10856628417969, 919.02587890625)","(0.7111321687698364, 0.6183081865310669, 1.0639941692352295)",1,"(0.4235309958457947, 0.597002387046814)","(-28.11027717590332, 95.17137145996094, 26.593692779541016)",1,4.2122802734375,1,"(-81.75128173828125, -78.16046142578125, 926.7589111328125)","(0.6213021278381348, 0.6388054490089417, 1.067270040512085)",1,1706707239535,0.41,0.52
14150997049,14128477442,"(0.40947139263153076, 0.4508070945739746)","(-33.278873443603516, 123.57929992675781, 36.933311462402344)",1,5.9518890380859375,1,"(-138.7362823486328, -67.84786224365234, 917.0023193359375)","(0.7109169363975525, 0.61808180809021, 1.0598326921463013)",1,"(0.4138525724411011, 0.6127187013626099)","(-31.668256759643555, 92.11748504638672, 25.482154846191406)",1,4.2384796142578125,1,"(-81.42298889160156, -77.94586181640625, 924.7154541015625)","(0.6210737824440002, 0.6387215852737427, 1.063119888305664)",1,1706707239546,0.41,0.53
14151008152,14128488545,"(0.40899452567100525, 0.4432952404022217)","(-33.45417785644531, 125.0389633178711, 37.464603424072266)",1,5.981536865234375,1,"(-138.73977661132812, -67.85240173339844, 917.0022583007812)","(0.7109224200248718, 0.6180911064147949, 1.0598342418670654)",1,"(0.4138525724411011, 0.6127187013626099)","(-31.668256759643555, 92.11748504638672, 25.482154846191406)",1,4.2384796142578125,1,"(-81.41947937011719, -77.94131469726562, 924.7155151367188)","(0.6210682988166809, 0.6387122869491577, 1.0631186962127686)",1,1706707239556,0.41,0.53
14151019256,14128499649,"(0.4197119474411011, 0.44452524185180664)","(-29.51425552368164, 124.7999496459961, 37.37763214111328)",1,5.9829254150390625,1,"(-138.21783447265625, -67.55032348632812, 916.6464233398438)","(0.7101922631263733, 0.617529571056366, 1.0589330196380615)",1,"(0.4319496154785156, 0.6145042181015015)","(-25.015464782714844, 91.77054595947266, 25.355817794799805)",1,4.21868896484375,1,"(-80.94134521484375, -77.70449829101562, 924.3283081054688)","(0.6203821301460266, 0.6383019089698792, 1.0622268915176392)",1,1706707239568,0.43,0.53
14151030359,14128510752,"(0.411956787109375, 0.44665148854255676)","(-32.36518478393555, 124.38677978515625, 37.227256774902344)",1,6.022216796875,1,"(-138.04209899902344, -67.61639404296875, 916.3416748046875)","(0.7099919319152832, 0.6177152395248413, 1.0582891702651978)",1,"(0.4362804591655731, 0.5960800647735596)","(-23.42336082458496, 95.35063171386719, 26.658872604370117)",1,4.169525146484375,1,"(-80.77244567871094, -77.7547607421875, 924.0139770507812)","(0.6201655268669128, 0.6384618878364563, 1.0615818500518799)",1,1706707239579,0.42,0.52
14151041462,14128521856,"(0.411956787109375, 0.44665148854255676)","(-32.36518478393555, 124.38677978515625, 37.227256774902344)",1,6.022216796875,1,"(-138.04563903808594, -67.6209487915039, 916.3416137695312)","(0.7099974751472473, 0.6177246570587158, 1.058290719985962)",1,"(0.4362804591655731, 0.5960800647735596)","(-23.42336082458496, 95.35063171386719, 26.658872604370117)",1,4.169525146484375,1,"(-80.7689208984375, -77.75019836425781, 924.0140380859375)","(0.6201600432395935, 0.6384525895118713, 1.0615806579589844)",1,1706707239590,0.42,0.52
14151052565,14128532959,"(0.41933801770210266, 0.45575854182243347)","(-29.651704788208008, 122.61714172363281, 36.583152770996094)",1,6.0117950439453125,1,"(-137.45394897460938, -67.17595672607422, 916.08984375)","(0.7091318964958191, 0.6168524622917175, 1.0575541257858276)",1,"(0.42771774530410767, 0.6015349626541138)","(-26.571165084838867, 94.29066467285156, 26.273107528686523)",1,4.17144775390625,1,"(-80.2054214477539, -77.38147735595703, 923.7263793945312)","(0.6193262934684753, 0.6377555727958679, 1.0608506202697754)",1,1706707239622,0.42,0.53
14151063668,14128544062,"(0.41933801770210266, 0.45575854182243347)","(-29.651704788208008, 122.61714172363281, 36.583152770996094)",1,6.0117950439453125,1,"(-137.32342529296875, -67.30326843261719, 916.4021606445312)","(0.7088578939437866, 0.6170719265937805, 1.0581501722335815)",1,"(0.4322124719619751, 0.6228374242782593)","(-24.91881561279297, 90.1512680053711, 24.766498565673828)",1,4.2234649658203125,1,"(-80.04999542236328, -77.50658416748047, 924.0313720703125)","(0.6190475225448608, 0.6379632949829102, 1.0614502429962158)",1,1706707239622,0.43,0.54
14151074771,14128555165,"(0.41933801770210266, 0.45575854182243347)","(-29.651704788208008, 122.61714172363281, 36.583152770996094)",1,6.0117950439453125,1,"(-137.32696533203125, -67.30785369873047, 916.402099609375)","(0.7088634371757507, 0.617081344127655, 1.0581516027450562)",1,"(0.4322124719619751, 0.6228374242782593)","(-24.91881561279297, 90.1512680053711, 24.766498565673828)",1,4.2234649658203125,1,"(-80.04645538330078, -77.50199127197266, 924.0314331054688)","(0.6190419793128967, 0.6379538774490356, 1.0614489316940308)",1,1706707239623,0.43,0.54
14151085874,14128566268,"(0.412884384393692, 0.47551897168159485)","(-32.02418899536133, 118.77740478515625, 35.18558120727539)",1,6.0260009765625,1,"(-136.77256774902344, -66.95481872558594, 916.4404907226562)","(0.7079891562461853, 0.6163555979728699, 1.058012843132019)",1,"(0.43363624811172485, 0.6161580681800842)","(-24.395418167114258, 91.44916534423828, 25.238872528076172)",1,4.22454833984375,1,"(-79.5028076171875, -77.24053192138672, 924.0377197265625)","(0.6182006597518921, 0.6374266147613525, 1.0613248348236084)",1,1706707239639,0.42,0.55
14151096977,14128577371,"(0.412884384393692, 0.47551897168159485)","(-32.02418899536133, 118.77740478515625, 35.18558120727539)",1,6.0260009765625,1,"(-136.58555603027344, -67.1412124633789, 916.651123046875)","(0.7076523303985596, 0.6167135834693909, 1.058400273323059)",1,"(0.4276711642742157, 0.5999808311462402)","(-26.588306427001953, 94.59265899658203, 26.382999420166016)",1,4.1925506591796875,1,"(-79.2954330444336, -77.42193603515625, 924.2384033203125)","(0.6178570985794067, 0.637768566608429, 1.0617179870605469)",1,1706707239646,0.42,0.54
14151108081,14128588475,"(0.42300286889076233, 0.48399633169174194)","(-28.304439544677734, 117.13011932373047, 34.58600997924805)",1,5.9269561767578125,1,"(-136.4620361328125, -66.91402435302734, 917.7704467773438)","(0.7071982622146606, 0.6160802841186523, 1.060539722442627)",1,"(0.4237220883369446, 0.5915066599845886)","(-28.040040969848633, 96.23930358886719, 26.98233985900879)",1,4.19927978515625,1,"(-79.11388397216797, -77.29882049560547, 925.3519897460938)","(0.617428183555603, 0.6373303532600403, 1.0638781785964966)",1,1706707239657,0.42,0.54
14151119184,14128599578,"(0.4246647357940674, 0.49737977981567383)","(-27.693506240844727, 114.52952575683594, 33.639461517333984)",1,5.928131103515625,1,"(-136.12071228027344, -66.7863540649414, 917.604248046875)","(0.7067059278488159, 0.6158474683761597, 1.0600934028625488)",1,"(0.40803009271621704, 0.5964705944061279)","(-33.8087272644043, 95.27473449707031, 26.631305694580078)",1,4.196014404296875,1,"(-78.78287506103516, -77.25277709960938, 925.1702880859375)","(0.6169426441192627, 0.6372730731964111, 1.0634535551071167)",1,1706707239668,0.42,0.55
14151130287,14128610681,"(0.4279262125492096, 0.492800235748291)","(-26.494524002075195, 115.41940307617188, 33.96335220336914)",1,5.9072113037109375,1,"(-135.860595703125, -66.76383972167969, 917.8168334960938)","(0.7062532305717468, 0.6157745122909546, 1.0604336261749268)",1,"(0.4080258905887604, 0.5909537076950073)","(-33.81027603149414, 96.34674072265625, 27.021480560302734)",1,4.1862030029296875,1,"(-78.51536560058594, -77.306640625, 925.3717651367188)","(0.6165055632591248, 0.6373543739318848, 1.0638175010681152)",1,1706707239679,0.42,0.54
14151141390,14128621784,"(0.41866904497146606, 0.48571041226387024)","(-29.897626876831055, 116.79705810546875, 34.46478271484375)",1,6.001861572265625,1,"(-135.8641357421875, -66.76858520507812, 917.8168334960938)","(0.7062587738037109, 0.615784227848053, 1.0604352951049805)",1,"(0.41011592745780945, 0.5993257761001587)","(-33.04194259643555, 94.71992492675781, 26.429363250732422)",1,4.1779632568359375,1,"(-78.51182556152344, -77.30189514160156, 925.3717651367188)","(0.6165000200271606, 0.6373446583747864, 1.0638160705566406)",1,1706707239689,0.41,0.54
14151152493,14128632887,"(0.42017510533332825, 0.4572709798812866)","(-29.343994140625, 122.3232650756836, 36.476112365722656)",1,5.978607177734375,1,"(-135.2810516357422, -66.68705749511719, 917.6478271484375)","(0.7053927183151245, 0.6156518459320068, 1.059920072555542)",1,"(0.4518266022205353, 0.5977452397346497)","(-17.70831298828125, 95.02706146240234, 26.5411376953125)",1,4.1722412109375,1,"(-77.95780181884766, -77.3049545288086, 925.1715087890625)","(0.6156744956970215, 0.6373953819274902, 1.0633257627487183)",1,1706707239701,0.44,0.53
14151163596,14128643991,"(0.4163169264793396, 0.46193987131118774)","(-30.76233673095703, 121.41604614257812, 36.14590835571289)",1,6.00372314453125,1,"(-135.04290771484375, -66.91399383544922, 917.4034423828125)","(0.7050825357437134, 0.6161614656448364, 1.0594011545181274)",1,"(0.45195481181144714, 0.6042391657829285)","(-17.661182403564453, 93.76517486572266, 26.081863403320312)",1,4.1447296142578125,1,"(-77.72575378417969, -77.52140045166016, 924.9154663085938)","(0.6153540015220642, 0.6378868818283081, 1.0628145933151245)",1,1706707239712,0.43,0.53
14151174699,14128655094,"(0.4163169264793396, 0.46193987131118774)","(-30.76233673095703, 121.41604614257812, 36.14590835571289)",1,6.00372314453125,1,"(-135.1588592529297, -66.8062515258789, 917.3973388671875)","(0.705262303352356, 0.6159374713897705, 1.059407353401184)",1,"(0.44424664974212646, 0.605441153049469)","(-20.494848251342773, 93.53162384033203, 25.996845245361328)",1,4.190460205078125,1,"(-77.83533477783203, -77.40406799316406, 924.9151000976562)","(0.6155210137367249, 0.6376444101333618, 1.0628124475479126)",1,1706707239723,0.43,0.53
14151185802,14128666198,"(0.40426596999168396, 0.43448883295059204)","(-35.19247817993164, 126.75019073486328, 38.087371826171875)",1,5.9502105712890625,1,"(-134.41091918945312, -66.66958618164062, 918.1432495117188)","(0.7039304971694946, 0.6155592799186707, 1.0606430768966675)",1,"(0.442487508058548, 0.6213045120239258)","(-21.141538619995117, 90.44913482666016, 24.874889373779297)",1,4.1652984619140625,1,"(-77.0754165649414, -77.36865997314453, 925.6160888671875)","(0.6142610907554626, 0.6374671459197998, 1.064072608947754)",1,1706707239735,0.42,0.53
14151196906,14128677302,"(0.41343674063682556, 0.43497246503829956)","(-31.82113265991211, 126.65621185302734, 38.053165435791016)",1,5.8987274169921875,1,"(-133.92449951171875, -66.53604888916016, 917.1012573242188)","(0.703411877155304, 0.6154459714889526, 1.0584267377853394)",1,"(0.4426499605178833, 0.6242159008979797)","(-21.08180046081543, 89.88341522216797, 24.668964385986328)",1,4.1850433349609375,1,"(-76.68827819824219, -77.30216979980469, 924.548095703125)","(0.6138025522232056, 0.6375194191932678, 1.0618762969970703)",1,1706707239769,0.43,0.53
14151208009,14128688405,"(0.42063722014427185, 0.4451795518398285)","(-29.17409896850586, 124.67282104492188, 37.33128356933594)",1,5.8617095947265625,1,"(-133.53819274902344, -66.29682922363281, 916.4239501953125)","(0.7029631733894348, 0.6150581240653992, 1.0569443702697754)",1,"(0.44995006918907166, 0.6256882548332214)","(-18.398155212402344, 89.59730529785156, 24.564834594726562)",1,4.1396331787109375,1,"(-76.38618469238281, -77.0826416015625, 923.843994140625)","(0.6134251356124878, 0.6371943354606628, 1.0603916645050049)",1,1706707239770,0.44,0.54
14151219112,14128699508,"(0.45074185729026794, 0.458191454410553)","(-18.107084274291992, 122.14439392089844, 36.41106033325195)",1,5.8063507080078125,1,"(-133.02951049804688, -66.34944152832031, 915.420654296875)","(0.7024014592170715, 0.6153243780136108, 1.0548251867294312)",1,"(0.45364904403686523, 0.6197975873947144)","(-17.0383243560791, 90.74195098876953, 24.981454849243164)",1,4.0972137451171875,1,"(-75.96371459960938, -77.20873260498047, 922.8167724609375)","(0.6129076480865479, 0.6376358866691589, 1.0583029985427856)",1,1706707239770,0.45,0.54
14151230215,14128710611,"(0.4446023404598236, 0.4588960111141205)","(-20.364078521728516, 122.00749206542969, 36.36123275756836)",1,5.8464813232421875,1,"(-132.84059143066406, -66.66692352294922, 915.3026733398438)","(0.7021388411521912, 0.6160030961036682, 1.0545836687088013)",1,"(0.4602239429950714, 0.6225528717041016)","(-14.621277809143066, 90.20655822753906, 24.786590576171875)",1,4.1043548583984375,1,"(-75.7739486694336, -77.51802062988281, 922.6910400390625)","(0.6126353740692139, 0.6382964849472046, 1.0580737590789795)",1,1706707239786,0.45,0.54
14151241318,14128721714,"(0.44661736488342285, 0.4556625485420227)","(-19.623336791992188, 122.63582611083984, 36.58991622924805)",1,5.848114013671875,1,"(-132.356689453125, -66.13700866699219, 915.1322631835938)","(0.7014181017875671, 0.6149395108222961, 1.0540329217910767)",1,"(0.4602239429950714, 0.6225528717041016)","(-14.621277809143066, 90.20655822753906, 24.786590576171875)",1,4.1043548583984375,1,"(-75.30007934570312, -76.98863983154297, 922.4846801757812)","(0.6119237542152405, 0.6372526288032532, 1.057498812675476)",1,1706707239790,0.45,0.54
14151252421,14128732817,"(0.4410049319267273, 0.46909889578819275)","(-21.686569213867188, 120.02494049072266, 35.63962936401367)",1,5.7920074462890625,1,"(-132.0643310546875, -66.42620086669922, 914.6779174804688)","(0.7010698914527893, 0.6156114339828491, 1.0530937910079956)",1,"(0.4552561342716217, 0.5930453538894653)","(-16.447525024414062, 95.94029998779297, 26.87356948852539)",1,4.0886383056640625,1,"(-75.06489562988281, -77.38876342773438, 922.0239868164062)","(0.6116248965263367, 0.6381582617759705, 1.0566118955612183)",1,1706707239802,0.45,0.53
14151263524,14128743920,"(0.4410049319267273, 0.46909889578819275)","(-21.686569213867188, 120.02494049072266, 35.63962936401367)",1,5.7920074462890625,1,"(-131.96510314941406, -66.8887939453125, 915.0475463867188)","(0.7008383274078369, 0.6165173649787903, 1.0538618564605713)",1,"(0.4557986855506897, 0.5861133933067322)","(-16.24808120727539, 97.28729248046875, 27.36383628845215)",1,4.091827392578125,1,"(-74.93287658691406, -77.85062408447266, 922.392578125)","(0.6113808751106262, 0.6390472054481506, 1.0573999881744385)",1,1706707239813,0.45,0.53
14151274627,14128755023,"(0.43402427434921265, 0.4662132263183594)","(-24.252782821655273, 120.58565521240234, 35.843711853027344)",1,5.8165130615234375,1,"(-131.96884155273438, -66.8936996459961, 915.0475463867188)","(0.7008442878723145, 0.6165274977684021, 1.053863525390625)",1,"(0.4557986855506897, 0.5861133933067322)","(-16.24808120727539, 97.28729248046875, 27.36383628845215)",1,4.091827392578125,1,"(-74.92913055419922, -77.84571838378906, 922.392578125)","(0.6113749742507935, 0.6390371918678284, 1.0573985576629639)",1,1706707239823,0.44,0.53
14151285731,14128766127,"(0.4363718330860138, 0.45131915807724)","(-23.3897705078125, 123.47980499267578, 36.89704132080078)",1,5.7764129638671875,1,"(-131.26931762695312, -66.6839599609375, 915.0693359375)","(0.6997490525245667, 0.616102933883667, 1.0536776781082153)",1,"(0.4487801194190979, 0.6005334258079529)","(-18.828250885009766, 94.48528289794922, 26.343908309936523)",1,4.0777130126953125,1,"(-74.27005767822266, -77.77938842773438, 922.376953125)","(0.6103595495223999, 0.638916015625, 1.0572506189346313)",1,1706707239835,0.44,0.53
14151296834,14128777230,"(0.4363718330860138, 0.45131915807724)","(-23.3897705078125, 123.47980499267578, 36.89704132080078)",1,5.7764129638671875,1,"(-131.1764373779297, -67.19176483154297, 915.39990234375)","(0.6995373964309692, 0.617107629776001, 1.054377555847168)",1,"(0.44771015644073486, 0.5990737676620483)","(-19.221588134765625, 94.7688980102539, 26.4471435546875)",1,4.086273193359375,1,"(-74.14730072021484, -78.28784942626953, 922.7078247070312)","(0.6101357936859131, 0.6399063467979431, 1.0579737424850464)",1,1706707239846,0.44,0.53
14151307937,14128788333,"(0.4363718330860138, 0.45131915807724)","(-23.3897705078125, 123.47980499267578, 36.89704132080078)",1,5.7764129638671875,1,"(-131.18020629882812, -67.19672393798828, 915.39990234375)","(0.6995433568954468, 0.6171178817749023, 1.0543792247772217)",1,"(0.44771015644073486, 0.5990737676620483)","(-19.221588134765625, 94.7688980102539, 26.4471435546875)",1,4.086273193359375,1,"(-74.14354705810547, -78.28289031982422, 922.7078857421875)","(0.6101299524307251, 0.6398962140083313, 1.0579723119735718)",1,1706707239856,0.44,0.53
14151319040,14128799436,"(0.43819522857666016, 0.46658846735954285)","(-22.719446182250977, 120.5127182006836, 35.81724548339844)",1,5.741302490234375,1,"(-130.38250732421875, -66.87454223632812, 915.542236328125)","(0.6982676386833191, 0.61644446849823, 1.0543886423110962)",1,"(0.44398680329322815, 0.6068649888038635)","(-20.590354919433594, 93.25492095947266, 25.896177291870117)",1,4.0621337890625,1,"(-73.40279388427734, -78.13722229003906, 922.805908203125)","(0.6089736819267273, 0.6395939588546753, 1.0580248832702637)",1,1706707239869,0.44,0.54
14151330143,14128810540,"(0.43819522857666016, 0.46658846735954285)","(-22.719446182250977, 120.5127182006836, 35.81724548339844)",1,5.741302490234375,1,"(-130.35671997070312, -67.44396209716797, 916.2001342773438)","(0.698089063167572, 0.6175258159637451, 1.0557631254196167)",1,"(0.4458448588848114, 0.6077789664268494)","(-19.907320022583008, 93.07733154296875, 25.831539154052734)",1,4.0312042236328125,1,"(-73.330322265625, -78.71653747558594, 923.4686279296875)","(0.6087879538536072, 0.6406705975532532, 1.0594278573989868)",1,1706707239879,0.44,0.54
14151341246,14128821643,"(0.43819522857666016, 0.46658846735954285)","(-22.719446182250977, 120.5127182006836, 35.81724548339844)",1,5.741302490234375,1,"(-130.1617889404297, -67.67915344238281, 917.0372314453125)","(0.6976041197776794, 0.6178907752037048, 1.0573958158493042)",1,"(0.43628978729248047, 0.6089439988136292)","(-23.419946670532227, 92.85095977783203, 25.7491455078125)",1,4.0819244384765625,1,"(-73.07828521728516, -78.95977020263672, 924.295166015625)","(0.6083014011383057, 0.64103102684021, 1.0610712766647339)",1,1706707239920,0.44,0.54
14151352349,14128832746,"(0.45089441537857056, 0.45737001299858093)","(-18.05099868774414, 122.30406188964844, 36.469051361083984)",1,5.716888427734375,1,"(-129.5917510986328, -67.16390991210938, 917.3675537109375)","(0.6966403126716614, 0.6167870163917542, 1.057814121246338)",1,"(0.44024354219436646, 0.605267345905304)","(-21.966445922851562, 93.56537628173828, 26.009172439575195)",1,4.0704345703125,1,"(-72.57553100585938, -78.65046691894531, 924.5932006835938)","(0.6074870228767395, 0.6403543949127197, 1.0615323781967163)",1,1706707239920,0.45,0.53
14151363452,14128843850,"(0.45089441537857056, 0.45737001299858093)","(-18.05099868774414, 122.30406188964844, 36.469051361083984)",1,5.716888427734375,1,"(-129.49945068359375, -67.76312255859375, 917.89697265625)","(0.6963887214660645, 0.617948055267334, 1.058920979499817)",1,"(0.4364334046840668, 0.6119982600212097)","(-23.367130279541016, 92.25745391845703, 25.533138275146484)",1,4.0704345703125,1,"(-72.44670867919922, -79.25856018066406, 925.1239624023438)","(0.6072325110435486, 0.6415114402770996, 1.0626698732376099)",1,1706707239920,0.44,0.53
14151374556,14128854954,"(0.45089441537857056, 0.45737001299858093)","(-18.05099868774414, 122.30406188964844, 36.469051361083984)",1,5.716888427734375,1,"(-129.22396850585938, -67.96003723144531, 918.4989013671875)","(0.6958325505256653, 0.618269681930542, 1.060062050819397)",1,"(0.4382859170436859, 0.6151278614997864)","(-22.68612289428711, 91.64933013916016, 25.31178092956543)",1,4.06707763671875,1,"(-72.13439178466797, -79.45975494384766, 925.7096557617188)","(0.6066840887069702, 0.6418275833129883, 1.0638192892074585)",1,1706707239924,0.44,0.54
14151385659,14128866057,"(0.43416059017181396, 0.4606444239616394)","(-24.202651977539062, 121.66776275634766, 36.23754119873047)",1,5.7040863037109375,1,"(-128.5343017578125, -67.44127655029297, 918.7318725585938)","(0.6947066783905029, 0.6171770691871643, 1.060255527496338)",1,"(0.4440145194530487, 0.626671314239502)","(-20.580184936523438, 89.40631866455078, 24.495309829711914)",1,4.069000244140625,1,"(-71.5417251586914, -79.14820861816406, 925.90185546875)","(0.6057460308074951, 0.641167163848877, 1.0640567541122437)",1,1706707239935,0.44,0.54
14151396762,14128877160,"(0.43416059017181396, 0.4606444239616394)","(-24.202651977539062, 121.66776275634766, 36.23754119873047)",1,5.7040863037109375,1,"(-128.44598388671875, -68.02885437011719, 919.1177368164062)","(0.69449383020401, 0.6183335781097412, 1.0610790252685547)",1,"(0.4464123249053955, 0.6229512095451355)","(-19.69869041442871, 90.12918090820312, 24.758419036865234)",1,4.053619384765625,1,"(-71.42474365234375, -79.74201965332031, 926.2894287109375)","(0.6055279970169067, 0.6423176527023315, 1.0649101734161377)",1,1706707239945,0.44,0.54
14151407865,14128888263,"(0.45038706064224243, 0.4711016118526459)","(-18.23750877380371, 119.63578796386719, 35.497955322265625)",1,5.6278839111328125,1,"(-127.43302917480469, -67.17642974853516, 919.21484375)","(0.6928936839103699, 0.6165797710418701, 1.0608683824539185)",1,"(0.45533862709999084, 0.6203625202178955)","(-16.41722297668457, 90.63219451904297, 24.941505432128906)",1,4.0028533935546875,1,"(-70.40923309326172, -78.8969955444336, 926.3128662109375)","(0.6039541363716125, 0.6406029462814331, 1.064658284187317)",1,1706707239956,0.45,0.55
14151418968,14128899366,"(0.4511391818523407, 0.4709128141403198)","(-17.96102523803711, 119.67247009277344, 35.511329650878906)",1,5.6099090576171875,1,"(-127.12684631347656, -67.63589477539062, 918.9756469726562)","(0.6924773454666138, 0.6175691485404968, 1.0603785514831543)",1,"(0.45647209882736206, 0.6161057353019714)","(-16.000534057617188, 91.45935821533203, 25.242534637451172)",1,3.9849700927734375,1,"(-70.2442855834961, -79.5669937133789, 926.06982421875)","(0.6037384867668152, 0.6420198678970337, 1.0642645359039307)",1,1706707239968,0.45,0.54
14151430071,14128910469,"(0.4511391818523407, 0.4709128141403198)","(-17.96102523803711, 119.67247009277344, 35.511329650878906)",1,5.6099090576171875,1,"(-127.03125, -68.30086517333984, 918.8838500976562)","(0.6923578381538391, 0.618956983089447, 1.0602681636810303)",1,"(0.45734918117523193, 0.6169513463973999)","(-15.678107261657715, 91.29505157470703, 25.18271255493164)",1,3.996429443359375,1,"(-70.14300537109375, -80.2269287109375, 925.9814453125)","(0.6036022901535034, 0.643388569355011, 1.0641868114471436)",1,1706707239979,0.45,0.54
14151441174,14128921572,"(0.4350009560585022, 0.4604334533214569)","(-23.89373016357422, 121.70875549316406, 36.25248718261719)",1,5.68402099609375,1,"(-127.03517150878906, -68.30619049072266, 918.8838500976562)","(0.6923640370368958, 0.6189678311347961, 1.060270071029663)",1,"(0.45734918117523193, 0.6169513463973999)","(-15.678107261657715, 91.29505157470703, 25.18271255493164)",1,3.996429443359375,1,"(-70.13908386230469, -80.22160339355469, 925.9814453125)","(0.6035961508750916, 0.6433777213096619, 1.0641851425170898)",1,1706707239989,0.45,0.54
14151452277,14128932675,"(0.4348176419734955, 0.45756182074546814)","(-23.961101531982422, 122.26676177978516, 36.45553970336914)",1,5.678619384765625,1,"(-125.42143249511719, -68.04232788085938, 919.0472412109375)","(0.6898273229598999, 0.61842942237854, 1.060116171836853)",1,"(0.45006582140922546, 0.6195660829544067)","(-18.355615615844727, 90.78695678710938, 24.997774124145508)",1,3.9808502197265625,1,"(-68.70047760009766, -80.21002960205078, 926.0491333007812)","(0.6013780832290649, 0.6433692574501038, 1.064103364944458)",1,1706707240001,0.44,0.54
14151463381,14128943779,"(0.4374520182609558, 0.4654502272605896)","(-22.992671966552734, 120.73392486572266, 35.89764404296875)",1,5.6644744873046875,1,"(-124.71259307861328, -68.10455322265625, 918.5518798828125)","(0.6888355016708374, 0.6186457276344299, 1.0589556694030762)",1,"(0.4493483901023865, 0.6252110004425049)","(-18.619340896606445, 89.69007110595703, 24.59854507446289)",1,3.99566650390625,1,"(-68.16046142578125, -80.4712142944336, 925.51953125)","(0.6006125807762146, 0.6440077424049377, 1.0630167722702026)",1,1706707240012,0.44,0.55
14151474484,14128954883,"(0.4418087601661682, 0.48515331745147705)","(-21.39104652404785, 116.90533447265625, 34.50414276123047)",1,5.608428955078125,1,"(-123.63257598876953, -67.7986831665039, 918.9548950195312)","(0.6870743036270142, 0.6179744005203247, 1.05941903591156)",1,"(0.4493483901023865, 0.6252110004425049)","(-18.619340896606445, 89.69007110595703, 24.59854507446289)",1,3.99566650390625,1,"(-67.0585708618164, -80.15907287597656, 925.849853515625)","(0.598877489566803, 0.6433308720588684, 1.0634595155715942)",1,1706707240052,0.45,0.56
14151485587,14128965986,"(0.466402143239975, 0.5822150111198425)","(-12.350050926208496, 98.0447998046875, 27.63947296142578)",1,5.361541748046875,1,"(-123.45125579833984, -69.466552734375, 922.263916015625)","(0.686126708984375, 0.6209137439727783, 1.0661581754684448)",1,"(0.6152706742286682, 0.6899962425231934)","(42.37675857543945, 77.10133361816406, 20.016645431518555)",1,4.0168304443359375,1,"(-66.8767318725586, -81.96326446533203, 929.157470703125)","(0.5982528328895569, 0.6464361548423767, 1.0703198909759521)",1,1706707240052,0.54,0.64
