timestamp,event,device
0,enter,TABLE
490,quit,TABLE
574,enter,TABLE
660,quit,TABLE
709,enter,TABLE
758,quit,TABLE
759,enter,SCREEN
916,quit,SCREEN
1021,enter,SCREEN
1800,quit,SCREEN
2044,enter,TABLE
2217,quit,TABLE
2522,enter,TABLE
2631,quit,TABLE
2632,enter,SCREEN
2691,quit,SCREEN
2692,enter,TABLE
2749,quit,TABLE
2750,enter,SCREEN
3068,quit,SCREEN
3069,enter,TABLE
3119,quit,TABLE
3120,enter,SCREEN
3840,quit,SCREEN
4133,enter,TABLE
4607,grasp,BLOCK
5963,quit,TABLE
6161,enter,TABLE
6205,quit,TABLE
6206,enter,SCREEN
6480,release,BLOCK
6540,quit,SCREEN
