timestamp,event,device
0,enter,TABLE
290,quit,TABLE
508,enter,SCREEN
719,quit,SCREEN
769,enter,SCREEN
948,quit,SCREEN
1675,enter,SCREEN
1728,quit,SCREEN
1729,enter,TABLE
1894,quit,TABLE
1895,enter,SCREEN
1948,quit,SCREEN
1949,enter,TABLE
2003,quit,TABLE
2004,enter,SCREEN
2057,quit,SCREEN
2058,enter,TABLE
2169,quit,TABLE
2170,enter,SCREEN
2223,quit,SCREEN
2224,enter,TABLE
2279,quit,TABLE
2280,enter,SCREEN
2332,quit,SCREEN
2333,enter,TABLE
2438,quit,TABLE
2439,enter,SCREEN
2492,quit,SCREEN
2493,enter,TABLE
2695,quit,TABLE
2777,enter,TABLE
3290,grasp,BLOCK
3334,quit,TABLE
3416,enter,TABLE
4472,quit,TABLE
4586,enter,TABLE
4627,quit,TABLE
4628,enter,SCREEN
4732,quit,SCREEN
4733,enter,TABLE
4834,quit,TABLE
4835,enter,SCREEN
4959,quit,SCREEN
5019,enter,SCREEN
5130,release,BLOCK
5190,quit,SCREEN
