timestamp,event,device
5,enter,TABLE
71,quit,TABLE
138,enter,TABLE
850,quit,TABLE
1050,enter,SCREEN
1076,quit,SCREEN
1077,enter,TABLE
1083,quit,TABLE
1084,enter,SCREEN
1532,quit,SCREEN
1533,enter,TABLE
1538,quit,TABLE
1539,enter,SCREEN
1562,quit,SCREEN
1563,enter,TABLE
1571,quit,TABLE
1572,enter,SCREEN
1629,quit,SCREEN
1630,enter,TABLE
1637,quit,TABLE
1638,enter,SCREEN
2130,quit,SCREEN
2991,grasp,BLOCK
4105,enter,TABLE
4854,quit,TABLE
4983,enter,SCREEN
5470,quit,SCREEN
5538,enter,TABLE
5763,quit,TABLE
6003,release,BLOCK
