timestamp,event,device
0,enter,TABLE
290,quit,TABLE
611,enter,SCREEN
922,quit,SCREEN
923,enter,TABLE
932,quit,TABLE
933,enter,SCREEN
971,quit,SCREEN
972,enter,TABLE
985,quit,TABLE
986,enter,SCREEN
1024,quit,SCREEN
1025,enter,TABLE
1032,quit,TABLE
1033,enter,SCREEN
1231,quit,SCREEN
1232,enter,TABLE
1232,quit,TABLE
1233,enter,SCREEN
1444,quit,SCREEN
1445,enter,TABLE
1453,quit,TABLE
1454,enter,SCREEN
1606,quit,SCREEN
1607,enter,TABLE
1657,quit,TABLE
1658,enter,SCREEN
1674,quit,SCREEN
1675,enter,TABLE
1707,quit,TABLE
1708,enter,SCREEN
1768,quit,SCREEN
1769,enter,TABLE
1777,quit,TABLE
1778,enter,SCREEN
2040,quit,SCREEN
2041,enter,TABLE
2044,quit,TABLE
2045,enter,SCREEN
2223,quit,SCREEN
2224,enter,TABLE
2233,quit,TABLE
2234,enter,SCREEN
3570,quit,SCREEN
3703,enter,TABLE
4189,quit,TABLE
4217,enter,TABLE
4380,quit,TABLE
4513,enter,SCREEN
5222,quit,SCREEN
5302,grasp,BLOCK
5305,enter,TABLE
5387,quit,TABLE
5435,enter,TABLE
5697,quit,TABLE
5709,enter,TABLE
6003,quit,TABLE
6085,enter,TABLE
6146,quit,TABLE
6307,enter,SCREEN
6958,quit,SCREEN
6959,enter,TABLE
6989,quit,TABLE
6990,enter,SCREEN
7185,quit,SCREEN
7186,enter,TABLE
7193,quit,TABLE
7194,enter,SCREEN
7641,quit,SCREEN
7642,enter,TABLE
7648,quit,TABLE
7649,enter,SCREEN
7705,quit,SCREEN
7706,enter,TABLE
7722,quit,TABLE
7723,enter,SCREEN
7964,quit,SCREEN
8110,enter,TABLE
8223,quit,TABLE
8339,enter,TABLE
10694,release,BLOCK
10754,quit,TABLE
