timestamp,event,device
339,enter,TABLE
541,quit,TABLE
1221,enter,SCREEN
1612,quit,SCREEN
1613,enter,TABLE
1620,quit,TABLE
1621,enter,SCREEN
1644,quit,SCREEN
1645,enter,TABLE
1653,quit,TABLE
1654,enter,SCREEN
1987,quit,SCREEN
1988,enter,TABLE
2021,quit,TABLE
2022,enter,SCREEN
2037,quit,SCREEN
2038,enter,TABLE
2039,quit,TABLE
2040,enter,SCREEN
2083,quit,SCREEN
2084,enter,TABLE
2086,quit,TABLE
2087,enter,SCREEN
2101,quit,SCREEN
2102,enter,TABLE
2109,quit,TABLE
2110,enter,SCREEN
2277,quit,SCREEN
2278,enter,TABLE
2311,quit,TABLE
2312,enter,SCREEN
2347,quit,SCREEN
2348,enter,TABLE
2352,quit,TABLE
2353,enter,SCREEN
2391,quit,SCREEN
2392,enter,TABLE
2397,quit,TABLE
2398,enter,SCREEN
2746,quit,SCREEN
2747,enter,TABLE
2753,quit,TABLE
2754,enter,SCREEN
3139,quit,SCREEN
3140,enter,TABLE
3141,quit,TABLE
3142,enter,SCREEN
3478,quit,SCREEN
3987,enter,TABLE
5073,grasp,BLOCK
5313,quit,TABLE
5538,enter,TABLE
5607,quit,TABLE
5654,enter,SCREEN
6349,quit,SCREEN
6465,enter,TABLE
7425,quit,TABLE
7439,enter,TABLE
7501,quit,TABLE
7561,enter,SCREEN
8490,quit,SCREEN
8649,enter,SCREEN
8715,quit,SCREEN
8799,enter,TABLE
9956,quit,TABLE
10031,release,BLOCK
