timestamp,event,device
0,enter,SCREEN
77,quit,SCREEN
704,enter,TABLE
766,quit,TABLE
1026,enter,SCREEN
1137,quit,SCREEN
1197,enter,SCREEN
2679,quit,SCREEN
2787,enter,TABLE
2845,quit,TABLE
2846,enter,SCREEN
2964,quit,SCREEN
2965,enter,TABLE
3164,quit,TABLE
3164,enter,SCREEN
3228,quit,SCREEN
3294,enter,SCREEN
3681,quit,SCREEN
3817,grasp,BLOCK
4011,enter,TABLE
4079,quit,TABLE
4207,enter,TABLE
4340,quit,TABLE
4543,enter,TABLE
4605,quit,TABLE
4727,enter,TABLE
4916,quit,TABLE
4975,enter,TABLE
5099,quit,TABLE
5218,enter,TABLE
5511,quit,TABLE
5571,release,BLOCK
