timestamp,event,device
0,enter,TABLE
89,quit,TABLE
248,enter,TABLE
493,quit,TABLE
749,enter,TABLE
855,quit,TABLE
856,enter,SCREEN
1022,quit,SCREEN
1023,enter,TABLE
1134,quit,TABLE
1135,enter,SCREEN
1254,quit,SCREEN
1255,enter,TABLE
1317,quit,TABLE
1317,enter,SCREEN
1541,quit,SCREEN
1600,enter,SCREEN
1758,quit,SCREEN
1861,enter,TABLE
2349,quit,TABLE
2350,enter,SCREEN
3090,grasp,BLOCK
3139,quit,SCREEN
3232,enter,TABLE
4247,quit,TABLE
4414,enter,SCREEN
4841,quit,SCREEN
5015,enter,TABLE
6405,release,BLOCK
6465,quit,TABLE
