timestamp,event,device
35,enter,TABLE
148,quit,TABLE
393,enter,TABLE
442,quit,TABLE
443,enter,SCREEN
443,quit,SCREEN
444,enter,TABLE
449,quit,TABLE
450,enter,SCREEN
474,quit,SCREEN
475,enter,TABLE
482,quit,TABLE
483,enter,SCREEN
507,quit,SCREEN
508,enter,TABLE
516,quit,TABLE
517,enter,SCREEN
540,quit,SCREEN
541,enter,TABLE
549,quit,TABLE
550,enter,SCREEN
1062,quit,SCREEN
1316,enter,TABLE
1860,grasp,BLOCK
2711,quit,TABLE
2876,enter,SCREEN
3358,quit,SCREEN
4858,enter,TABLE
5297,release,BLOCK
5357,quit,TABLE
