row,non_zero_column
0,[]
1,[]
2,[]
3,[]
4,[]
5,[]
6,[]
7,[]
8,[113]
9,[]
10,[]
11,[]
12,[]
13,[]
14,[]
15,[]
16,[]
17,[]
18,[110]
19,[217]
20,[]
21,[]
22,[220]
23,"[208, 220]"
24,"[217, 221]"
25,"[204, 217]"
26,[217]
27,"[162, 215]"
28,[214]
29,[]
30,"[188, 216, 221]"
31,[129]
32,[210]
33,[170]
34,[217]
35,"[135, 217, 225]"
36,[]
37,"[133, 200]"
38,[]
39,[121]
40,[]
41,[]
42,[]
43,[202]
44,"[134, 169]"
45,[]
46,[204]
47,"[141, 144]"
48,[]
49,[145]
50,[]
51,[]
52,[]
53,[]
54,[138]
55,[]
56,[97]
57,[]
58,[]
59,[]
60,[]
61,[68]
62,[]
63,[]
64,[50]
65,[]
66,[]
67,[296]
68,[]
69,[218]
70,[]
71,[]
72,[]
73,[]
74,[213]
75,[161]
76,[179]
77,[]
78,"[175, 186]"
79,[290]
80,[250]
81,[45]
82,[54]
83,"[44, 49, 213]"
84,[]
85,[]
86,[209]
87,[204]
88,[]
89,[]
90,[222]
91,[]
92,[207]
93,[206]
94,[]
95,[]
96,[56]
97,[]
98,[]
99,[]
100,[80]
101,"[61, 78]"
102,[170]
103,[82]
104,"[89, 184]"
105,[82]
106,[]
107,[]
108,[245]
109,[80]
110,[]
111,[]
112,[]
113,[]
114,"[46, 63, 67]"
115,[46]
116,"[50, 69, 70]"
117,"[50, 67, 74]"
118,"[44, 47, 61, 68]"
119,"[47, 126]"
120,"[48, 49, 68, 72, 130]"
121,"[127, 129]"
122,"[88, 115, 141]"
123,[130]
124,"[127, 129, 136, 142]"
125,"[131, 142]"
126,[141]
127,[56]
128,"[47, 66, 136]"
129,"[61, 69]"
130,"[58, 111, 159]"
131,[]
132,[133]
133,"[37, 49, 54, 132]"
134,[31]
135,"[29, 31, 73]"
136,[40]
137,[165]
138,[123]
139,[48]
140,[]
141,[199]
142,"[55, 77]"
143,[48]
144,[168]
145,[]
146,"[51, 57, 59]"
147,[54]
148,"[49, 61]"
149,[]
150,[]
151,[52]
152,"[51, 58]"
153,"[51, 127, 151]"
154,[188]
155,[87]
156,"[146, 237]"
157,[]
158,[80]
159,[]
160,[]
161,[80]
162,[85]
163,[196]
164,[72]
165,[]
166,[49]
167,[]
168,[]
169,[]
170,[]
171,[]
172,[198]
173,[228]
174,[]
175,[]
176,[154]
177,[]
178,[]
179,[]
180,[197]
181,[]
182,[154]
183,[87]
184,[83]
185,[]
186,[]
187,[203]
188,[200]
189,[]
190,[207]
191,[]
192,[]
193,"[196, 224]"
194,[]
195,[]
196,[]
197,[191]
198,[]
199,[]
200,[181]
201,[]
202,[364]
203,[]
204,[]
205,[]
206,[]
207,[]
208,"[218, 239]"
209,[]
210,[]
211,[181]
212,[]
213,[]
214,[]
215,[]
216,[]
217,[]
218,[]
219,[]
220,[]
221,[167]
222,[]
223,[]
224,[]
225,[]
226,[]
227,[376]
228,[360]
229,[]
230,[]
231,[]
232,[]
233,[]
234,[226]
235,[]
236,[308]
237,[59]
238,[]
239,[]
240,[]
241,[]
242,[]
243,"[300, 359]"
244,[]
245,[]
246,[]
247,[303]
248,[]
249,[]
250,[]
251,[]
252,[]
253,[]
254,[]
255,[]
256,[]
257,[]
258,[317]
259,[]
260,"[328, 362]"
261,[]
262,[]
263,[]
264,[]
265,[]
266,[]
267,[]
268,[]
269,[328]
270,[]
271,"[234, 355]"
272,[]
273,"[322, 328]"
274,[]
275,[]
276,"[309, 325, 327]"
277,[]
278,[]
279,[324]
280,"[331, 359]"
281,"[309, 313]"
282,[]
283,"[326, 357]"
284,[373]
285,[327]
286,[]
287,[114]
288,[]
289,"[326, 327]"
290,[]
291,[351]
292,[322]
293,[]
294,[]
295,[298]
296,[]
297,[]
298,[333]
299,[]
300,[341]
301,[]
302,[]
303,[]
304,[]
305,[]
306,[]
307,[263]
308,[]
309,[]
310,[344]
311,[]
312,[]
313,[]
314,"[300, 308]"
315,"[312, 372]"
316,[]
317,[]
318,[]
319,"[298, 315]"
320,[301]
321,[291]
322,[]
323,[281]
324,[]
325,[]
326,"[56, 277]"
327,[]
328,[]
329,"[227, 283]"
330,[305]
331,[]
332,[289]
333,[158]
334,[]
335,[311]
336,[]
337,[]
338,[]
339,[]
340,[]
341,[]
342,"[150, 162]"
343,[]
344,[]
345,[]
346,[99]
347,"[273, 295]"
348,[165]
349,[]
350,[]
351,[229]
352,[]
353,[281]
354,[]
355,"[120, 301]"
356,[]
357,"[95, 274]"
358,[114]
359,"[109, 118, 119, 120, 122, 151]"
360,"[116, 118, 119, 129, 157]"
361,"[117, 119]"
362,"[113, 119, 120]"
363,"[118, 371, 375]"
364,"[117, 119, 121, 122, 127, 128, 139, 215, 347]"
365,"[113, 120, 121, 122, 127, 135, 145, 215, 247]"
366,"[117, 119, 122, 128, 129, 133]"
367,"[120, 122, 128, 145]"
368,"[117, 122, 123, 373]"
369,"[122, 123, 135, 143, 150]"
370,"[120, 142, 143, 144, 372]"
371,"[111, 136, 243]"
372,"[115, 126, 132, 133, 141, 143, 376]"
373,"[110, 117, 127, 128, 129, 131, 132, 137, 141]"
374,"[128, 132, 134, 137, 138, 139, 142]"
375,"[116, 126, 128, 130, 133, 138]"
376,"[120, 129, 132, 135, 136, 137]"
377,"[128, 138]"
378,"[72, 128, 136, 137, 139, 376]"
379,[]
