device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
13799642459,13777120055,"(0.5105454921722412, 0.3227963149547577)","(3.877836227416992, 148.45370483398438, 45.98680114746094)",1,5.3380889892578125,1,"(-142.42025756835938, -57.05378723144531, 917.1007080078125)","(0.7164663672447205, 0.5956765413284302, 1.0596907138824463)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706706888186,0.5105454921722412,0.3227963149547577
13799653562,13777131156,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-141.05174255371094, -58.82460021972656, 917.1378784179688)","(0.7143577337265015, 0.5993596911430359, 1.0595674514770508)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706706888198
13799664665,13777142256,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-141.05555725097656, -58.82954406738281, 917.1376953125)","(0.7143637537956238, 0.5993698835372925, 1.059569001197815)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706706888209
13799675768,13777153355,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-141.05938720703125, -58.8344841003418, 917.1376342773438)","(0.7143698334693909, 0.5993800163269043, 1.059570550918579)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706706888220
13799686871,13777164454,"(0.5167229771614075, 0.3024590015411377)","(6.1488142013549805, 152.40553283691406, 47.425193786621094)",1,5.3870849609375,1,"(-141.01205444335938, -57.406803131103516, 917.244873046875)","(0.7142518758773804, 0.5964151620864868, 1.0595893859863281)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706706888260,0.5167229771614075,0.3024590015411377
13799697974,13777175553,"(0.5167229771614075, 0.3024590015411377)","(6.1488142013549805, 152.40553283691406, 47.425193786621094)",1,5.3870849609375,1,"(-141.01585388183594, -57.41173553466797, 917.2447509765625)","(0.7142578959465027, 0.5964252352714539, 1.0595909357070923)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706706888260,0.5167229771614075,0.3024590015411377
13799709077,13777186655,"(0.5167229771614075, 0.3024590015411377)","(6.1488142013549805, 152.40553283691406, 47.425193786621094)",1,5.3870849609375,1,"(-141.01966857910156, -57.416664123535156, 917.24462890625)","(0.714263916015625, 0.5964354276657104, 1.059592366218567)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706706888261,0.5167229771614075,0.3024590015411377
13799720181,13777197759,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-141.4956817626953, -56.87306594848633, 917.2147827148438)","(0.7150022983551025, 0.5953061580657959, 1.059611201286316)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706706888264
13799731284,13777208861,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-141.49948120117188, -56.877986907958984, 917.214599609375)","(0.7150082588195801, 0.5953162312507629, 1.0596126317977905)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706706888276
13799742387,13777219964,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-141.50328063964844, -56.882904052734375, 917.2144775390625)","(0.7150142192840576, 0.5953263640403748, 1.0596143007278442)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706706888287
13799753490,13777231066,"(0.5092320442199707, 0.3099738359451294)","(3.3950061798095703, 150.94528198242188, 46.8936882019043)",1,5.4971466064453125,1,"(-144.57835388183594, -57.083431243896484, 916.72607421875)","(0.7199066281318665, 0.5957439541816711, 1.0596215724945068)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706706888298,0.5092320442199707,0.3099738359451294
13799764593,13777242168,"(0.5092320442199707, 0.3099738359451294)","(3.3950061798095703, 150.94528198242188, 46.8936882019043)",1,5.4971466064453125,1,"(-144.5821533203125, -57.088340759277344, 916.7259521484375)","(0.7199127078056335, 0.5957540273666382, 1.059623122215271)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706706888309,0.5092320442199707,0.3099738359451294
13799775696,13777253271,"(0.5092320442199707, 0.3099738359451294)","(3.3950061798095703, 150.94528198242188, 46.8936882019043)",1,5.4971466064453125,1,"(-144.58592224121094, -57.09324645996094, 916.725830078125)","(0.7199186086654663, 0.59576416015625, 1.0596246719360352)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706706888320,0.5092320442199707,0.3099738359451294
13799786799,13777264373,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-146.0230255126953, -57.69594192504883, 916.4202880859375)","(0.7222326993942261, 0.597022533416748, 1.059545874595642)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-89.31578826904297, -68.84418487548828, 924.5014038085938)","(0.6331257820129395, 0.6199411153793335, 1.0627074241638184)",1,1706706888332
13799797902,13777275476,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-146.720703125, -58.05135726928711, 916.2793579101562)","(0.7233557105064392, 0.5977628231048584, 1.0595319271087646)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-90.01673889160156, -69.19847106933594, 924.4088134765625)","(0.6342231631278992, 0.6206686496734619, 1.0627108812332153)",1,1706706888343
13799809006,13777286579,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-146.7628936767578, -58.10476303100586, 916.270263671875)","(0.7234241962432861, 0.5978736877441406, 1.0595340728759766)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-90.0516357421875, -69.2420883178711, 924.403076171875)","(0.6342783570289612, 0.6207582950592041, 1.0627129077911377)",1,1706706888354
13799820109,13777297682,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-144.79884338378906, -58.51783752441406, 917.2261352539062)","(0.7201448678970337, 0.5986427068710327, 1.060854434967041)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-88.36219024658203, -69.6033935546875, 925.2036743164062)","(0.6315646767616272, 0.6214092969894409, 1.0640324354171753)",1,1706706888366
13799831212,13777308784,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-144.74424743652344, -58.82147216796875, 917.2113037109375)","(0.7200677394866943, 0.5992735028266907, 1.0608464479446411)",1,"(0.517498254776001, 0.46349644660949707)","(6.433816432952881, 121.1135482788086, 36.035884857177734)",1,4.29510498046875,1,"(-88.55824279785156, -69.78726196289062, 925.1560668945312)","(0.6318756937980652, 0.6217896938323975, 1.0640027523040771)",1,1706706888377,0.517498254776001,0.46349644660949707
13799842315,13777319887,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-145.1415252685547, -59.4942741394043, 917.0921630859375)","(0.7207222580909729, 0.6006726622581482, 1.0608210563659668)",1,"(0.517498254776001, 0.46349644660949707)","(6.433816432952881, 121.1135482788086, 36.035884857177734)",1,4.29510498046875,1,"(-88.94953918457031, -70.43701171875, 925.0692138671875)","(0.632499098777771, 0.6231275200843811, 1.064002513885498)",1,1706706888408,0.517498254776001,0.46349644660949707
13799853418,13777330989,"(0.45318612456321716, 0.28489670157432556)","(-17.208532333374023, 155.81814575195312, 48.66727828979492)",1,5.6427764892578125,1,"(-144.09881591796875, -57.888572692871094, 917.2832641601562)","(0.7190366983413696, 0.5973476767539978, 1.0606708526611328)",1,"(0.517498254776001, 0.46349644660949707)","(6.433816432952881, 121.1135482788086, 36.035884857177734)",1,4.29510498046875,1,"(-87.83277130126953, -68.49250793457031, 925.1572265625)","(0.6307424306869507, 0.6191492676734924, 1.0636756420135498)",1,1706706888408,0.49,0.37
13799864521,13777342096,"(0.45318612456321716, 0.28489670157432556)","(-17.208532333374023, 155.81814575195312, 48.66727828979492)",1,5.6427764892578125,1,"(-145.3441619873047, -57.90861892700195, 920.3870239257812)","(0.7202057838439941, 0.5969709753990173, 1.0671803951263428)",1,"(-0.09141810983419418, 0.7514739036560059)","(-217.41513061523438, 65.1552734375, 15.668752670288086)",1,1.6991424560546875,1,"(-88.77387237548828, -68.18006896972656, 928.3155517578125)","(0.6317178010940552, 0.6180213689804077, 1.0700792074203491)",1,1706706888411,0.18,0.52
13799875624,13777353203,"(0.45318612456321716, 0.28489670157432556)","(-17.208532333374023, 155.81814575195312, 48.66727828979492)",1,5.6427764892578125,1,"(-145.3480224609375, -57.91317367553711, 920.3868408203125)","(0.7202118635177612, 0.5969803333282471, 1.0671817064285278)",1,"(-0.09141810983419418, 0.7514739036560059)","(-217.41513061523438, 65.1552734375, 15.668752670288086)",1,1.6991424560546875,1,"(-88.77001190185547, -68.17552185058594, 928.3157348632812)","(0.6317118406295776, 0.6180121898651123, 1.0700782537460327)",1,1706706888425,0.18,0.52
13799886727,13777364310,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-144.73696899414062, -58.65390396118164, 920.3976440429688)","(0.7192743420600891, 0.5985168218612671, 1.0671055316925049)",1,"(0.4559851586818695, 0.45449098944664)","(-16.179519653320312, 122.86344146728516, 36.67280960083008)",1,3.995361328125,1,"(-88.1810073852539, -68.64063262939453, 928.2744750976562)","(0.6308214664459229, 0.6189795136451721, 1.0699528455734253)",1,1706706888433,0.4559851586818695,0.45449098944664
13799897831,13777375419,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-145.83006286621094, -60.084381103515625, 920.107177734375)","(0.7210542559623718, 0.6014817953109741, 1.0670552253723145)",1,"(0.48425376415252686, 0.4391544461250305)","(-5.787469387054443, 125.84355926513672, 37.757484436035156)",1,4.1139373779296875,1,"(-89.27249908447266, -70.03853607177734, 928.0667724609375)","(0.6325438618659973, 0.6218463182449341, 1.0699549913406372)",1,1706706888443,0.48425376415252686,0.4391544461250305
13799908934,13777386525,"(0.5304534435272217, 0.3242225646972656)","(11.196393966674805, 148.17652893066406, 45.88596725463867)",1,5.40411376953125,1,"(-146.05596923828125, -58.92768478393555, 918.8339233398438)","(0.7217023968696594, 0.5992578864097595, 1.0644683837890625)",1,"(0.48425376415252686, 0.4391544461250305)","(-5.787469387054443, 125.84355926513672, 37.757484436035156)",1,4.1139373779296875,1,"(-89.53753662109375, -68.86241149902344, 926.8008422851562)","(0.6331231594085693, 0.6196280121803284, 1.0673177242279053)",1,1706706888454,0.51,0.38
13799920037,13777397628,"(0.4530180096626282, 0.30905354022979736)","(-17.270320892333984, 151.12411499023438, 46.958770751953125)",1,5.715484619140625,1,"(-145.7934112548828, -58.82935333251953, 923.653564453125)","(0.7201125621795654, 0.5984407663345337, 1.0738757848739624)",1,"(0.47217997908592224, 0.46390193700790405)","(-10.226021766662598, 121.03479766845703, 36.00713348388672)",1,4.14453125,1,"(-89.09642028808594, -68.4720687866211, 931.55712890625)","(0.6317377686500549, 0.6181309223175049, 1.0766196250915527)",1,1706706888466,0.46,0.39
13799931140,13777408731,"(0.4530180096626282, 0.30905354022979736)","(-17.270320892333984, 151.12411499023438, 46.958770751953125)",1,5.715484619140625,1,"(-145.98837280273438, -58.11988830566406, 922.7532348632812)","(0.720623791217804, 0.5970941185951233, 1.0720727443695068)",1,"(0.4675848186016083, 0.47858503460884094)","(-11.915287971496582, 118.1816635131836, 34.96866989135742)",1,4.1798248291015625,1,"(-89.32554626464844, -67.73069763183594, 930.66357421875)","(0.6322096586227417, 0.6167482733726501, 1.0747812986373901)",1,1706706888477,0.46,0.39
