timestamp,event,device
0,enter,TABLE
66,quit,TABLE
131,enter,SCREEN
198,quit,SCREEN
541,enter,TABLE
653,quit,TABLE
713,enter,TABLE
772,quit,TABLE
773,enter,SCREEN
962,quit,SCREEN
963,enter,TABLE
1025,quit,TABLE
1090,enter,SCREEN
1150,quit,SCREEN
1151,enter,TABLE
1277,quit,TABLE
1277,enter,SCREEN
1343,quit,SCREEN
1532,enter,SCREEN
1595,quit,SCREEN
1712,enter,SCREEN
1830,quit,SCREEN
2003,enter,SCREEN
2228,quit,SCREEN
2622,enter,TABLE
2907,quit,TABLE
3216,enter,SCREEN
3359,quit,SCREEN
3495,enter,SCREEN
3559,quit,SCREEN
3624,enter,SCREEN
3690,quit,SCREEN
3752,enter,SCREEN
3931,quit,SCREEN
4133,grasp,BLOCK
4187,enter,TABLE
5603,release,BLOCK
5663,quit,TABLE
