timestamp,event,device
0,enter,TABLE
431,quit,TABLE
521,enter,TABLE
632,quit,TABLE
633,enter,SCREEN
756,quit,SCREEN
757,enter,TABLE
814,quit,TABLE
815,enter,SCREEN
870,quit,SCREEN
871,enter,TABLE
991,quit,TABLE
991,enter,SCREEN
1052,quit,SCREEN
1114,enter,SCREEN
1176,quit,SCREEN
1177,enter,TABLE
1285,quit,TABLE
1390,enter,TABLE
1907,quit,TABLE
1907,enter,SCREEN
1968,quit,SCREEN
2091,enter,SCREEN
2154,grasp,BLOCK
2403,quit,SCREEN
2571,enter,TABLE
3784,release,BLOCK
3844,quit,TABLE
