timestamp,event,device
6,enter,TABLE
881,quit,TABLE
1310,enter,SCREEN
2342,quit,SCREEN
2765,enter,TABLE
2842,quit,TABLE
3005,enter,SCREEN
4346,quit,SCREEN
4632,enter,TABLE
4805,quit,TABLE
4813,enter,SCREEN
4854,quit,SCREEN
4855,enter,TABLE
4888,quit,TABLE
4889,enter,SCREEN
5133,quit,SCREEN
5134,enter,TABLE
5134,quit,TABLE
5135,enter,SCREEN
5148,quit,SCREEN
5149,enter,TABLE
5155,quit,TABLE
5156,enter,SCREEN
5181,quit,SCREEN
5182,enter,TABLE
5188,quit,TABLE
5189,enter,SCREEN
5214,quit,SCREEN
5215,enter,TABLE
5230,quit,TABLE
5231,enter,SCREEN
5299,grasp,BLOCK
5310,quit,SCREEN
5311,enter,TABLE
5311,quit,TABLE
5312,enter,SCREEN
5331,quit,SCREEN
5332,enter,TABLE
5333,quit,TABLE
5334,enter,SCREEN
5486,quit,SCREEN
5487,enter,TABLE
8666,quit,TABLE
8703,enter,TABLE
8898,release,BLOCK
8958,quit,TABLE
