timestamp,event,device
133,enter,TABLE
1169,quit,TABLE
2519,enter,SCREEN
2866,quit,SCREEN
2993,enter,SCREEN
3328,quit,SCREEN
3648,enter,TABLE
3889,quit,TABLE
3939,enter,TABLE
5123,quit,TABLE
6069,enter,TABLE
7474,quit,TABLE
7681,enter,TABLE
7943,quit,TABLE
8717,enter,TABLE
9066,quit,TABLE
9247,enter,SCREEN
9350,quit,SCREEN
9797,enter,SCREEN
9894,quit,SCREEN
10006,enter,TABLE
10307,quit,TABLE
10594,enter,SCREEN
10690,quit,SCREEN
10792,grasp,BLOCK
10940,enter,SCREEN
11035,quit,SCREEN
11184,enter,TABLE
12333,quit,TABLE
12383,enter,TABLE
13130,quit,TABLE
13539,enter,TABLE
13897,quit,TABLE
14016,enter,TABLE
15464,quit,TABLE
15843,enter,TABLE
16494,quit,TABLE
16625,enter,TABLE
16856,release,BLOCK
16916,quit,TABLE
