timestamp,event,device
59,enter,SCREEN
116,quit,SCREEN
117,enter,TABLE
175,quit,TABLE
176,enter,SCREEN
289,quit,SCREEN
347,enter,SCREEN
459,quit,SCREEN
516,enter,SCREEN
740,quit,SCREEN
855,enter,TABLE
963,quit,TABLE
1132,enter,SCREEN
1238,quit,SCREEN
1239,enter,TABLE
1345,quit,TABLE
1454,enter,SCREEN
1558,quit,SCREEN
2061,enter,TABLE
2161,quit,TABLE
2249,enter,TABLE
2372,quit,TABLE
2762,enter,TABLE
2826,quit,TABLE
2826,enter,SCREEN
3008,quit,SCREEN
3379,enter,TABLE
4145,quit,TABLE
4441,enter,SCREEN
4557,grasp,BLOCK
4613,quit,SCREEN
5025,enter,SCREEN
5136,quit,SCREEN
5427,enter,TABLE
6732,quit,TABLE
6857,enter,TABLE
6907,quit,TABLE
6908,enter,SCREEN
7244,quit,SCREEN
7300,enter,SCREEN
7413,quit,SCREEN
7537,release,BLOCK
