device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp
12629147052,431297758466,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175610
12629158155,431297769570,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175621
12629169258,431297780677,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175632
12629180361,431297791784,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175673
12629191464,431297802891,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175674
12629202567,431297813998,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175674
12629213670,431297825103,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175677
12629224774,431297836208,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175690
12629235877,431297847312,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175698
12629246980,431297858416,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175709
12629258083,431297869519,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175720
12629269186,431297880623,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175731
12629280289,431297891727,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175743
12629291392,431297902831,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175754
12629302495,431297913935,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175765
12629313599,431297925040,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175777
12629324702,431297936143,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175787
12629335805,431297947247,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175821
12629346908,431297958351,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175821
12629358011,431297969454,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175822
12629369114,431297980556,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175839
12629380217,431297991657,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175843
12629391320,431298002758,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175853
12629402424,431298013860,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175864
12629413527,431298024964,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175876
12629424630,431298036067,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175887
12629435733,431298047171,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175898
12629446836,431298058274,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175909
12629457939,431298069378,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175920
12629469042,431298080480,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175932
12629480145,431298091583,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175970
12629491249,431298102686,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175970
12629502352,431298113788,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175970
12629513455,431298124891,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175977
12629524558,431298135994,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175988
12629535661,431298147097,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020175999
12629546764,431298158201,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020176010
12629557867,431298169304,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020176020
12629568970,431298180407,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-40.49601745605469, 54.71870422363281, 818.31640625)","(0.5642812252044678, 0.3525807559490204, 0.8422859907150269)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020176032
12629580074,431298191512,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-40.42622756958008, 53.00598907470703, 818.4171752929688)","(0.564177930355072, 0.3565714359283447, 0.8422552347183228)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020176051
12629605697,431298217136,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-40.423702239990234, 52.804744720458984, 818.4268798828125)","(0.5641759037971497, 0.35703983902931213, 0.8422484397888184)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020176067
12629616800,431298228239,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-40.42368698120117, 52.78079605102539, 818.4275512695312)","(0.5641762018203735, 0.35709547996520996, 0.8422467112541199)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020176077
12629627903,431298239342,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-40.42367935180664, 52.777915954589844, 818.4273681640625)","(0.5641762018203735, 0.3571021258831024, 0.8422459959983826)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020176088
12629639006,431298250446,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-40.42366027832031, 52.77755355834961, 818.427001953125)","(0.5641762018203735, 0.3571028709411621, 0.8422452211380005)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020176119
12629650110,431298261550,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-44.39847946166992, 55.04872512817383, 818.1156616210938)","(0.5710837244987488, 0.3517002761363983, 0.8423334956169128)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020176119
12629661213,431298272653,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-46.68344497680664, 56.44894790649414, 817.914794921875)","(0.5750576853752136, 0.34836941957473755, 0.8423769474029541)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706020176121
12629672316,431298283757,"(0.5680474042892456, 0.6108382344245911)","(25.016633987426758, 92.48287963867188, 25.61512565612793)",1,5.1387481689453125,1,"(-50.970916748046875, 57.671897888183594, 817.6580200195312)","(0.5825287699699402, 0.34539663791656494, 0.8425452709197998)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(0.5466405749320984, 43.535972595214844, 818.3779296875)","(0.49306002259254456, 0.3794082701206207, 0.8390706777572632)",1,1706020176136,0.5680474042892456,0.6108382344245911
12629683419,431298294860,"(0.5680474042892456, 0.6108382344245911)","(25.016633987426758, 92.48287963867188, 25.61512565612793)",1,5.1387481689453125,1,"(-52.4588508605957, 59.45516586303711, 817.5186767578125)","(0.585107147693634, 0.34119999408721924, 0.8427096009254456)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-1.2017275094985962, 44.53010177612305, 818.258056640625)","(0.4960854947566986, 0.3770497143268585, 0.8389394283294678)",1,1706020176144,0.5680474042892456,0.6108382344245911
12629694522,431298305963,"(0.5680474042892456, 0.6108382344245911)","(25.016633987426758, 92.48287963867188, 25.61512565612793)",1,5.1387481689453125,1,"(-53.71564865112305, 57.58557891845703, 817.5370483398438)","(0.5873225927352905, 0.3455185294151306, 0.8426421880722046)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-2.457714319229126, 42.62812805175781, 818.3885498046875)","(0.49830034375190735, 0.3814515769481659, 0.8390034437179565)",1,1706020176156,0.5680474042892456,0.6108382344245911
12629705625,431298317066,"(0.573305606842041, 0.5983011722564697)","(26.94961929321289, 94.91902160644531, 26.501802444458008)",1,5.085418701171875,1,"(-54.736202239990234, 61.57011413574219, 816.8794555664062)","(0.5891139507293701, 0.33612626791000366, 0.8420462608337402)",1,"(0.587360680103302, 0.6366769075393677)","(32.11652755737305, 87.46207427978516, 23.787649154663086)",1,4.5421905517578125,1,"(-3.5848703384399414, 45.520179748535156, 817.66015625)","(0.5002196431159973, 0.37462446093559265, 0.8378681540489197)",1,1706020176168,0.58,0.62
12629716728,431298328169,"(0.573305606842041, 0.5983011722564697)","(26.94961929321289, 94.91902160644531, 26.501802444458008)",1,5.085418701171875,1,"(-56.68791198730469, 62.271976470947266, 816.8372802734375)","(0.5925095677375793, 0.3344455361366272, 0.8423330187797546)",1,"(0.587360680103302, 0.6366769075393677)","(32.11652755737305, 87.46207427978516, 23.787649154663086)",1,4.5421905517578125,1,"(-5.932098388671875, 45.83147430419922, 817.7023315429688)","(0.504300594329834, 0.3738571107387543, 0.8380144238471985)",1,1706020176178,0.58,0.62
12629727831,431298339272,"(0.573305606842041, 0.5983011722564697)","(26.94961929321289, 94.91902160644531, 26.501802444458008)",1,5.085418701171875,1,"(-56.69552993774414, 62.265663146972656, 816.8366088867188)","(0.5925230383872986, 0.33445990085601807, 0.8423317670822144)",1,"(0.587360680103302, 0.6366769075393677)","(32.11652755737305, 87.46207427978516, 23.787649154663086)",1,4.5421905517578125,1,"(-5.924476623535156, 45.83778762817383, 817.7030029296875)","(0.5042872428894043, 0.37384268641471863, 0.8380163311958313)",1,1706020176189,0.58,0.62
12629738935,431298350377,"(0.5722007155418396, 0.6210321187973022)","(26.54347038269043, 90.50208282470703, 24.89415168762207)",1,5.0584716796875,1,"(-57.7652587890625, 63.514984130859375, 819.87841796875)","(0.5939981937408447, 0.33208519220352173, 0.8487226366996765)",1,"(0.5955012440681458, 0.6471840143203735)","(35.10914993286133, 85.42034149169922, 23.04462242126465)",1,4.5156707763671875,1,"(-6.810460567474365, 47.05632781982422, 820.782958984375)","(0.5057685971260071, 0.37140515446662903, 0.8443179726600647)",1,1706020176202,0.58,0.63
12629750038,431298361480,"(0.5722007155418396, 0.6210321187973022)","(26.54347038269043, 90.50208282470703, 24.89415168762207)",1,5.0584716796875,1,"(-58.17161560058594, 62.34800720214844, 819.9075317382812)","(0.5947182774543762, 0.33478450775146484, 0.8486595749855042)",1,"(0.5955012440681458, 0.6471840143203735)","(35.10914993286133, 85.42034149169922, 23.04462242126465)",1,4.5156707763671875,1,"(-7.200674057006836, 45.918216705322266, 820.863037109375)","(0.5064622163772583, 0.37403976917266846, 0.8443558216094971)",1,1706020176212,0.58,0.63
12629761141,431298372583,"(0.5722007155418396, 0.6210321187973022)","(26.54347038269043, 90.50208282470703, 24.89415168762207)",1,5.0584716796875,1,"(-58.17912673950195, 62.34165954589844, 819.9067993164062)","(0.5947314500808716, 0.3347989320755005, 0.8486582040786743)",1,"(0.5955012440681458, 0.6471840143203735)","(35.10914993286133, 85.42034149169922, 23.04462242126465)",1,4.5156707763671875,1,"(-7.193161487579346, 45.924564361572266, 820.86376953125)","(0.5064491033554077, 0.3740253150463104, 0.8443577885627747)",1,1706020176223,0.58,0.63
12629772244,431298383687,"(0.5682891011238098, 0.6082926988601685)","(25.105470657348633, 92.97750091552734, 25.795204162597656)",1,5.0647125244140625,1,"(-60.372711181640625, 64.24036407470703, 822.3837280273438)","(0.5981982946395874, 0.3308068811893463, 0.8541906476020813)",1,"(0.5870906710624695, 0.6414111256599426)","(32.01726531982422, 86.5421371459961, 23.45282745361328)",1,4.51617431640625,1,"(-9.105562210083008, 48.04215621948242, 823.4525756835938)","(0.5096847414970398, 0.36943694949150085, 0.8498061299324036)",1,1706020176255,0.58,0.62
12629783347,431298394790,"(0.5682891011238098, 0.6082926988601685)","(25.105470657348633, 92.97750091552734, 25.795204162597656)",1,5.0647125244140625,1,"(-61.114200592041016, 64.37688446044922, 825.0569458007812)","(0.5991402864456177, 0.33096176385879517, 0.8596363663673401)",1,"(0.5895636081695557, 0.6368770003318787)","(32.926368713378906, 87.4231948852539, 23.773502349853516)",1,4.501617431640625,1,"(-9.636539459228516, 48.43641662597656, 826.1837158203125)","(0.5105438828468323, 0.3688865005970001, 0.8553168773651123)",1,1706020176256,0.58,0.62
12629794450,431298405893,"(0.5682891011238098, 0.6082926988601685)","(25.105470657348633, 92.97750091552734, 25.795204162597656)",1,5.0647125244140625,1,"(-61.12139892578125, 64.37065124511719, 825.05615234375)","(0.5991528630256653, 0.33097583055496216, 0.8596348762512207)",1,"(0.5895636081695557, 0.6368770003318787)","(32.926368713378906, 87.4231948852539, 23.773502349853516)",1,4.501617431640625,1,"(-9.629345893859863, 48.44265365600586, 826.1845092773438)","(0.5105313658714294, 0.36887243390083313, 0.8553189635276794)",1,1706020176257,0.58,0.62
12629805553,431298416995,"(0.5702967047691345, 0.6255157589912415)","(25.843494415283203, 89.63079833984375, 24.577119827270508)",1,5.051177978515625,1,"(-63.085601806640625, 65.099365234375, 827.5028686523438)","(0.602212131023407, 0.32970407605171204, 0.8649068474769592)",1,"(0.5986262559890747, 0.648642897605896)","(36.25797653198242, 85.13690948486328, 22.941370010375977)",1,4.5177154541015625,1,"(-11.273956298828125, 49.435760498046875, 828.7572021484375)","(0.513291597366333, 0.3669089376926422, 0.8606137633323669)",1,1706020176271,0.58,0.64
12629816656,431298428096,"(0.5702967047691345, 0.6255157589912415)","(25.843494415283203, 89.63079833984375, 24.577119827270508)",1,5.051177978515625,1,"(-63.09260177612305, 65.09318542480469, 827.5021362304688)","(0.6022243499755859, 0.3297179341316223, 0.8649055361747742)",1,"(0.5977147817611694, 0.6552042365074158)","(35.92290496826172, 83.8619384765625, 22.477319717407227)",1,4.535064697265625,1,"(-11.266956329345703, 49.44194030761719, 828.7579345703125)","(0.5132794380187988, 0.36689504981040955, 0.8606157302856445)",1,1706020176278,0.58,0.64
12629827760,431298439199,"(0.5716137290000916, 0.6353033781051636)","(26.327667236328125, 87.72891998291016, 23.8848876953125)",1,5.022857666015625,1,"(-64.95966339111328, 64.87344360351562, 827.7926025390625)","(0.6054009199142456, 0.3302356004714966, 0.8657357096672058)",1,"(0.5977147817611694, 0.6552042365074158)","(35.92290496826172, 83.8619384765625, 22.477319717407227)",1,4.535064697265625,1,"(-13.094513893127441, 49.22829818725586, 829.1707763671875)","(0.5164111852645874, 0.3674023151397705, 0.8614681363105774)",1,1706020176289,0.58,0.65
12629838863,431298450300,"(0.5649269819259644, 0.6931245923042297)","(23.8695125579834, 76.49342346191406, 19.795408248901367)",1,4.7145843505859375,1,"(-65.72059631347656, 66.1543960571289, 831.8623046875)","(0.6061421036720276, 0.3280303180217743, 0.8741450309753418)",1,"(0.5804091691970825, 0.9064661860466003)","(29.561019897460938, 35.037994384765625, 4.706888675689697)",1,4.06378173828125,1,"(-13.429020881652832, 50.911285400390625, 833.2890625)","(0.5168491005897522, 0.36411917209625244, 0.869901716709137)",1,1706020176301,0.57,0.8
12629849966,431298461403,"(0.5649269819259644, 0.6931245923042297)","(23.8695125579834, 76.49342346191406, 19.795408248901367)",1,4.7145843505859375,1,"(-65.9122314453125, 64.51979064941406, 831.9443969726562)","(0.6064837574958801, 0.3317723572254181, 0.874083399772644)",1,"(0.5804091691970825, 0.9064661860466003)","(29.561019897460938, 35.037994384765625, 4.706888675689697)",1,4.06378173828125,1,"(-13.451301574707031, 49.403568267822266, 833.4236450195312)","(0.5169070959091187, 0.367572158575058, 0.8699899911880493)",1,1706020176311,0.57,0.8
12629861069,431298472506,"(0.5616418719291687, 0.6729927062988281)","(22.66183853149414, 80.40534973144531, 21.219234466552734)",1,4.7671966552734375,1,"(-67.46865844726562, 63.54311752319336, 831.8032836914062)","(0.6091814041137695, 0.33394405245780945, 0.8739013671875)",1,"(0.5804091691970825, 0.9064661860466003)","(29.561019897460938, 35.037994384765625, 4.706888675689697)",1,4.06378173828125,1,"(-14.706997871398926, 48.66941833496094, 833.4191284179688)","(0.519063413143158, 0.3692176938056946, 0.869937002658844)",1,1706020176322,0.57,0.79
12629872172,431298483610,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-66.79061126708984, 63.066497802734375, 831.8682861328125)","(0.608019232749939, 0.33505770564079285, 0.8738497495651245)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-13.291019439697266, 48.44307327270508, 833.4762573242188)","(0.5166468620300293, 0.3697705566883087, 0.8699772953987122)",1,1706020176333
12629883275,431298494713,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-66.58714294433594, 63.267608642578125, 831.9072875976562)","(0.6076626777648926, 0.3346097469329834, 0.8739252686500549)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-12.579380989074707, 48.8258171081543, 833.5169677734375)","(0.5154244303703308, 0.3689190149307251, 0.8700811862945557)",1,1706020176344
12629894378,431298505816,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-66.0610122680664, 62.645751953125, 831.9457397460938)","(0.6067665219306946, 0.33604681491851807, 0.8738247156143188)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-11.754619598388672, 48.45590591430664, 833.55078125)","(0.5140208601951599, 0.3697833716869354, 0.8700815439224243)",1,1706020176356
12629905481,431298516918,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-66.85087585449219, 62.60055923461914, 831.8833618164062)","(0.6081273555755615, 0.33612260222435, 0.8738193511962891)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-12.237701416015625, 48.627567291259766, 833.5586547851562)","(0.5148429870605469, 0.3693833351135254, 0.8701309561729431)",1,1706020176367
12629916585,431298528022,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-67.66094970703125, 63.16865921020508, 831.7046508789062)","(0.6095297336578369, 0.3347776234149933, 0.8736796975135803)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-12.764738082885742, 49.28974533081055, 833.4342651367188)","(0.5157358646392822, 0.3678472638130188, 0.8699762225151062)",1,1706020176407
12629927688,431298539124,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-68.2308578491211, 62.143489837646484, 831.677978515625)","(0.6105244755744934, 0.33710163831710815, 0.873565673828125)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-13.076905250549316, 48.51150894165039, 833.4813232421875)","(0.516279935836792, 0.36961984634399414, 0.8699886202812195)",1,1706020176407
