timestamp,event,device
108,enter,TABLE
173,quit,TABLE
594,enter,SCREEN
871,quit,SCREEN
872,enter,TABLE
881,quit,TABLE
882,enter,SCREEN
951,quit,SCREEN
952,enter,TABLE
959,quit,TABLE
960,enter,SCREEN
1064,quit,SCREEN
1065,enter,TABLE
1067,quit,TABLE
1068,enter,SCREEN
1082,quit,SCREEN
1083,enter,TABLE
1084,quit,TABLE
1085,enter,SCREEN
1132,quit,SCREEN
1133,enter,TABLE
1137,quit,TABLE
1138,enter,SCREEN
1146,quit,SCREEN
1147,enter,TABLE
1148,quit,TABLE
1149,enter,SCREEN
1163,quit,SCREEN
1164,enter,TABLE
1200,quit,TABLE
1201,enter,SCREEN
1554,quit,SCREEN
1555,enter,TABLE
1616,quit,TABLE
1747,enter,TABLE
1815,quit,TABLE
1847,enter,TABLE
2378,quit,TABLE
2529,enter,SCREEN
2930,grasp,BLOCK
3191,quit,SCREEN
3224,enter,TABLE
5024,quit,TABLE
5225,release,BLOCK
