timestamp,event,device
7,enter,SCREEN
998,quit,SCREEN
1346,enter,TABLE
1629,quit,TABLE
1867,enter,SCREEN
1923,quit,SCREEN
1924,enter,TABLE
1933,quit,TABLE
1934,enter,SCREEN
1959,quit,SCREEN
1960,enter,TABLE
1994,quit,TABLE
1995,enter,SCREEN
2055,quit,SCREEN
2056,enter,TABLE
2056,quit,TABLE
2057,enter,SCREEN
2085,quit,SCREEN
2086,enter,TABLE
2089,quit,TABLE
2090,enter,SCREEN
2444,quit,SCREEN
2445,enter,TABLE
2449,quit,TABLE
2450,enter,SCREEN
2665,quit,SCREEN
2736,enter,TABLE
2995,quit,TABLE
3092,enter,TABLE
3463,quit,TABLE
3603,enter,SCREEN
4093,grasp,BLOCK
4161,quit,SCREEN
4243,enter,TABLE
5624,quit,TABLE
6034,release,BLOCK
