device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
8235056963,347789049427,"(0.032846007496118546, 0.21999360620975494)","(-171.73333740234375, 168.42974853515625, 53.257572174072266)",1,3.7980804443359375,1,"(-72.32977294921875, 49.02918243408203, 896.2090454101562)","(0.6088774800300598, 0.37512364983558655, 1.000917673110962)",1,"(0.05908069387078285, 0.20571476221084595)","(-162.08900451660156, 171.20436096191406, 54.267391204833984)",1,3.848907470703125,1,"(-11.58360481262207, 34.9207763671875, 898.4076538085938)","(0.5125511288642883, 0.40637198090553284, 0.9983214139938354)",1,1705936668282,0.05,0.21
8311101385,347865094432,"(0.4740232825279236, 0.6499506831169128)","(-9.548384666442871, 84.88275146484375, 22.848886489868164)",1,4.412811279296875,1,"(-7.578669548034668, 32.46671676635742, 828.810791015625)","(0.5072101354598999, 0.40586215257644653, 0.8589621782302856)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744324,0.4740232825279236,0.6499506831169128
8311112489,347865105536,"(0.46828779578208923, 0.6491084694862366)","(-11.656861305236816, 85.04640197753906, 22.908458709716797)",1,4.42041015625,1,"(-7.497372627258301, 32.35897445678711, 827.8840942382812)","(0.5070860385894775, 0.40602752566337585, 0.8571003675460815)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744335,0.46828779578208923,0.6491084694862366
8311123592,347865116639,"(0.46995991468429565, 0.6504318118095398)","(-11.042159080505371, 84.78926849365234, 22.814868927001953)",1,4.436309814453125,1,"(-7.37516450881958, 32.228660583496094, 827.7340698242188)","(0.5068802237510681, 0.406315416097641, 0.8567882180213928)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744347,0.46995991468429565,0.6504318118095398
8311134695,347865127743,"(0.46742525696754456, 0.6571575403213501)","(-11.97396469116211, 83.48236083984375, 22.339187622070312)",1,4.4526519775390625,1,"(-7.209733009338379, 32.199241638183594, 830.8265991210938)","(0.5065519213676453, 0.40666183829307556, 0.8629631400108337)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744358,0.46742525696754456,0.6571575403213501
8311145798,347865138846,"(0.4693949520587921, 0.6642733812332153)","(-11.249860763549805, 82.09962463378906, 21.83599090576172)",1,4.45068359375,1,"(-6.813827037811279, 32.00297164916992, 829.9981689453125)","(0.5058878660202026, 0.4070454239845276, 0.8612857460975647)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744369,0.4693949520587921,0.6642733812332153
8311156901,347865149949,"(0.4704746603965759, 0.6654226779937744)","(-10.852954864501953, 81.87631225585938, 21.754724502563477)",1,4.428192138671875,1,"(-6.438221454620361, 31.879072189331055, 830.17578125)","(0.5052434206008911, 0.4073523283004761, 0.8616251349449158)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744380,0.4704746603965759,0.6654226779937744
8311168004,347865161052,"(0.47185173630714417, 0.6569954752922058)","(-10.346705436706543, 83.51382446289062, 22.350719451904297)",1,4.4134063720703125,1,"(-6.044094562530518, 31.8375301361084, 831.5463256835938)","(0.5045520663261414, 0.407575786113739, 0.8643550872802734)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744415,0.47185173630714417,0.6569954752922058
8311179107,347865172155,"(0.4700738489627838, 0.6561790108680725)","(-11.00025749206543, 83.67251586914062, 22.408411026000977)",1,4.40606689453125,1,"(-5.554141521453857, 31.71040153503418, 830.8327026367188)","(0.5037230849266052, 0.40781399607658386, 0.8629124760627747)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744416,0.4700738489627838,0.6561790108680725
8311190210,347865183258,"(0.4794628620147705, 0.6689867973327637)","(-7.548692226409912, 81.18376159667969, 21.502567291259766)",1,4.4288330078125,1,"(-4.728538513183594, 31.39044761657715, 829.8727416992188)","(0.5023224949836731, 0.4084792733192444, 0.8609593510627747)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744416,0.4794628620147705,0.6689867973327637
8311201314,347865194362,"(0.48694196343421936, 0.6711758375167847)","(-4.799227714538574, 80.7583999633789, 21.34775161743164)",1,4.40325927734375,1,"(-4.88951301574707, 30.57602310180664, 829.8984375)","(0.5026111602783203, 0.41034093499183655, 0.8609517812728882)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744424,0.48694196343421936,0.6711758375167847
8311212417,347865205465,"(0.741012454032898, 0.9989182353019714)","(88.601806640625, 17.073190689086914, -1.8317543268203735)",1,4.424774169921875,1,"(-3.6218273639678955, 29.89446258544922, 829.9266967773438)","(0.5004473924636841, 0.41192877292633057, 0.8609457015991211)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744435,0.741012454032898,0.9989182353019714
8311223520,347865216568,"(0.7693966031074524, 1.0381152629852295)","(99.03633880615234, 9.456639289855957, -4.603956699371338)",1,4.39208984375,1,"(-1.4351723194122314, 29.243099212646484, 829.95361328125)","(0.4967072606086731, 0.4134666919708252, 0.8609398007392883)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744447,0.7693966031074524,1.0381152629852295
8311234623,347865227671,"(0.7693966031074524, 1.0381152629852295)","(99.03633880615234, 9.456639289855957, -4.603956699371338)",1,4.39208984375,1,"(-1.7588697671890259, 30.14170265197754, 829.92529296875)","(0.4972483813762665, 0.4114023447036743, 0.8609486222267151)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744457,0.7693966031074524,1.0381152629852295
8311245726,347865238775,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(1.2088475227355957, 28.314319610595703, 829.9822998046875)","(0.4921874403953552, 0.4156486690044403, 0.8609319925308228)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744468
8311256829,347865249878,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(1.3576046228408813, 28.095699310302734, 829.9887084960938)","(0.4919358193874359, 0.4161522686481476, 0.8609304428100586)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744479
8311267932,347865260981,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(1.3650383949279785, 28.06954574584961, 829.9891967773438)","(0.4919234812259674, 0.416212260723114, 0.8609296679496765)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744490
8311279035,347865272084,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(1.3654104471206665, 28.0664005279541, 829.9888916015625)","(0.49192288517951965, 0.41621944308280945, 0.8609288334846497)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744501
8311290139,347865283188,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(1.3654316663742065, 28.066030502319336, 829.988525390625)","(0.49192288517951965, 0.4162202775478363, 0.8609281182289124)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744512
8311301242,347865294291,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(1.3654184341430664, 28.06597328186035, 829.988037109375)","(0.49192288517951965, 0.41622036695480347, 0.8609271049499512)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744524
8311312345,347865305394,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(2.635899305343628, 28.076587677001953, 829.9840698242188)","(0.4897438883781433, 0.4162224531173706, 0.8609260320663452)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744543
8311323448,347865316497,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(3.7583210468292236, 28.086881637573242, 829.9833984375)","(0.4878188371658325, 0.4162224531173706, 0.8609339594841003)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744565
8311334551,347865327600,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(4.449819087982178, 28.093402862548828, 829.9795532226562)","(0.4866327941417694, 0.4162217676639557, 0.8609336018562317)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744566
8311345654,347865338703,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744567
8311356757,347865349806,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744586
8311379728,347865372778,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744604
8311390831,347865383881,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744616
8311401934,347865394984,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-3.0540847778320312, 16.65546989440918, 823.6087646484375)","(0.49972015619277954, 0.4419257938861847, 0.8475655317306519)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744628
8311413037,347865406087,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-3.1134278774261475, 16.233482360839844, 817.6128540039062)","(0.49986696243286133, 0.4426221549510956, 0.8355597853660583)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744645
8311439252,347865432302,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-3.15893292427063, 16.190664291381836, 817.6130981445312)","(0.49994686245918274, 0.4427206218242645, 0.8355589509010315)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744661
8311450355,347865443405,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-3.1612205505371094, 16.185527801513672, 817.6127319335938)","(0.49995091557502747, 0.44273245334625244, 0.8355581164360046)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744672
8311461458,347865454508,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-3.161316156387329, 16.184904098510742, 817.6124267578125)","(0.4999511241912842, 0.44273388385772705, 0.8355574011802673)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744715
8311472562,347865465612,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-3.1613216400146484, 16.184829711914062, 817.6119995117188)","(0.4999511241912842, 0.442734032869339, 0.8355565071105957)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744715
8311483665,347865476715,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-3.16133713722229, 16.184814453125, 817.6117553710938)","(0.49995115399360657, 0.442734032869339, 0.835556149482727)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744716
8311494768,347865487819,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-3.161327600479126, 16.184803009033203, 817.611328125)","(0.49995115399360657, 0.44273409247398376, 0.8355553150177002)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744716
8311505871,347865498922,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-3.1613292694091797, 16.18479347229004, 817.6109619140625)","(0.49995115399360657, 0.44273409247398376, 0.8355544209480286)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744732
8311516974,347865510025,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744738
8311528077,347865521128,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744755
8311549738,347865542789,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744774
8311560841,347865553892,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744786
8311571944,347865564995,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744798
8311583048,347865576099,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744808
8311594151,347865587202,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744820
8311605254,347865598305,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744831
8311616357,347865609409,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744864
8311627460,347865620512,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(17.679258346557617, 23.198200225830078, 813.8311157226562)","(0.4634137451648712, 0.42664942145347595, 0.8287072777748108)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744864
8311638563,347865631615,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(17.7085018157959, 23.185752868652344, 810.2879028320312)","(0.46322575211524963, 0.42644429206848145, 0.821625828742981)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744872
8311663262,347865656314,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(17.692779541015625, 23.191787719726562, 810.2876586914062)","(0.4632532596588135, 0.42642977833747864, 0.8216251134872437)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744885
8311674365,347865667417,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(17.691991806030273, 23.19248390197754, 810.2872314453125)","(0.4632546305656433, 0.4264281094074249, 0.8216241598129272)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744897
8311685468,347865678520,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(17.691932678222656, 23.192569732666016, 810.2869262695312)","(0.4632547199726105, 0.4264279007911682, 0.8216235637664795)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744908
8311696571,347865689623,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(17.691923141479492, 23.19256591796875, 810.2864379882812)","(0.4632547199726105, 0.4264278709888458, 0.8216226696968079)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744919
8311707674,347865700726,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(17.691926956176758, 23.19255256652832, 810.2860717773438)","(0.4632546603679657, 0.4264278709888458, 0.821621835231781)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744930
8311718778,347865711830,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(17.691904067993164, 23.19254493713379, 810.2857666015625)","(0.4632547199726105, 0.4264278709888458, 0.8216212391853333)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744941
8311729881,347865722933,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(17.69190216064453, 23.192535400390625, 810.2853393554688)","(0.4632547199726105, 0.4264278709888458, 0.8216203451156616)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744952
8311740984,347865734037,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744962
8311752087,347865745140,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936744979
8311773727,347865766780,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745016
8311784831,347865777884,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745017
8311795934,347865788987,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745034
8311807037,347865800090,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745036
8311818140,347865811193,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745049
8311829243,347865822296,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745060
8311840346,347865833399,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745070
8311851449,347865844502,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745082
8311862552,347865855606,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745093
8311873656,347865866710,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745104
8311884759,347865877813,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745115
8311895862,347865888916,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745148
8311906965,347865900019,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745148
8311918068,347865911122,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745148
8311929171,347865922225,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745165
8311940274,347865933328,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745170
8311951377,347865944431,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745182
8311962481,347865955535,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745193
8311973584,347865966638,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745203
8311984687,347865977742,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745214
8311995790,347865988845,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745227
8312006893,347865999948,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745237
8312017996,347866011051,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(74.91911315917969, 23.599029541015625, 807.0454711914062)","(0.36219164729118347, 0.4264918565750122, 0.8217179179191589)",1,1705936745248
8312029099,347866022154,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(74.86022186279297, 23.62982940673828, 807.298583984375)","(0.36233657598495483, 0.42643505334854126, 0.8222126364707947)",1,1705936745275
8312055262,347866048317,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(74.85494232177734, 23.63226890563965, 807.2987670898438)","(0.3623458445072174, 0.42642924189567566, 0.8222121596336365)",1,1705936745299
8312066366,347866059421,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(74.85466766357422, 23.632553100585938, 807.2986450195312)","(0.3623462915420532, 0.42642855644226074, 0.8222119212150574)",1,1705936745299
8312077469,347866070524,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(74.8546371459961, 23.632583618164062, 807.2984619140625)","(0.3623463213443756, 0.4264284670352936, 0.8222114443778992)",1,1705936745300
8312088572,347866081627,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(74.85462951660156, 23.632587432861328, 807.29833984375)","(0.3623463213443756, 0.4264284670352936, 0.8222112059593201)",1,1705936745317
8312099675,347866092731,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(74.8546142578125, 23.632579803466797, 807.2981567382812)","(0.3623463213443756, 0.4264284670352936, 0.8222107887268066)",1,1705936745322
8312110778,347866103834,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(74.85458374023438, 23.632568359375, 807.2979736328125)","(0.3623463809490204, 0.4264284670352936, 0.822210431098938)",1,1705936745334
8312121881,347866114937,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(75.6717758178711, 23.637691497802734, 807.2227172851562)","(0.36089298129081726, 0.42642903327941895, 0.8222126364707947)",1,1705936745343
8312132984,347866126040,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745353
8312144087,347866137143,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745372
8312165738,347866158794,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745396
8312176841,347866169897,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745406
8312187944,347866181000,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1705936745447
