timestamp,event,device
27,enter,SCREEN
374,quit,SCREEN
1350,enter,TABLE
1494,quit,TABLE
1680,enter,SCREEN
1900,quit,SCREEN
1901,enter,TABLE
1925,quit,TABLE
1926,enter,SCREEN
1983,quit,SCREEN
1984,enter,TABLE
1991,quit,TABLE
1992,enter,SCREEN
2001,quit,SCREEN
2002,enter,TABLE
2003,quit,TABLE
2004,enter,SCREEN
2019,quit,SCREEN
2020,enter,TABLE
2025,quit,TABLE
2026,enter,SCREEN
2034,quit,SCREEN
2035,enter,TABLE
2062,quit,TABLE
2063,enter,SCREEN
2110,quit,SCREEN
2111,enter,TABLE
2114,quit,TABLE
2115,enter,SCREEN
2451,quit,SCREEN
2452,enter,TABLE
2458,quit,TABLE
2459,enter,SCREEN
2486,quit,SCREEN
2487,enter,TABLE
2512,quit,TABLE
2513,enter,SCREEN
2845,quit,SCREEN
2846,enter,TABLE
2847,quit,TABLE
2848,enter,SCREEN
3199,quit,SCREEN
3200,enter,TABLE
3279,quit,TABLE
3495,enter,TABLE
3556,quit,TABLE
3932,grasp,BLOCK
4781,enter,SCREEN
5149,quit,SCREEN
5837,release,BLOCK
