device,id,mobile,stationary
NO_DEVICE,0,200.21261337924432,254.8789914970308
NO_DEVICE,1,214.29786807325013,469.49967128691355
NO_DEVICE,2,0.0,0.0
TABLE,0,396.0381411310722,187.86070476935288
TABLE,1,1166.6635580607378,761.9800893270609
TABLE,2,39.250353606789254,17.21488620668949
SCREEN,0,458.7424988380113,617.0819576731428
SCREEN,1,217.182995629495,231.36438075054883
SCREEN,2,4.474304573314474,14.685041734222061
