timestamp,event,device
0,enter,TABLE
126,quit,TABLE
173,enter,TABLE
264,quit,TABLE
397,enter,TABLE
495,quit,TABLE
495,enter,SCREEN
1073,quit,SCREEN
1127,enter,SCREEN
1232,quit,SCREEN
1386,enter,SCREEN
1488,quit,SCREEN
1639,enter,SCREEN
3446,quit,SCREEN
3777,enter,TABLE
4068,quit,TABLE
4282,enter,TABLE
4663,quit,TABLE
4842,enter,SCREEN
6615,quit,SCREEN
7009,enter,TABLE
7082,quit,TABLE
7133,enter,TABLE
7281,quit,TABLE
7281,enter,SCREEN
8159,quit,SCREEN
8329,enter,TABLE
8547,quit,TABLE
8548,enter,SCREEN
8660,quit,SCREEN
8661,enter,TABLE
8998,grasp,BLOCK
9715,quit,TABLE
9769,enter,TABLE
10179,quit,TABLE
10378,enter,SCREEN
10489,quit,SCREEN
10544,enter,SCREEN
10664,quit,SCREEN
10901,enter,TABLE
12129,release,BLOCK
12189,quit,TABLE
