timestamp,event,device
5,enter,TABLE
959,quit,TABLE
1107,enter,SCREEN
2141,quit,SCREEN
2909,enter,TABLE
2956,quit,TABLE
2957,enter,SCREEN
3379,quit,SCREEN
3380,enter,TABLE
3387,quit,TABLE
3388,enter,SCREEN
3785,quit,SCREEN
3786,enter,TABLE
3932,quit,TABLE
4645,enter,TABLE
4709,quit,TABLE
4726,enter,TABLE
4771,quit,TABLE
4772,enter,SCREEN
4823,quit,SCREEN
4824,enter,TABLE
4832,quit,TABLE
4833,enter,SCREEN
4902,quit,SCREEN
4903,enter,TABLE
4936,quit,TABLE
4937,enter,SCREEN
4941,quit,SCREEN
4942,enter,TABLE
4946,quit,TABLE
4947,enter,SCREEN
5033,quit,SCREEN
5034,enter,TABLE
5034,quit,TABLE
5035,enter,SCREEN
5083,quit,SCREEN
5084,enter,TABLE
5088,quit,TABLE
5089,enter,SCREEN
5116,quit,SCREEN
5117,enter,TABLE
5122,quit,TABLE
5123,enter,SCREEN
5212,quit,SCREEN
5213,enter,TABLE
5236,quit,TABLE
5237,enter,SCREEN
5344,quit,SCREEN
5345,enter,TABLE
5345,quit,TABLE
5346,enter,SCREEN
5391,quit,SCREEN
5392,enter,TABLE
5399,quit,TABLE
5400,enter,SCREEN
5427,quit,SCREEN
5428,enter,TABLE
5434,quit,TABLE
5435,enter,SCREEN
5473,quit,SCREEN
5474,enter,TABLE
5478,quit,TABLE
5479,enter,SCREEN
5568,quit,SCREEN
5569,enter,TABLE
5572,quit,TABLE
5573,enter,SCREEN
5702,quit,SCREEN
5703,enter,TABLE
5706,quit,TABLE
5707,enter,SCREEN
5714,quit,SCREEN
5715,enter,TABLE
5724,quit,TABLE
5725,enter,SCREEN
5843,quit,SCREEN
5844,enter,TABLE
5871,quit,TABLE
5872,enter,SCREEN
5876,quit,SCREEN
5877,enter,TABLE
5878,quit,TABLE
5879,enter,SCREEN
6168,quit,SCREEN
6169,enter,TABLE
6172,quit,TABLE
6173,enter,SCREEN
6284,quit,SCREEN
6285,enter,TABLE
6299,quit,TABLE
6300,enter,SCREEN
6396,quit,SCREEN
6397,enter,TABLE
6400,quit,TABLE
6401,enter,SCREEN
6543,quit,SCREEN
6544,enter,TABLE
6544,quit,TABLE
6545,enter,SCREEN
6575,quit,SCREEN
6576,enter,TABLE
6577,quit,TABLE
6578,enter,SCREEN
6738,quit,SCREEN
6739,enter,TABLE
6744,quit,TABLE
6745,enter,SCREEN
6939,quit,SCREEN
7193,enter,TABLE
7256,quit,TABLE
7291,enter,TABLE
7354,quit,TABLE
8311,enter,SCREEN
8902,grasp,BLOCK
9284,quit,SCREEN
10121,enter,TABLE
11633,quit,TABLE
12042,enter,TABLE
12171,quit,TABLE
12213,release,BLOCK
