device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
2567876944,951014333919,"(0.7470923662185669, 0.7624252438545227)","(90.83686828613281, 63.02729034423828, 14.894168853759766)",1,4.4126129150390625,1,"(-86.9802017211914, -63.73302459716797, 765.2892456054688)","(0.6574869155883789, 0.636355996131897, 0.7456973791122437)",1,"(0.743556022644043, 0.760572075843811)","(89.536865234375, 63.38737106323242, 15.025245666503906)",1,4.23516845703125,1,"(-29.37004852294922, -72.30726623535156, 770.463623046875)","(0.550162136554718, 0.657713770866394, 0.7488126158714294)",1,1702368934761,0.75,0.76
2567888047,951014345022,"(0.7450305223464966, 0.7645426988601685)","(90.07889556884766, 62.615814208984375, 14.744443893432617)",1,4.4075775146484375,1,"(-86.97473907470703, -63.71413040161133, 764.9862670898438)","(0.6575408577919006, 0.6363710165023804, 0.7450929880142212)",1,"(0.7449583411216736, 0.7511928677558899)","(90.05240631103516, 65.20987701416016, 15.688604354858398)",1,4.235595703125,1,"(-29.385156631469727, -72.295654296875, 770.1620483398438)","(0.5502115488052368, 0.6577543020248413, 0.7482115626335144)",1,1702368934772,0.74,0.76
2567899150,951014356127,"(0.7433850169181824, 0.7615044713020325)","(89.47398376464844, 63.20619583129883, 14.959304809570312)",1,4.407073974609375,1,"(-86.95944213867188, -63.70671463012695, 764.817626953125)","(0.6575482487678528, 0.6363874077796936, 0.7447543740272522)",1,"(0.745116114616394, 0.7487727999687195)","(90.11041259765625, 65.68013763427734, 15.859761238098145)",1,4.2351837158203125,1,"(-29.38300895690918, -72.29399871826172, 769.9932861328125)","(0.550219714641571, 0.6577890515327454, 0.7478753924369812)",1,1702368934784,0.74,0.76
2567910253,951014367233,"(0.7448839545249939, 0.7620240449905396)","(90.02500915527344, 63.105228424072266, 14.922590255737305)",1,4.4050445556640625,1,"(-86.94341278076172, -63.72367477416992, 764.911376953125)","(0.6574987173080444, 0.6364107131958008, 0.7449392080307007)",1,"(0.7461955547332764, 0.7501444220542908)","(90.50723266601562, 65.41360473632812, 15.762789726257324)",1,4.23394775390625,1,"(-29.36605453491211, -72.31402587890625, 770.0857543945312)","(0.550182044506073, 0.6578174233436584, 0.7480616569519043)",1,1702368934821,0.75,0.76
2567921356,951014378339,"(0.7451047301292419, 0.7542113065719604)","(90.10621643066406, 64.62336730957031, 15.475119590759277)",1,4.406005859375,1,"(-86.95938873291016, -63.701637268066406, 764.650390625)","(0.6575836539268494, 0.6364089250564575, 0.7444223761558533)",1,"(0.7456740736961365, 0.7548325657844543)","(90.31547546386719, 64.50263214111328, 15.431236267089844)",1,4.234832763671875,1,"(-29.39793586730957, -72.29190063476562, 769.8268432617188)","(0.5502592325210571, 0.6578218936920166, 0.7475448250770569)",1,1702368934822,0.75,0.75
2567932459,951014389444,"(0.7456533908843994, 0.7544626593589783)","(90.30789184570312, 64.57453155517578, 15.457340240478516)",1,4.4105987548828125,1,"(-86.94294738769531, -63.67685317993164, 764.4309692382812)","(0.6575993895530701, 0.6363925933837891, 0.7439799904823303)",1,"(0.7455252408981323, 0.7550095319747925)","(90.2607650756836, 64.46825408935547, 15.418719291687012)",1,4.2437286376953125,1,"(-29.395362854003906, -72.26936340332031, 769.6071166992188)","(0.5502699613571167, 0.6578171253204346, 0.7471031546592712)",1,1702368934822,0.75,0.75
2567943562,951014400548,"(0.7438271641731262, 0.755035936832428)","(89.63654327392578, 64.46312713623047, 15.416767120361328)",1,4.4076080322265625,1,"(-86.93445587158203, -63.68950653076172, 764.561279296875)","(0.6575560569763184, 0.6363975405693054, 0.7442382574081421)",1,"(0.7451396584510803, 0.7563187479972839)","(90.11901092529297, 64.2138671875, 15.32609748840332)",1,4.2482757568359375,1,"(-29.38376235961914, -72.28267669677734, 769.7361450195312)","(0.5502394437789917, 0.657820463180542, 0.7473616003990173)",1,1702368934828,0.74,0.76
2567954666,951014411653,"(0.7423070073127747, 0.7558370232582092)","(89.07772827148438, 64.30746459960938, 15.360132217407227)",1,4.399749755859375,1,"(-86.95716094970703, -63.66170883178711, 764.3292846679688)","(0.6576472520828247, 0.636375367641449, 0.7437793016433716)",1,"(0.7447025179862976, 0.7565620541572571)","(89.95832061767578, 64.16659545898438, 15.308817863464355)",1,4.248291015625,1,"(-29.42127227783203, -72.25505065917969, 769.5066528320312)","(0.5503249168395996, 0.6578044295310974, 0.746902585029602)",1,1702368934840,0.74,0.76
2567965769,951014422756,"(0.742451548576355, 0.7573356628417969)","(89.13082122802734, 64.01626586914062, 15.25414752960205)",1,4.396331787109375,1,"(-86.96257019042969, -63.64311981201172, 764.1887817382812)","(0.6576869487762451, 0.6363577842712402, 0.7434991598129272)",1,"(0.7462819814682007, 0.755246102809906)","(90.53900146484375, 64.42230987548828, 15.401848793029785)",1,4.2403717041015625,1,"(-29.43482780456543, -72.2359619140625, 769.366943359375)","(0.5503597259521484, 0.6577892899513245, 0.7466220855712891)",1,1702368934850,0.74,0.76
2567976872,951014433860,"(0.741660475730896, 0.7549780011177063)","(88.84001922607422, 64.4743881225586, 15.420890808105469)",1,4.405487060546875,1,"(-86.96565246582031, -63.6552619934082, 764.3500366210938)","(0.6576585173606873, 0.6363550424575806, 0.7438212633132935)",1,"(0.7470692992210388, 0.7574593424797058)","(90.82841491699219, 63.992244720458984, 15.24532699584961)",1,4.2415313720703125,1,"(-29.432924270629883, -72.24583435058594, 769.52734375)","(0.5503447651863098, 0.6577767133712769, 0.7469428777694702)",1,1702368934861,0.74,0.76
