timestamp,event,device
6,enter,TABLE
410,quit,TABLE
637,enter,TABLE
699,quit,TABLE
799,enter,TABLE
1042,quit,TABLE
1256,enter,SCREEN
1514,quit,SCREEN
1515,enter,TABLE
1522,quit,TABLE
1523,enter,SCREEN
1997,quit,SCREEN
1998,enter,TABLE
2009,quit,TABLE
2010,enter,SCREEN
2291,quit,SCREEN
2292,enter,TABLE
2293,quit,TABLE
2294,enter,SCREEN
2356,quit,SCREEN
2357,enter,TABLE
2366,quit,TABLE
2367,enter,SCREEN
2517,quit,SCREEN
2584,enter,TABLE
2646,quit,TABLE
2648,enter,TABLE
3741,grasp,BLOCK
4482,quit,TABLE
4569,enter,TABLE
5178,quit,TABLE
6174,enter,TABLE
6869,release,BLOCK
6929,quit,TABLE
