timestamp,event,device
120,enter,TABLE
231,quit,TABLE
388,enter,SCREEN
607,quit,SCREEN
665,enter,SCREEN
777,quit,SCREEN
1116,enter,SCREEN
3103,quit,SCREEN
3269,enter,SCREEN
3374,quit,SCREEN
3596,enter,SCREEN
8237,quit,SCREEN
8417,enter,TABLE
8569,quit,TABLE
8680,enter,TABLE
8793,quit,TABLE
10101,enter,SCREEN
11943,quit,SCREEN
12296,enter,TABLE
13700,grasp,BLOCK
15881,quit,TABLE
16130,enter,SCREEN
16295,quit,SCREEN
16348,enter,SCREEN
16662,quit,SCREEN
16844,enter,TABLE
18010,release,BLOCK
18070,quit,TABLE
