timestamp,event,device
0,enter,TABLE
850,quit,TABLE
1247,enter,TABLE
1647,quit,TABLE
1969,enter,SCREEN
2091,quit,SCREEN
2154,enter,SCREEN
2336,quit,SCREEN
2402,enter,SCREEN
2466,quit,SCREEN
2653,enter,SCREEN
2850,quit,SCREEN
2913,enter,SCREEN
3090,quit,SCREEN
3091,enter,TABLE
4496,grasp,BLOCK
5300,quit,TABLE
5361,enter,TABLE
5460,quit,TABLE
5514,enter,SCREEN
5786,quit,SCREEN
5845,enter,SCREEN
6660,quit,SCREEN
6781,enter,SCREEN
6842,quit,SCREEN
6902,enter,TABLE
7082,quit,TABLE
7144,enter,SCREEN
7200,quit,SCREEN
7201,enter,TABLE
7379,quit,TABLE
7380,enter,SCREEN
7503,quit,SCREEN
7504,enter,TABLE
7621,quit,TABLE
7767,enter,TABLE
10283,release,BLOCK
10343,quit,TABLE
