timestamp,event,device
7,enter,TABLE
132,quit,TABLE
294,enter,TABLE
359,quit,TABLE
446,enter,SCREEN
797,quit,SCREEN
804,enter,SCREEN
869,quit,SCREEN
936,enter,SCREEN
1024,quit,SCREEN
1280,enter,SCREEN
1735,quit,SCREEN
1879,enter,SCREEN
2310,quit,SCREEN
2397,enter,TABLE
3462,grasp,BLOCK
3643,quit,TABLE
3675,enter,TABLE
3731,quit,TABLE
3732,enter,SCREEN
3963,quit,SCREEN
3964,enter,TABLE
3965,quit,TABLE
3966,enter,SCREEN
4075,quit,SCREEN
4076,enter,TABLE
4076,quit,TABLE
4077,enter,SCREEN
4232,quit,SCREEN
4647,enter,TABLE
6132,release,BLOCK
6192,quit,TABLE
