world_index,world_timestamp,surface_name,event_type
0,235190.23916,Right,enter
0,235190.23916,Assembly,enter
0,235190.23916,Left,enter
25,235191.758371,Screen,enter
30,235192.04694099998,Right,exit
57,235193.55547999998,Assembly,exit
57,235193.55547999998,Left,exit
57,235193.55547999998,Screen,exit
59,235193.662379,Left,enter
59,235193.662379,Left,exit
63,235193.834041,Right,enter
63,235193.834041,Assembly,enter
63,235193.834041,Left,enter
92,235195.306857,Right,exit
93,235195.358363,Assembly,exit
93,235195.358363,Left,exit
100,235195.67956699998,Assembly,enter
100,235195.67956699998,Left,enter
100,235195.67956699998,Screen,enter
124,235196.968139,Assembly,exit
124,235196.968139,Screen,exit
125,235197.031505,Left,exit
128,235197.165768,Left,enter
130,235197.259044,Right,enter
130,235197.259044,Assembly,enter
130,235197.259044,Screen,enter
141,235197.865374,Right,exit
141,235197.865374,Assembly,exit
141,235197.865374,Left,exit
141,235197.865374,Screen,exit
148,235198.191208,Screen,enter
150,235198.276832,Left,enter
153,235198.41744299998,Assembly,enter
156,235198.566992,Assembly,exit
158,235198.667243,Assembly,enter
158,235198.667243,Assembly,exit
161,235198.816533,Assembly,enter
161,235198.816533,Assembly,exit
162,235198.86807599998,Left,exit
163,235198.91945,Screen,exit
167,235199.08836,Assembly,enter
168,235199.13542,Left,enter
168,235199.13542,Screen,enter
220,235201.80604199998,Assembly,exit
221,235201.86264,Left,exit
221,235201.86264,Screen,exit
229,235202.16634999998,Assembly,enter
229,235202.16634999998,Left,enter
230,235202.211937,Right,enter
284,235205.153356,Right,exit
284,235205.153356,Left,exit
285,235205.20355799998,Assembly,exit
293,235205.58062,Assembly,enter
293,235205.58062,Left,enter
293,235205.58062,Screen,enter
310,235206.511989,Assembly,exit
311,235206.57190799998,Left,exit
311,235206.57190799998,Screen,exit
315,235206.747002,Assembly,enter
316,235206.794297,Left,enter
316,235206.794297,Screen,enter
317,235206.845042,Right,enter
319,235206.962145,Right,exit
322,235207.132104,Right,enter
322,235207.132104,Right,exit
323,235207.193149,Left,exit
324,235207.253073,Assembly,exit
324,235207.253073,Screen,exit
326,235207.350588,Assembly,enter
327,235207.399939,Left,enter
327,235207.399939,Screen,enter
335,235207.801764,Assembly,exit
335,235207.801764,Left,exit
335,235207.801764,Screen,exit
343,235208.12935899998,Right,enter
343,235208.12935899998,Assembly,enter
343,235208.12935899998,Left,enter
399,235211.004665,Right,exit
399,235211.004665,Assembly,exit
399,235211.004665,Left,exit
407,235211.327797,Assembly,enter
408,235211.372296,Left,enter
408,235211.372296,Screen,enter
429,235212.417056,Assembly,exit
429,235212.417056,Screen,exit
430,235212.475084,Left,exit
439,235212.809342,Right,enter
439,235212.809342,Assembly,enter
440,235212.853291,Left,enter
460,235213.93403099998,Right,exit
460,235213.93403099998,Assembly,exit
460,235213.93403099998,Left,exit
470,235214.35412899998,Assembly,enter
470,235214.35412899998,Left,enter
471,235214.40275399998,Screen,enter
491,235215.43135499998,Assembly,exit
491,235215.43135499998,Left,exit
491,235215.43135499998,Screen,exit
500,235215.75974399998,Assembly,enter
501,235215.806293,Right,enter
501,235215.806293,Left,enter
522,235216.93064799998,Right,exit
522,235216.93064799998,Assembly,exit
522,235216.93064799998,Left,exit
531,235217.28490899998,Assembly,enter
531,235217.28490899998,Left,enter
532,235217.331874,Screen,enter
541,235217.80095099998,Assembly,exit
542,235217.855499,Left,exit
542,235217.855499,Screen,exit
550,235218.15213899998,Assembly,enter
551,235218.196488,Right,enter
551,235218.196488,Left,enter
575,235219.466362,Right,exit
575,235219.466362,Assembly,exit
575,235219.466362,Left,exit
584,235219.843485,Assembly,enter
584,235219.843485,Left,enter
584,235219.843485,Screen,enter
615,235221.42348,Assembly,exit
615,235221.42348,Screen,exit
616,235221.476551,Left,exit
624,235221.763243,Assembly,enter
625,235221.804687,Right,enter
625,235221.804687,Left,enter
634,235222.27031199998,Right,exit
634,235222.27031199998,Assembly,exit
634,235222.27031199998,Left,exit
643,235222.61653499998,Assembly,enter
644,235222.66504599998,Left,enter
644,235222.66504599998,Screen,enter
659,235223.488268,Assembly,exit
659,235223.488268,Left,exit
659,235223.488268,Screen,exit
667,235223.82711399999,Right,enter
667,235223.82711399999,Assembly,enter
667,235223.82711399999,Left,enter
700,235225.618642,Right,exit
700,235225.618642,Left,exit
701,235225.67433399998,Assembly,exit
708,235225.977706,Left,enter
709,235226.026123,Assembly,enter
709,235226.026123,Screen,enter
731,235227.20456699998,Assembly,exit
732,235227.25955699998,Left,exit
732,235227.25955699998,Screen,exit
741,235227.617897,Right,enter
741,235227.617897,Assembly,enter
741,235227.617897,Left,enter
784,235230.05395499998,Right,exit
784,235230.05395499998,Assembly,exit
784,235230.05395499998,Left,exit
793,235230.446056,Assembly,enter
793,235230.446056,Left,enter
794,235230.497331,Screen,enter
808,235231.242574,Assembly,exit
809,235231.296331,Left,exit
809,235231.296331,Screen,exit
818,235231.64628699998,Right,enter
818,235231.64628699998,Assembly,enter
818,235231.64628699998,Left,enter
846,235233.1065,Right,exit
846,235233.1065,Assembly,exit
846,235233.1065,Left,exit
854,235233.454322,Left,enter
854,235233.454322,Screen,enter
855,235233.497992,Assembly,enter
864,235233.96513199998,Assembly,exit
864,235233.96513199998,Left,exit
864,235233.96513199998,Screen,exit
873,235234.322357,Right,enter
874,235234.363296,Assembly,enter
875,235234.410772,Left,enter
928,235237.34266599998,Right,exit
928,235237.34266599998,Assembly,exit
928,235237.34266599998,Left,exit
935,235237.62759299998,Left,enter
936,235237.669338,Assembly,enter
937,235237.71909499998,Screen,enter
946,235238.191585,Assembly,exit
946,235238.191585,Left,exit
946,235238.191585,Screen,exit
955,235238.553901,Assembly,enter
956,235238.596658,Right,enter
956,235238.596658,Left,enter
983,235239.985743,Right,exit
983,235239.985743,Assembly,exit
983,235239.985743,Left,exit
991,235240.31424799998,Assembly,enter
991,235240.31424799998,Left,enter
992,235240.36187599998,Screen,enter
1005,235241.10192699998,Assembly,exit
1005,235241.10192699998,Screen,exit
1006,235241.15260499998,Left,exit
1011,235241.348832,Assembly,enter
1012,235241.392134,Right,enter
1012,235241.392134,Left,enter
1013,235241.44442299998,Screen,enter
1013,235241.44442299998,Screen,exit
1015,235241.549898,Screen,enter
1018,235241.70670399998,Screen,exit
1020,235241.81051399998,Screen,enter
1021,235241.861832,Screen,exit
1022,235241.912166,Right,exit
1022,235241.912166,Assembly,exit
