timestamp,event,device
55,enter,SCREEN
818,quit,SCREEN
932,enter,SCREEN
1095,quit,SCREEN
1202,enter,SCREEN
2026,quit,SCREEN
2083,enter,TABLE
2134,quit,TABLE
2135,enter,SCREEN
2393,quit,SCREEN
2623,enter,TABLE
2768,quit,TABLE
3862,enter,SCREEN
5090,quit,SCREEN
5278,enter,TABLE
5727,quit,TABLE
5973,enter,SCREEN
6480,quit,SCREEN
6612,enter,TABLE
7146,quit,TABLE
7322,enter,SCREEN
7371,grasp,BLOCK
9694,quit,SCREEN
9965,enter,TABLE
11378,quit,TABLE
11581,enter,SCREEN
11926,quit,SCREEN
12107,enter,TABLE
12155,release,BLOCK
12215,quit,TABLE
