timestamp,event,device
0,enter,TABLE
126,quit,TABLE
251,enter,SCREEN
561,quit,SCREEN
1202,enter,TABLE
1282,quit,TABLE
1431,enter,SCREEN
1443,quit,SCREEN
1444,enter,TABLE
1453,quit,TABLE
1454,enter,SCREEN
1559,quit,SCREEN
1560,enter,TABLE
1565,quit,TABLE
1566,enter,SCREEN
1817,quit,SCREEN
1818,enter,TABLE
1829,quit,TABLE
1830,enter,SCREEN
2001,quit,SCREEN
2002,enter,TABLE
2009,quit,TABLE
2010,enter,SCREEN
2026,quit,SCREEN
2027,enter,TABLE
2031,quit,TABLE
2032,enter,SCREEN
2337,quit,SCREEN
2338,enter,TABLE
2342,quit,TABLE
2343,enter,SCREEN
2469,quit,SCREEN
2470,enter,TABLE
2475,quit,TABLE
2476,enter,SCREEN
2578,quit,SCREEN
2579,enter,TABLE
2588,quit,TABLE
2589,enter,SCREEN
2599,quit,SCREEN
2600,enter,TABLE
2608,quit,TABLE
2609,enter,SCREEN
2628,quit,SCREEN
2629,enter,TABLE
2631,quit,TABLE
2632,enter,SCREEN
2662,quit,SCREEN
2663,enter,TABLE
2664,quit,TABLE
2665,enter,SCREEN
2679,quit,SCREEN
2680,enter,TABLE
2710,quit,TABLE
2711,enter,SCREEN
2746,quit,SCREEN
2747,enter,TABLE
2752,quit,TABLE
2753,enter,SCREEN
2776,quit,SCREEN
2777,enter,TABLE
2786,quit,TABLE
2787,enter,SCREEN
2794,quit,SCREEN
2795,enter,TABLE
2797,quit,TABLE
2798,enter,SCREEN
2840,quit,SCREEN
2841,enter,TABLE
2859,quit,TABLE
2860,enter,SCREEN
2875,quit,SCREEN
2876,enter,TABLE
2876,quit,TABLE
2877,enter,SCREEN
2890,quit,SCREEN
2891,enter,TABLE
2897,quit,TABLE
2898,enter,SCREEN
2984,quit,SCREEN
2985,enter,TABLE
3010,quit,TABLE
3011,enter,SCREEN
3020,quit,SCREEN
3021,enter,TABLE
3027,quit,TABLE
3028,enter,SCREEN
3053,quit,SCREEN
3054,enter,TABLE
3115,quit,TABLE
3135,enter,TABLE
3649,quit,TABLE
3664,enter,SCREEN
4299,quit,SCREEN
4300,enter,TABLE
4313,quit,TABLE
4314,enter,SCREEN
4332,quit,SCREEN
4333,enter,TABLE
4341,quit,TABLE
4342,enter,SCREEN
4364,quit,SCREEN
4365,enter,TABLE
4374,quit,TABLE
4375,enter,SCREEN
4431,quit,SCREEN
4432,enter,TABLE
4462,quit,TABLE
4463,enter,SCREEN
4526,quit,SCREEN
4527,enter,TABLE
4529,quit,TABLE
4530,enter,SCREEN
4561,quit,SCREEN
4562,enter,TABLE
4562,quit,TABLE
4563,enter,SCREEN
4567,grasp,BLOCK
4705,quit,SCREEN
4769,enter,TABLE
7189,quit,TABLE
7319,enter,TABLE
7416,quit,TABLE
7483,enter,TABLE
7699,release,BLOCK
7759,quit,TABLE
