timestamp,event,device
9,enter,TABLE
186,quit,TABLE
204,enter,TABLE
330,quit,TABLE
615,enter,SCREEN
1875,quit,SCREEN
2366,enter,TABLE
2400,quit,TABLE
2401,enter,SCREEN
2542,quit,SCREEN
2543,enter,TABLE
2545,quit,TABLE
2546,enter,SCREEN
2605,quit,SCREEN
2606,enter,TABLE
2611,quit,TABLE
2612,enter,SCREEN
2637,quit,SCREEN
2638,enter,TABLE
2652,quit,TABLE
2653,enter,SCREEN
3058,quit,SCREEN
3059,enter,TABLE
3068,quit,TABLE
3069,enter,SCREEN
3076,grasp,BLOCK
3091,quit,SCREEN
3092,enter,TABLE
3099,quit,TABLE
3100,enter,SCREEN
3124,quit,SCREEN
3125,enter,TABLE
3134,quit,TABLE
3135,enter,SCREEN
3172,quit,SCREEN
3173,enter,TABLE
3178,quit,TABLE
3179,enter,SCREEN
3187,quit,SCREEN
3188,enter,TABLE
3189,quit,TABLE
3190,enter,SCREEN
3222,quit,SCREEN
3223,enter,TABLE
3230,quit,TABLE
3231,enter,SCREEN
3269,quit,SCREEN
3270,enter,TABLE
3278,quit,TABLE
3279,enter,SCREEN
3303,quit,SCREEN
3304,enter,TABLE
3311,quit,TABLE
3312,enter,SCREEN
3384,quit,SCREEN
3385,enter,TABLE
3385,quit,TABLE
3386,enter,SCREEN
3448,quit,SCREEN
3482,enter,TABLE
5883,quit,TABLE
5933,release,BLOCK
