gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
79748.3007735,0,0.9797061085700989,0.20362005503190242,0.7690932722466256,79748.302766-0 79748.298781-1,-136.82568818543433,-85.01177386922541,246.74292883624074,18.672401607839625,13.24903137637365,-24.43229789830258,-0.47342145057424123,-0.33124852471081323,0.8161780106159999,-33.98420514060941,13.166115063233802,-28.352600350294725,-0.33278339599284834,-0.2853250154947635,0.8988018952385337
79748.304772,0,0.9797061085700989,0.2035262151915295,0.7693244041304728,79748.302766-0 79748.306778-1,-138.86951409614386,-86.3159152233122,250.30390510357282,18.672401607839625,13.24903137637365,-24.43229789830258,-0.47342145057424123,-0.33124852471081323,0.8161780106159999,-33.98420514060941,13.166115063233802,-28.352600350294725,-0.33478949085310966,-0.2852185664377777,0.8980903997780485
79748.308758,0,0.9731740653514862,0.2010829297635456,0.7690175157409046,79748.310738-0 79748.306778-1,-135.87897229169874,-83.67409247338637,242.30081211568017,18.672401607839625,13.24903137637365,-24.43229789830258,-0.47710466908004395,-0.3318830071177013,0.813771960888635,-33.98420514060941,13.166115063233802,-28.352600350294725,-0.33478949085310966,-0.2852185664377777,0.8980903997780485
79748.3127905,0,0.9731740653514862,0.20103086445864568,0.7711766546508941,79748.310738-0 79748.314843-1,-137.7057791349801,-85.35434616383893,245.3136388052631,18.672401607839625,13.24903137637365,-24.43229789830258,-0.47710466908004395,-0.3318830071177013,0.813771960888635,-33.98420514060941,13.166115063233802,-28.352600350294725,-0.336552070718706,-0.2883594070332532,0.8964271058320257
79748.3168595,0,0.9629444777965546,0.20431498462360356,0.7728370870264926,79748.318876-0 79748.314843-1,-141.8845982734681,-89.39646863374081,256.31755191680435,18.672401607839625,13.24903137637365,-24.43229789830258,-0.4720788393624243,-0.3330834551425141,0.8162089079007598,-33.98420514060941,13.166115063233802,-28.352600350294725,-0.336552070718706,-0.2883594070332532,0.8964271058320257
79748.3208425,0,0.9629444777965546,0.2043912606779482,0.773863255595045,79748.318876-0 79748.322809-1,-140.56566957796485,-88.8686368141617,253.92802979553394,18.672401607839625,13.24903137637365,-24.43229789830258,-0.4720788393624243,-0.3330834551425141,0.8162089079007598,-33.98420514060941,13.166115063233802,-28.352600350294725,-0.33527673641761074,-0.29036855915129745,0.8962564420262518
79748.32481600001,0,0.9954820275306702,0.2036350891922493,0.7734451550135866,79748.326823-0 79748.322809-1,-139.59517592092368,-87.91275359065216,251.3656833537116,18.672401607839625,13.24903137637365,-24.43229789830258,-0.4732405937589834,-0.3327454371632765,0.815673840738849,-33.98420514060941,13.166115063233802,-28.352600350294725,-0.33527673641761074,-0.29036855915129745,0.8962564420262518
79748.3307925,0,0.9954820275306702,0.2034865781964302,0.774505844532646,79748.326823-0 79748.334762-1,-143.2366504359842,-90.45392345775333,257.6545775645045,18.672401607839625,13.24903137637365,-24.43229789830258,-0.4732405937589834,-0.3327454371632765,0.815673840738849,-33.98420514060941,13.166115063233802,-28.352600350294725,-0.33865625004788513,-0.29131402401681816,0.8946776423464671
79748.3347365,0,0.9565721750259399,0.20032685263891287,0.7739154477258607,79748.334711-0 79748.334762-1,-139.12289192996985,-86.75558457478536,246.82428758549094,18.672401607839625,13.24903137637365,-24.43229789830258,-0.4780251854583159,-0.3332301080866948,0.8126805135673381,-33.98420514060941,13.166115063233802,-28.352600350294725,-0.33865625004788513,-0.29131402401681816,0.8946776423464671
79748.340751,0,0.9640016257762909,0.20243581113428188,0.7754460403515604,79748.34674-0 79748.334762-1,-141.82184890694808,-89.49539174995644,253.83551784843735,18.672401607839625,13.24903137637365,-24.43229789830258,-0.47478004557780806,-0.3347661543201812,0.8139505699013986,-33.98420514060941,13.166115063233802,-28.352600350294725,-0.33865625004788513,-0.29131402401681816,0.8946776423464671
