timestamp,event,device
32,enter,SCREEN
1215,quit,SCREEN
4540,enter,SCREEN
5725,quit,SCREEN
6007,enter,TABLE
6535,quit,TABLE
6679,enter,SCREEN
7262,quit,SCREEN
7347,enter,TABLE
7444,quit,TABLE
7494,enter,TABLE
8642,quit,TABLE
8646,enter,SCREEN
9242,quit,SCREEN
9243,enter,TABLE
9244,quit,TABLE
9245,enter,SCREEN
9504,quit,SCREEN
9505,enter,TABLE
9511,quit,TABLE
9512,enter,SCREEN
9559,grasp,BLOCK
9567,quit,SCREEN
9568,enter,TABLE
9577,quit,TABLE
9578,enter,SCREEN
9688,quit,SCREEN
10647,enter,TABLE
11141,quit,TABLE
11517,enter,TABLE
11531,release,BLOCK
11591,quit,TABLE
