timestamp,event,device
111,enter,SCREEN
174,quit,SCREEN
239,enter,SCREEN
359,quit,SCREEN
487,enter,SCREEN
610,quit,SCREEN
671,enter,SCREEN
795,quit,SCREEN
898,enter,SCREEN
1024,quit,SCREEN
1092,enter,SCREEN
1155,quit,SCREEN
1222,enter,SCREEN
1288,quit,SCREEN
1355,enter,SCREEN
1417,quit,SCREEN
1542,enter,SCREEN
1605,quit,SCREEN
1606,enter,TABLE
2290,quit,TABLE
2503,enter,SCREEN
2570,quit,SCREEN
2704,enter,SCREEN
2763,quit,SCREEN
2764,enter,TABLE
3023,quit,TABLE
3023,enter,SCREEN
3380,quit,SCREEN
3381,enter,TABLE
3447,quit,TABLE
3447,enter,SCREEN
3508,quit,SCREEN
3509,enter,TABLE
3570,quit,TABLE
3700,enter,SCREEN
3927,quit,SCREEN
3928,enter,TABLE
3992,quit,TABLE
4056,enter,TABLE
4592,quit,TABLE
4646,grasp,BLOCK
4701,enter,SCREEN
4930,quit,SCREEN
4988,enter,SCREEN
5329,quit,SCREEN
5330,enter,TABLE
6913,release,BLOCK
6973,quit,TABLE
