row,non_zero_column
0,[64]
1,"[4, 79, 171]"
2,"[14, 214]"
3,[202]
4,"[64, 214]"
5,[215]
6,[44]
7,[64]
8,"[108, 208]"
9,[60]
10,[45]
11,[]
12,"[39, 66]"
13,[]
14,"[54, 109]"
15,[]
16,[64]
17,"[57, 64, 268]"
18,[50]
19,[]
20,[]
21,[]
22,[60]
23,[63]
24,[171]
25,[]
26,[]
27,[]
28,[112]
29,[]
30,[122]
31,"[59, 148]"
32,[]
33,[175]
34,[]
35,[]
36,[130]
37,[119]
38,[37]
39,[]
40,"[97, 123]"
41,[54]
42,[18]
43,[81]
44,[]
45,"[121, 142, 198]"
46,[]
47,"[76, 107, 122]"
48,[]
49,[203]
50,"[62, 272]"
51,[]
52,[]
53,"[180, 280]"
54,"[30, 245]"
55,[202]
56,[]
57,[]
58,[96]
59,"[141, 320]"
60,[]
61,[]
62,[]
63,[31]
64,[]
65,[]
66,[]
67,[]
68,[]
69,[]
70,[]
71,[]
72,[46]
73,[]
74,[]
75,[]
76,[]
77,[]
78,[]
79,[105]
80,[48]
81,[]
82,[]
83,[]
84,[]
85,[]
86,[56]
87,[53]
88,"[35, 61]"
89,[]
90,[]
91,[]
92,[]
93,[]
94,"[85, 224]"
95,[74]
96,[]
97,[]
98,[52]
99,[212]
100,[]
101,[]
102,[216]
103,[41]
104,"[40, 43, 46, 49, 194]"
105,"[16, 42, 44]"
106,"[37, 43, 50, 89]"
107,"[42, 45, 53]"
108,[42]
109,"[53, 54]"
110,"[16, 49, 235]"
111,[91]
112,[60]
113,[]
114,[]
115,"[49, 51]"
116,[73]
117,"[54, 55]"
118,[210]
119,[48]
120,[]
121,[]
122,"[49, 54, 90]"
123,[]
124,[207]
125,"[50, 186]"
126,[]
127,[]
128,[]
129,"[187, 188]"
130,[87]
131,[]
132,[]
133,"[181, 182]"
134,"[179, 185]"
135,[]
136,[108]
137,[]
138,[160]
139,[15]
140,[]
141,[]
142,"[25, 207]"
143,"[28, 70]"
144,[]
145,[]
146,[189]
147,"[26, 55]"
148,[129]
149,[97]
150,"[79, 90, 287]"
151,[]
152,[198]
153,[]
154,"[105, 206]"
155,[47]
156,[]
157,"[21, 111, 164]"
158,[]
159,"[67, 108]"
160,[22]
161,[73]
162,[]
163,[]
164,[]
165,[21]
166,[29]
167,[]
168,[]
169,[]
170,[]
171,[]
172,[1]
173,[10]
174,[]
175,[]
176,[91]
177,[]
178,"[5, 53]"
179,[53]
180,[]
181,[108]
182,[]
183,[70]
184,[]
185,[224]
186,[]
187,[163]
188,[]
189,[]
190,[48]
191,"[27, 139]"
192,[]
193,[]
194,[]
195,"[78, 162, 279]"
196,[212]
197,[]
198,[]
199,[]
200,[]
201,[]
202,[]
203,[]
204,[]
205,[30]
206,[]
207,[]
208,[278]
209,[]
210,[]
211,[]
212,[]
213,[]
214,[]
215,[]
216,"[4, 7]"
217,[145]
218,[]
219,[104]
220,[66]
221,"[61, 86]"
222,[]
223,[]
224,[]
225,[]
226,[69]
227,[]
228,[]
229,[354]
230,"[163, 262]"
231,[]
232,[85]
233,[168]
234,[]
235,[162]
236,[]
237,[]
238,[122]
239,[]
240,[]
241,[10]
242,[]
243,[]
244,"[26, 153]"
245,[]
246,[29]
247,[19]
248,[]
249,"[117, 305]"
250,[]
251,[]
252,[151]
253,[]
254,[]
255,[]
256,[]
257,"[52, 243]"
258,"[26, 51, 71]"
259,[25]
260,[89]
261,[]
262,[43]
263,[]
264,[]
265,[111]
266,[]
267,[]
268,[]
269,[]
270,[]
271,"[80, 284]"
272,[101]
273,[176]
274,[]
275,[]
276,[]
277,[79]
278,[]
279,[]
280,[]
281,[139]
282,[]
283,[]
284,[]
285,[]
286,[171]
287,[]
288,[]
289,[]
290,[]
291,[]
292,[]
293,[318]
294,[]
295,"[158, 159]"
296,[147]
297,[149]
298,[]
299,"[72, 170]"
300,[]
301,[72]
302,[80]
303,"[86, 123, 125]"
304,"[71, 72, 91]"
305,[148]
306,[]
307,[]
308,[]
309,[83]
310,"[83, 144, 190]"
311,[88]
312,[95]
313,[131]
314,[]
315,[]
316,[]
317,[64]
318,[123]
319,[]
320,[]
321,[]
322,[]
323,[]
324,"[120, 126]"
325,"[83, 119]"
326,"[119, 150, 153]"
327,[64]
328,"[121, 123]"
329,[]
330,[117]
331,"[123, 132]"
332,"[81, 112, 117, 134]"
333,"[54, 114]"
334,[142]
335,[129]
336,[141]
337,[]
338,[140]
339,[126]
340,"[128, 133, 134]"
341,[136]
342,[131]
343,"[42, 83]"
344,"[106, 124, 130, 160]"
345,"[82, 127]"
346,[137]
347,[118]
348,[]
349,[]
350,"[134, 142]"
351,[]
352,"[97, 103, 156]"
353,[131]
354,[]
355,"[90, 96, 113]"
356,"[98, 101, 122]"
357,"[101, 118, 155]"
358,"[129, 160]"
359,[103]
360,"[73, 103, 105, 107]"
361,[]
362,"[95, 123]"
363,"[86, 101, 155]"
364,[96]
365,[136]
366,"[94, 154]"
367,"[98, 143]"
368,"[95, 100]"
369,"[60, 98]"
370,"[145, 160]"
371,"[126, 150]"
372,"[127, 147]"
373,"[122, 135, 142]"
374,[]
375,"[105, 111, 131, 153, 157, 158, 159]"
376,"[122, 127, 153]"
377,"[122, 136, 150]"
378,"[115, 151, 156, 157, 158]"
379,"[145, 149]"
380,"[127, 129, 149, 154, 157, 166]"
381,"[122, 129, 152]"
382,"[130, 146, 158, 162]"
383,"[97, 116, 121, 147, 159]"
384,"[102, 109, 127, 163]"
385,"[125, 156, 165, 167, 172]"
386,[146]
387,"[107, 137]"
388,[161]
389,"[56, 129]"
390,[149]
391,[]
392,[138]
393,"[137, 154]"
394,"[123, 138, 155]"
395,[57]
396,[146]
397,[138]
398,"[132, 159]"
399,[139]
400,[]
401,"[123, 174]"
402,[]
403,[]
404,"[135, 141]"
405,[116]
406,[119]
407,[133]
408,"[106, 128, 149, 158]"
409,"[116, 140, 145, 174]"
410,"[118, 179]"
411,"[88, 100, 112, 143]"
412,"[103, 114, 150]"
413,"[117, 145, 147, 148]"
414,"[131, 145, 156]"
415,"[118, 149]"
416,"[121, 143]"
417,"[112, 113, 115, 118, 142]"
418,"[107, 112, 116, 171]"
419,[109]
420,"[116, 121]"
421,"[16, 130, 134, 135]"
422,[107]
423,"[19, 59, 116, 126, 133]"
424,"[122, 127, 131]"
425,"[31, 117, 118, 125, 149]"
426,"[130, 140, 145]"
427,"[13, 141]"
428,"[126, 128]"
429,"[118, 148, 168]"
430,[]
431,[50]
432,[]
433,"[125, 139]"
434,"[138, 163]"
435,"[130, 137]"
436,[]
437,[]
438,[56]
439,[114]
440,[]
441,[200]
442,[]
443,[118]
444,[]
445,[]
446,[40]
447,[]
448,[57]
449,[140]
450,"[40, 179]"
451,[]
452,[]
453,[]
454,[]
455,[213]
456,[]
457,[217]
458,[]
459,[168]
460,[]
461,"[126, 176, 204]"
462,[211]
463,"[147, 156, 188]"
464,[]
465,[]
466,[166]
467,"[165, 176]"
468,[161]
469,"[203, 204]"
470,[193]
471,"[160, 200, 209]"
472,"[168, 191, 192, 198]"
473,"[160, 163, 182, 211]"
474,[155]
475,"[143, 171, 209]"
476,[197]
477,"[154, 180, 214]"
478,"[135, 136]"
479,[]
480,[]
481,[]
482,[]
483,[]
484,"[137, 160, 171]"
485,[204]
486,"[75, 149]"
487,"[129, 177]"
488,"[139, 140, 176]"
489,"[92, 174]"
490,"[141, 164, 227]"
491,[165]
492,"[69, 126]"
493,[169]
494,"[157, 161, 176]"
495,[180]
496,"[161, 183]"
497,[156]
498,"[136, 159, 175]"
499,[213]
500,[128]
501,[]
502,[183]
503,[183]
504,[]
505,[]
506,[]
507,[121]
508,[]
509,[184]
510,[]
511,[]
512,[]
513,[]
514,[]
515,[]
516,[]
517,[]
518,[]
519,[]
520,[]
521,[]
522,[]
523,[]
524,[]
525,[]
526,[]
527,[]
528,[]
529,[]
530,[]
531,[]
532,[]
533,[]
534,[]
535,[]
536,[18]
537,[]
538,[]
539,[]
540,[]
541,[]
542,[]
543,[]
544,[]
545,[]
546,[105]
547,[]
548,[]
549,[]
550,[213]
551,[]
552,[100]
553,[]
554,[110]
555,[]
556,[]
557,[]
558,[]
559,[150]
560,[]
561,[]
562,[]
563,[]
564,[]
565,[]
566,[]
567,[]
568,[]
569,[]
570,[]
571,[]
572,[]
573,[]
574,[]
575,[92]
576,[]
577,[]
578,[]
579,[]
580,[69]
581,[28]
582,[]
583,[]
584,[]
585,[]
586,[]
587,[]
588,[]
589,[]
590,[]
591,[]
592,[]
593,[]
594,[]
595,[]
596,[]
597,[]
598,[]
599,[270]
600,[232]
601,[]
602,[]
603,[]
604,[]
605,[]
606,[]
607,[]
608,[]
609,[]
610,[]
611,[]
612,[]
613,[]
614,[]
615,[]
616,[]
617,[]
618,[]
619,[]
620,[]
621,[]
622,[]
623,[]
624,[96]
625,[]
626,[]
627,[]
628,[]
629,[99]
630,[]
631,[]
632,[]
633,[]
634,[]
635,[]
636,[]
637,[]
638,[]
639,[]
640,[]
641,[]
642,[]
643,[]
644,[]
645,[]
646,[]
647,[]
648,[]
649,[]
650,[]
651,[]
652,[]
653,[]
654,[]
655,[]
656,[]
657,[]
658,"[68, 237]"
659,[]
660,[]
661,[]
662,[]
663,[]
664,[]
665,[]
666,[72]
667,[]
668,[]
669,[]
670,[]
671,[73]
672,[]
673,[]
674,[]
675,[]
676,[]
677,[]
678,[]
679,[91]
680,[]
681,[]
682,[]
683,[]
684,[]
685,[]
686,[95]
687,[]
688,[]
689,[287]
690,[]
691,[]
692,[76]
693,"[8, 75]"
694,[]
695,"[68, 90]"
696,[73]
697,"[50, 69, 70, 72]"
698,[]
699,[]
700,[]
701,[]
702,[]
703,[]
704,[]
705,[]
706,[]
707,[]
708,[]
709,[]
710,[]
711,[]
712,[]
713,[]
714,[]
715,[]
716,[]
717,[]
718,[]
719,[]
720,[]
721,[]
722,[]
723,[33]
724,[]
725,[93]
726,[]
727,[]
728,[]
729,[]
730,[96]
731,[]
732,[]
733,[]
734,[]
735,[]
736,[]
737,[]
738,[]
739,[32]
740,[]
741,[]
742,[]
743,[]
744,[]
745,[]
746,[]
747,[]
748,[]
749,[]
750,[34]
751,[]
752,[]
753,[]
754,[]
755,[]
756,[]
757,[]
758,[]
759,[]
