timestamp,distance
0,nan
57,nan
113,nan
169,nan
230,nan
289,nan
348,nan
404,nan
458,nan
516,nan
560,nan
604,nan
648,nan
694,nan
738,15.479080776650711
786,nan
834,nan
885,40.85778442733131
939,36.01757656459331
994,35.53366272145057
1052,36.71516034090929
1108,36.058870719811814
1168,35.83853655178992
1225,35.55052483421444
1287,35.570758921630215
1350,35.14602233168571
1416,29.499317137574415
1485,17.21664998154284
1550,18.607560757802126
1611,-1.5710097109518468
1669,1.7759872200914308
1728,-0.39779241061473897
1789,-0.5069757654685343
1851,-0.30746982276031665
1916,-0.8801450613793418
1976,1.2702948032877093
2035,-0.6550961137713852
2093,-0.49316456284639304
2153,0.30806370819743717
2212,0.23419914519793494
2270,0.10555724446769883
2331,0.32154877491066725
2393,0.6056699161973959
2454,0.8581456494534917
2515,0.9977154090412815
2576,0.6154659049975065
2642,0.31673008688420745
2707,2.784622903822476
2770,6.5813433510991075
2834,7.342104439529053
2896,7.542227604326733
2955,7.598731605354319
3016,5.601785302906294
3076,0.5533250682849041
3137,0.4802313581286667
3195,0.7146071853275867
3254,1.1046214024880303
3314,4.519303841557311
3372,nan
3423,18.53836737905858
3478,25.138314486183155
