timestamp,event,device
14,enter,TABLE
127,quit,TABLE
389,enter,TABLE
421,quit,TABLE
422,enter,SCREEN
467,quit,SCREEN
468,enter,TABLE
476,quit,TABLE
477,enter,SCREEN
567,quit,SCREEN
568,enter,TABLE
629,quit,TABLE
711,enter,TABLE
776,quit,TABLE
789,enter,SCREEN
824,quit,SCREEN
825,enter,TABLE
829,quit,TABLE
830,enter,SCREEN
908,quit,SCREEN
909,enter,TABLE
910,quit,TABLE
911,enter,SCREEN
1006,quit,SCREEN
1007,enter,TABLE
1010,quit,TABLE
1011,enter,SCREEN
1116,quit,SCREEN
1637,enter,TABLE
1700,quit,TABLE
1736,enter,TABLE
1797,quit,TABLE
1829,enter,SCREEN
2056,quit,SCREEN
2057,enter,TABLE
2065,quit,TABLE
2066,enter,SCREEN
2150,quit,SCREEN
2154,enter,TABLE
2253,quit,TABLE
2707,enter,TABLE
2768,quit,TABLE
2789,enter,TABLE
3870,grasp,BLOCK
6589,quit,TABLE
6634,enter,TABLE
6705,release,BLOCK
6765,quit,TABLE
