timestamp,event,device
0,enter,TABLE
108,quit,TABLE
161,enter,TABLE
257,quit,TABLE
633,enter,SCREEN
2181,quit,SCREEN
2292,enter,SCREEN
2399,quit,SCREEN
2520,enter,SCREEN
2582,quit,SCREEN
3002,enter,SCREEN
3122,quit,SCREEN
3244,enter,SCREEN
3309,quit,SCREEN
3424,enter,SCREEN
3486,quit,SCREEN
3613,enter,SCREEN
3676,quit,SCREEN
3857,enter,SCREEN
3918,quit,SCREEN
4039,enter,SCREEN
4165,quit,SCREEN
4357,enter,SCREEN
4681,quit,SCREEN
4748,enter,SCREEN
5064,quit,SCREEN
5250,enter,SCREEN
5627,quit,SCREEN
6041,enter,TABLE
6104,quit,TABLE
6175,enter,TABLE
6648,quit,TABLE
6748,grasp,BLOCK
6981,enter,TABLE
7047,quit,TABLE
7047,enter,SCREEN
7180,quit,SCREEN
7385,enter,TABLE
8675,release,BLOCK
8735,quit,TABLE
