timestamp,event,device
0,enter,TABLE
1108,quit,TABLE
1109,enter,SCREEN
1166,quit,SCREEN
1167,enter,TABLE
1602,quit,TABLE
1602,enter,SCREEN
1728,quit,SCREEN
1858,enter,SCREEN
1993,quit,SCREEN
2062,enter,SCREEN
2189,quit,SCREEN
2505,enter,TABLE
2995,grasp,BLOCK
3050,quit,TABLE
3157,enter,TABLE
3267,quit,TABLE
3268,enter,SCREEN
3331,quit,SCREEN
3332,enter,TABLE
3397,quit,TABLE
3397,enter,SCREEN
3524,quit,SCREEN
3525,enter,TABLE
3587,quit,TABLE
3652,enter,TABLE
3720,quit,TABLE
3780,enter,TABLE
5651,release,BLOCK
5711,quit,TABLE
