timestamp,event,device
0,enter,TABLE
59,quit,TABLE
60,enter,SCREEN
121,quit,SCREEN
122,enter,TABLE
183,quit,TABLE
183,enter,SCREEN
422,quit,SCREEN
423,enter,TABLE
550,quit,TABLE
550,enter,SCREEN
614,quit,SCREEN
671,enter,TABLE
846,quit,TABLE
1124,enter,TABLE
1228,quit,TABLE
1537,enter,TABLE
1945,quit,TABLE
2080,enter,SCREEN
2492,quit,SCREEN
2617,enter,SCREEN
2735,quit,SCREEN
2792,enter,SCREEN
2902,quit,SCREEN
3014,enter,SCREEN
3122,quit,SCREEN
3461,enter,TABLE
4176,grasp,BLOCK
5487,quit,TABLE
5533,enter,SCREEN
5693,release,BLOCK
5753,quit,SCREEN
