# timestamps [seconds],pts
81550.937485,0
81551.046257,7128
81551.105007,10978
81551.160580,14620
81551.212662,18033
81551.268235,21675
81551.324252,25346
81551.378841,28924
81551.431644,32384
81551.482242,35700
81551.532636,39003
81551.586860,42556
81551.640368,46063
81551.692933,49508
81551.747520,53085
81551.802235,56671
81551.856326,60216
81551.910428,63761
81551.963729,67254
81552.019171,70888
81552.073278,74434
81552.128440,78049
81552.183638,81666
81552.237930,85224
81552.295397,88990
81552.347406,92399
81552.404179,96119
81552.464318,100061
81552.520933,103771
81552.579909,107636
81552.637347,111400
81552.703362,115726
81552.751070,118853
81552.795330,121753
81552.840504,124714
81552.880946,127364
81552.922741,130103
81552.970983,133265
81553.020058,136481
81553.072169,139896
81553.121580,143134
81553.175380,146660
81553.228456,150138
81553.279156,153461
81553.327954,156659
81553.383011,160267
81553.445298,164349
81553.504282,168215
81553.559291,171820
81553.619337,175755
81553.677108,179541
81553.729969,183005
81553.783058,186484
81553.841600,190321
81553.898889,194075
81553.963827,198331
81554.031393,202759
81554.118131,208443
81554.214775,214777
81554.294888,220027
81554.375697,225323
81554.445998,229930
81554.516243,234533
81554.577658,238558
81554.635760,242366
81554.690998,245986
81554.753895,250108
81554.808774,253704
81554.871426,257810
81554.929027,261585
81554.987307,265405
81555.044556,269156
81555.103185,272999
81555.163148,276928
81555.222886,280843
81555.279259,284538
81555.330092,287869
81555.382397,291297
81555.437719,294922
81555.493022,298547
81555.557359,302763
81555.614598,306514
81555.672084,310281
81555.728539,313981
81555.780552,317390
81555.831738,320744
81555.880325,323929
81555.935146,327521
81555.989197,331063
81556.044787,334707
81556.094708,337978
81556.144609,341248
81556.200486,344910
81556.255875,348540
81556.308503,351989
81556.361663,355473
81556.411885,358764
81556.466889,362369
81556.518684,365763
81556.567653,368973
81556.619680,372382
81556.672319,375832
81556.728277,379499
81556.786750,383331
81556.842475,386983
81556.897364,390580
81556.951514,394129
81557.008458,397861
81557.061424,401332
81557.113190,404724
81557.166948,408247
81557.216438,411491
81557.263921,414602
81557.310593,417661
81557.352602,420414
81557.393237,423077
81557.434649,425791
81557.479475,428729
81557.525514,431746
81557.571892,434785
81557.629997,438593
81557.686477,442295
81557.743525,446033
81557.805295,450081
81557.869140,454266
81557.928805,458176
81557.986224,461939
81558.040332,465485
81558.093563,468973
81558.153073,472873
81558.209338,476560
81558.268013,480406
81558.324127,484083
81558.384502,488040
81558.438013,491547
81558.480505,494331
81558.520469,496950
81558.564749,499852
81558.613420,503042
81558.655833,505821
81558.704524,509012
81558.757267,512469
81558.811173,516002
81558.866372,519619
81558.921053,523203
81558.976828,526858
81559.032342,530496
81559.091595,534379
81559.156198,538613
81559.214423,542429
81559.268015,545941
81559.326992,549806
81559.379448,553244
81559.434100,556825
81559.489466,560454
81559.545598,564132
81559.603468,567925
81559.664828,571946
81559.726106,575962
81559.784796,579808
81559.840445,583455
81559.895963,587093
81559.953912,590891
81560.007656,594413
81560.061702,597955
81560.114613,601423
81560.164387,604685
81560.220463,608359
81560.275036,611936
81560.326711,615322
81560.368636,618070
81560.411089,620852
81560.454339,623687
81560.492652,626197
81560.535426,629001
81560.584249,632200
81560.636526,635626
81560.694402,639419
81560.758503,643620
81560.815050,647326
81560.870850,650983
81560.924830,654520
81560.980129,658144
81561.032926,661604
81561.087048,665151
81561.136987,668424
81561.187328,671723
81561.241255,675257
81561.305250,679451
81561.360812,683092
81561.414839,686633
81561.465798,689972
81561.506257,692624
81561.541306,694921
81561.579193,697404
81561.614545,699721
81561.651813,702163
81561.687047,704472
81561.723749,706877
81561.759042,709190
81561.801076,711945
81561.850106,715158
81561.900915,718488
81561.948476,721605
81561.996734,724767
81562.047730,728109
81562.096416,731300
81562.145883,734542
81562.196663,737870
81562.245225,741052
81562.289647,743963
81562.330164,746619
81562.369073,749169
81562.414120,752121
81562.464264,755407
81562.520117,759067
81562.578531,762895
81562.634109,766538
81562.685157,769883
81562.741384,773568
81562.793023,776952
81562.854758,780998
81562.911057,784688
81562.964405,788184
81563.015685,791544
81563.068599,795012
81563.117311,798204
81563.167155,801471
81563.218121,804811
81563.264064,807822
81563.312455,810993
81563.365712,814483
81563.421018,818108
81563.473873,821572
81563.524227,824872
81563.574195,828146
81563.623119,831353
81563.683410,835304
81563.729674,838336
81563.769397,840939
81563.807239,843419
81563.848460,846120
81563.889764,848827
81563.935383,851817
81563.989464,855361
81564.050051,859332
81564.108148,863139
81564.162862,866725
81564.217990,870337
81564.270784,873797
81564.324062,877289
81564.378382,880849
81564.427880,884093
81564.481488,887606
81564.534416,891074
81564.591420,894810
81564.644363,898280
81564.689412,901232
81564.732515,904057
81564.768866,906439
81564.807297,908958
81564.847493,911592
81564.891233,914458
81564.940881,917712
81564.996390,921350
81565.048744,924781
81565.104789,928454
81565.155947,931806
81565.208909,935277
81565.265642,938995
81565.320526,942592
81565.373381,946056
81565.426766,949555
81565.481402,953135
81565.534141,956591
81565.589705,960233
81565.643159,963736
81565.697955,967327
81565.752781,970920
81565.805924,974403
81565.855542,977654
81565.907031,981029
81565.961502,984598
81566.012068,987912
81566.061669,991163
81566.111514,994429
81566.159175,997553
81566.213481,1001112
81566.262078,1004297
81566.311807,1007556
81566.357606,1010557
81566.393795,1012929
81566.430525,1015336
81566.467134,1017735
81566.504245,1020167
81566.547329,1022991
81566.587185,1025603
81566.634668,1028714
81566.683859,1031938
81566.731355,1035051
81566.780289,1038258
81566.827036,1041321
81566.874785,1044450
81566.923403,1047637
81566.972493,1050854
81567.024794,1054281
81567.069984,1057243
81567.114567,1060165
81567.152862,1062674
81567.189681,1065087
81567.229096,1067670
81567.281722,1071119
81567.335550,1074647
81567.386864,1078010
81567.441195,1081570
81567.490798,1084821
81567.537226,1087864
81567.584153,1090939
81567.632519,1094109
81567.684395,1097508
81567.739981,1101151
81567.782117,1103912
81567.823294,1106611
81567.862745,1109196
81567.904347,1111923
81567.947072,1114723
81567.992740,1117716
81568.043999,1121075
81568.100211,1124759
81568.155665,1128393
81568.210348,1131977
81568.263532,1135462
