timestamp,event,device
0,enter,TABLE
382,quit,TABLE
489,enter,SCREEN
548,quit,SCREEN
549,enter,TABLE
610,quit,TABLE
675,enter,SCREEN
802,quit,SCREEN
1227,enter,SCREEN
1293,quit,SCREEN
1353,enter,SCREEN
1438,quit,SCREEN
1634,enter,TABLE
1912,quit,TABLE
2029,enter,TABLE
2693,quit,TABLE
2875,enter,SCREEN
2981,quit,SCREEN
2982,enter,TABLE
3098,quit,TABLE
3807,enter,TABLE
4224,grasp,BLOCK
4255,quit,TABLE
4286,enter,SCREEN
4862,quit,SCREEN
5043,enter,TABLE
6188,quit,TABLE
6320,enter,TABLE
6365,release,BLOCK
6425,quit,TABLE
