timestamp,event,device
45,enter,TABLE
145,quit,TABLE
146,enter,SCREEN
253,quit,SCREEN
254,enter,TABLE
364,quit,TABLE
365,enter,SCREEN
457,quit,SCREEN
810,enter,TABLE
900,quit,TABLE
1046,enter,TABLE
1142,quit,TABLE
1143,enter,SCREEN
1195,quit,SCREEN
1196,enter,TABLE
1252,quit,TABLE
1253,enter,SCREEN
1309,quit,SCREEN
1310,enter,TABLE
1363,quit,TABLE
1364,enter,SCREEN
1527,quit,SCREEN
1528,enter,TABLE
1579,quit,TABLE
1580,enter,SCREEN
1803,quit,SCREEN
1804,enter,TABLE
1917,quit,TABLE
2031,enter,SCREEN
2086,quit,SCREEN
2087,enter,TABLE
2200,quit,TABLE
2201,enter,SCREEN
2261,quit,SCREEN
2262,enter,TABLE
2319,quit,TABLE
2320,enter,SCREEN
2424,quit,SCREEN
2425,enter,TABLE
2830,quit,TABLE
2874,grasp,BLOCK
2924,enter,TABLE
4910,quit,TABLE
5226,enter,SCREEN
5279,release,BLOCK
5339,quit,SCREEN
