world_index,marker_uid,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y
61,apriltag_v3:tag36h11:8,734.7683105468751,210.5797271728516,794.2320556640626,213.65922546386722,796.136474609375,153.1322174072265,734.7808227539062,149.17741394042966
61,apriltag_v3:tag36h11:9,883.6370239257814,225.73945617675784,936.59814453125,231.57121276855463,940.1893310546874,173.8381958007812,886.9341430664062,166.45967102050784
61,apriltag_v3:tag36h11:10,981.1690063476565,231.89971923828125,1026.218994140625,242.58094787597656,1032.4921875,189.59829711914065,987.9729614257814,176.91184997558597
61,apriltag_v3:tag36h11:11,1120.2584228515623,294.41583251953114,1128.3173828125,242.74653625488284,1090.0567626953125,232.473358154297,1083.9074707031248,286.9895324707031
61,apriltag_v3:tag36h11:12,1108.0068359375002,384.8504028320313,1146.3804931640625,383.806640625,1140.6414794921873,327.03701782226557,1102.5343017578127,325.7037048339844
61,apriltag_v3:tag36h11:13,1125.3360595703123,490.5841064453125,1162.834228515625,488.80429077148443,1152.7706298828125,435.47106933593744,1115.3671874999998,434.2838134765624
61,apriltag_v3:tag36h11:14,1054.474365234375,676.9983520507812,1104.0533447265623,668.0182495117188,1100.9163818359377,607.2542114257811,1051.6838378906252,612.3254394531249
61,apriltag_v3:tag36h11:21,281.9175109863281,669.4833374023438,311.1529235839844,674.4725341796875,311.9475402832032,639.7222290039062,283.29479980468756,635.1189575195312
61,apriltag_v3:tag36h11:22,323.1275329589844,588.983642578125,354.43157958984375,593.4855346679686,352.75964355468744,556.8355712890624,320.6490783691406,552.7139892578126
61,apriltag_v3:tag36h11:24,349.295928955078,348.6601867675781,349.42654418945307,382.51092529296875,377.0427551269532,382.706298828125,377.86968994140625,348.30114746093744
61,apriltag_v3:tag36h11:26,830.8180541992186,398.0213928222656,862.8621215820312,398.4021911621093,861.9052734375002,363.97698974609375,831.179931640625,363.7601013183594
61,apriltag_v3:tag36h11:27,815.5376586914064,282.64794921875,845.3504028320311,284.5689697265625,843.4074096679686,252.98091125488284,813.8973999023438,250.99101257324222
61,apriltag_v3:tag36h11:29,850.3722534179688,620.8370971679688,885.69091796875,618.2280883789064,886.30078125,581.6581420898438,850.9515991210938,583.7135009765624
61,apriltag_v3:tag36h11:30,451.4516296386718,697.9766845703125,489.68817138671875,702.4014892578125,489.90121459960943,664.8206787109375,452.3557739257813,661.0364379882814
61,apriltag_v3:tag36h11:31,1007.5600585937501,657.01953125,978.6534423828125,659.8739013671873,979.6276245117189,694.13525390625,1009.2195434570311,688.805603027344
61,apriltag_v3:tag36h11:32,896.8529052734374,704.7047729492189,930.1129150390625,701.4918212890624,929.7593994140625,666.9563598632811,896.0016479492188,668.9732055664062
61,apriltag_v3:tag36h11:33,804.2100830078124,710.1577758789062,841.1625366210938,708.1523437499999,839.6461181640626,671.9179077148438,803.2171630859374,673.2597045898438
61,apriltag_v3:tag36h11:34,361.9972229003906,684.6107177734375,395.6664123535156,689.7587280273436,396.1311035156249,653.3930053710938,362.27896118164057,649.0518188476562
61,apriltag_v3:tag36h11:35,702.989501953125,714.2056884765625,743.429931640625,713.9508666992188,742.7022094726564,675.2200927734375,703.3161621093749,675.6253662109374
62,apriltag_v3:tag36h11:0,158.08744812011722,600.9104614257814,200.91067504882815,616.8126831054688,210.4207000732422,558.2558593749999,167.48506164550778,545.0369262695311
62,apriltag_v3:tag36h11:30,488.1861877441405,701.0504760742189,525.9295043945312,707.9271240234373,528.7015380859375,670.8256225585935,492.55093383789057,664.5978393554689
63,apriltag_v3:tag36h11:0,202.24578857421878,568.1754150390625,246.3473968505859,589.0377807617186,263.43240356445307,533.2354736328125,218.47984313964844,514.3167114257814
64,apriltag_v3:tag36h11:0,230.3844909667969,552.3682861328125,275.27520751953125,575.5390014648436,296.255859375,520.7569580078125,250.47125244140625,499.4818725585938
65,apriltag_v3:tag36h11:0,292.4242858886719,524.5341186523438,338.6809997558593,553.0589599609376,367.65820312500006,500.3705139160156,320.2691955566406,473.46182250976545
66,apriltag_v3:tag36h11:0,323.4615783691407,512.8228759765626,370.2684020996093,544.239013671875,403.00915527343744,492.69638061523443,355.30917358398443,463.14178466796875
67,apriltag_v3:tag36h11:0,353.0861206054688,503.07427978515625,400.29962158203125,537.7965087890624,436.35498046874994,486.5651550292968,388.64807128906256,454.28872680664074
68,apriltag_v3:tag36h11:0,407.2547302246095,489.48168945312506,453.6445617675781,529.3277587890626,497.00036621093744,480.9916687011718,449.3211059570313,443.5166931152343
68,apriltag_v3:tag36h11:1,438.70343017578114,296.02777099609375,477.7214050292969,321.8887023925781,515.6375122070314,283.3706359863281,476.1657409667968,260.74987792968744
68,apriltag_v3:tag36h11:7,1047.8090820312502,379.30389404296875,1090.4334716796875,411.56469726562494,1120.0895996093748,361.34033203125,1074.0037841796873,325.8102111816406
68,apriltag_v3:tag36h11:21,563.7499389648438,626.6091918945312,593.0897827148438,647.7808227539062,615.2134399414064,619.0303344726564,586.348876953125,598.9201049804689
68,apriltag_v3:tag36h11:34,640.3970336914064,684.4799804687501,671.4840698242188,706.536682128906,694.6607055664061,677.3081665039061,664.0632934570311,656.2355346679688
69,apriltag_v3:tag36h11:0,430.90246582031256,484.76657104492193,476.69363403320307,526.7957763671874,522.9684448242188,479.7584838867187,475.9176940917968,439.72036743164057
69,apriltag_v3:tag36h11:1,470.05264282226574,292.013427734375,509.15032958984375,319.35665893554693,549.1693115234373,282.4482727050781,509.6956176757812,257.7794799804687
69,apriltag_v3:tag36h11:7,1073.7222900390625,400.0840759277343,1114.977294921875,434.34616088867193,1143.8853759765627,384.2882385253907,1102.1121826171875,348.05099487304676
69,apriltag_v3:tag36h11:21,583.783264160156,627.9679565429688,612.5523071289062,650.2610473632811,636.1049194335939,622.3948974609375,607.5595703124999,600.7485961914064
69,apriltag_v3:tag36h11:22,681.8402709960939,588.1712036132812,711.0501708984374,610.610290527344,733.9550170898436,580.6975708007814,704.4989624023438,558.7294921874999
69,apriltag_v3:tag36h11:34,658.1054077148438,688.4641723632812,688.5042114257814,711.5838012695311,712.8399047851561,683.0208740234375,682.9466552734374,660.8068237304689
70,apriltag_v3:tag36h11:0,466.8440856933593,480.13287353515625,511.37896728515625,525.483154296875,562.4783935546875,480.5384216308593,516.537109375,437.0370483398437
