row,non_zero_column
0,[260]
1,[232]
2,[151]
3,[]
4,[214]
5,[]
6,[]
7,[]
8,[235]
9,[]
10,[]
11,[]
12,[]
13,[112]
14,[]
15,[]
16,[]
17,[165]
18,[239]
19,[100]
20,[241]
21,[]
22,[]
23,[]
24,[]
25,[]
26,[]
27,[]
28,[]
29,"[143, 234]"
30,[295]
31,[]
32,[]
33,[]
34,[]
35,[278]
36,[]
37,[]
38,[202]
39,[]
40,[]
41,[]
42,[]
43,[275]
44,[]
45,[168]
46,[]
47,[]
48,[]
49,"[159, 179]"
50,"[40, 191]"
51,[]
52,[]
53,[]
54,[]
55,[]
56,[]
57,[]
58,[]
59,[]
60,[254]
61,[]
62,[]
63,"[78, 188]"
64,[]
65,[191]
66,[]
67,[]
68,[]
69,[77]
70,[]
71,[119]
72,[56]
73,[]
74,[190]
75,[256]
76,[131]
77,[]
78,[]
79,[116]
80,[]
81,[61]
82,[]
83,[184]
84,[]
85,"[195, 294]"
86,[]
87,[220]
88,[]
89,[]
90,[]
91,"[193, 279, 284]"
92,[]
93,[]
94,[147]
95,[140]
96,[85]
97,[159]
98,[]
99,[113]
100,[50]
101,[262]
102,[]
103,[176]
104,[]
105,[320]
106,[167]
107,[369]
108,[]
109,[]
110,[]
111,"[164, 178, 282]"
112,[]
113,[161]
114,"[162, 168]"
115,"[161, 178]"
116,[193]
117,[]
118,[]
119,[165]
120,[170]
121,[]
122,[]
123,[]
124,"[132, 173]"
125,[296]
126,[171]
127,[237]
128,[142]
129,[]
130,"[50, 173]"
131,[107]
132,[184]
133,[101]
134,[173]
135,[]
136,[]
137,[]
138,[]
139,[]
140,[177]
141,"[156, 175]"
142,[60]
143,"[176, 210]"
144,[]
145,"[87, 271]"
146,"[73, 256]"
147,[]
148,[]
149,[158]
150,[]
151,[]
152,[]
153,[]
154,[]
155,[]
156,"[164, 215]"
157,[230]
158,[171]
159,"[163, 221, 288]"
160,[]
161,[]
162,[199]
163,"[108, 260]"
164,"[110, 257]"
165,[]
166,[]
167,"[90, 169, 172]"
168,[217]
169,[173]
170,[]
171,[210]
172,[174]
173,[]
174,[]
175,"[104, 142]"
176,[183]
177,"[80, 168, 173]"
178,[105]
179,[100]
180,"[86, 174]"
181,[227]
182,[]
183,[77]
184,[]
185,"[166, 295]"
186,[169]
187,[]
188,[]
189,"[106, 169]"
190,"[82, 98]"
191,[105]
192,[168]
193,"[171, 189]"
194,[]
195,[102]
196,"[72, 171, 186]"
197,[]
198,[]
199,[]
200,[]
201,[]
202,[174]
203,[171]
204,[127]
205,[]
206,[]
207,[]
208,[]
209,[]
210,[]
211,[]
212,[]
213,[]
214,[]
215,[237]
216,[]
217,[]
218,[]
219,[]
220,[133]
221,[]
222,[]
223,[]
224,[]
225,[]
226,[]
227,[]
228,[]
229,[]
230,[]
231,[]
232,[]
233,[]
234,[]
235,[]
236,[]
237,[]
238,[]
239,[]
240,[]
241,[125]
242,[]
243,[]
244,[]
245,[]
246,[]
247,[]
248,[180]
249,[249]
250,[]
251,[]
252,[]
253,[]
254,[]
255,[255]
256,[]
257,[]
258,[]
259,[]
260,[]
261,[]
262,[]
263,[]
264,[]
265,[]
266,[]
267,[]
268,[]
269,[]
270,[]
271,[]
272,[]
273,[]
274,[]
275,[]
276,[]
277,[]
278,[]
279,[]
280,[]
281,[]
282,[]
283,[]
284,[]
285,[]
286,[]
287,[]
288,[136]
289,[262]
290,[]
291,[]
292,[]
293,[]
294,[]
295,"[236, 250]"
296,[]
297,[]
298,[325]
299,[184]
300,[]
301,[]
302,[]
303,[153]
304,[]
305,[]
306,[148]
307,[271]
308,[]
309,[323]
310,[]
311,[239]
312,[215]
313,"[295, 329]"
314,[]
315,[]
316,[193]
317,[216]
318,[263]
319,[]
320,[161]
321,[276]
322,[201]
323,[]
324,[]
325,[]
326,[]
327,[312]
328,[325]
329,[]
330,[244]
331,[161]
332,[]
333,[]
334,[175]
335,[195]
336,[]
337,[]
338,[]
339,[]
340,[]
341,[]
342,[]
343,[]
344,[]
345,[149]
346,[]
347,[]
348,[339]
349,[196]
350,[]
351,[147]
352,[]
353,[]
354,[]
355,[321]
356,[152]
357,[]
358,[]
359,"[208, 212, 258]"
360,[192]
361,"[262, 322, 350]"
362,[]
363,[302]
364,"[173, 215]"
365,"[191, 304, 326]"
366,[]
367,[189]
368,"[229, 305]"
369,[335]
370,[184]
371,"[172, 330]"
372,[225]
373,[]
374,"[227, 327]"
375,[303]
376,[244]
377,[192]
378,"[200, 305]"
379,[342]
380,[247]
381,[331]
382,[334]
383,"[224, 246]"
384,[362]
385,"[161, 172, 241]"
386,[346]
387,[283]
388,[211]
389,[246]
390,[164]
391,"[227, 314]"
392,"[221, 243, 340]"
393,"[223, 242, 245]"
394,"[209, 245, 290]"
395,"[243, 244, 250]"
396,[]
397,"[210, 250]"
398,"[227, 232, 244, 248, 249]"
399,"[170, 188, 221, 287]"
400,"[150, 192, 205, 221, 238, 254, 288]"
401,"[172, 219, 237, 300]"
402,"[183, 218, 242, 247, 249]"
403,"[150, 245]"
404,"[153, 204, 245, 310]"
405,[243]
406,"[201, 218, 242]"
407,"[176, 177, 248]"
408,"[159, 173, 174, 179, 237, 245, 250]"
409,[353]
410,"[177, 180, 237, 238, 251, 252]"
411,[248]
412,"[182, 201, 210, 256]"
413,[183]
