device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
24957817248,2095986539230,"(0.7475111484527588, 0.6152527928352356)","(90.99085235595703, 91.62509155273438, 25.302879333496094)",1,3.6460113525390625,1,"(-104.63014221191406, 125.91613006591797, 811.6798706054688)","(0.6762570738792419, 0.18354389071464539, 0.8560512661933899)",1,"(0.7463132739067078, 0.7489000558853149)","(90.55050659179688, 65.65542602539062, 15.850728034973145)",1,3.609832763671875,1,"(-44.140071868896484, 108.07367706298828, 814.673583984375)","(0.57012540102005, 0.2275429219007492, 0.8459907174110413)",1,1704724236456,0.75,0.68
24957828351,2095986550334,"(0.7462484240531921, 0.6202220916748047)","(90.52661895751953, 90.65948486328125, 24.95142936706543)",1,3.6603240966796875,1,"(-104.62458038330078, 125.9448013305664, 811.837158203125)","(0.6762117147445679, 0.1835344135761261, 0.8563670516014099)",1,"(0.7441051006317139, 0.748550534248352)","(89.73873138427734, 65.72335052490234, 15.875431060791016)",1,3.6180877685546875,1,"(-44.12992858886719, 108.08810424804688, 814.8275756835938)","(0.5700931549072266, 0.22755731642246246, 0.8462982177734375)",1,1704724236467,0.75,0.68
24957839454,2095986561444,"(0.7472804188728333, 0.6128290295600891)","(90.90599822998047, 92.09606170654297, 25.47429847717285)",1,3.676727294921875,1,"(-104.61614990234375, 125.92045593261719, 811.656982421875)","(0.6762375831604004, 0.18352565169334412, 0.8560042977333069)",1,"(0.7458786368370056, 0.747658908367157)","(90.39070892333984, 65.89659118652344, 15.938502311706543)",1,3.6132354736328125,1,"(-44.13887405395508, 108.05460357666016, 814.6458129882812)","(0.5701261162757874, 0.227578803896904, 0.8459305167198181)",1,1704724236478,0.75,0.68
24957850557,2095986572554,"(0.7354077100753784, 0.6162644028663635)","(86.54136657714844, 91.4284896850586, 25.231372833251953)",1,3.694671630859375,1,"(-104.59601593017578, 125.92821502685547, 811.6817626953125)","(0.6761965751647949, 0.18351702392101288, 0.8560501933097839)",1,"(0.7427923679351807, 0.7536816000938416)","(89.25611877441406, 64.72630310058594, 15.512568473815918)",1,3.6198272705078125,1,"(-44.12001037597656, 108.05721282958984, 814.6680297851562)","(0.5700910687446594, 0.2275800257921219, 0.8459731340408325)",1,1704724236490,0.74,0.68
24957861660,2095986583666,"(0.7354545593261719, 0.6152543425559998)","(86.5586166381836, 91.62474822998047, 25.30280113220215)",1,3.70404052734375,1,"(-104.62791442871094, 125.97462463378906, 811.9219970703125)","(0.6761981248855591, 0.18349561095237732, 0.8565433621406555)",1,"(0.7448179125785828, 0.7553662657737732)","(90.00071716308594, 64.3989486694336, 15.393424987792969)",1,3.61602783203125,1,"(-44.138668060302734, 108.09625244140625, 814.9085083007812)","(0.5701007843017578, 0.22756324708461761, 0.8464615345001221)",1,1704724236522,0.74,0.69
24957872763,2095986594777,"(0.7369247674942017, 0.6147812604904175)","(87.09907531738281, 91.71668243408203, 25.336252212524414)",1,3.7064056396484375,1,"(-104.64543914794922, 125.9464111328125, 811.7229614257812)","(0.6762738227844238, 0.1834884136915207, 0.8561490774154663)",1,"(0.7419211268424988, 0.7586690187454224)","(88.93582916259766, 63.75715637207031, 15.15982437133789)",1,3.6296234130859375,1,"(-44.172996520996094, 108.06319427490234, 814.7106323242188)","(0.5701796412467957, 0.22757814824581146, 0.8460648059844971)",1,1704724236522,0.74,0.69
24957883867,2095986605884,"(0.741305410861969, 0.6188459396362305)","(88.70950317382812, 90.92686462402344, 25.048730850219727)",1,3.73663330078125,1,"(-104.65879821777344, 125.96178436279297, 811.7449340820312)","(0.6762920618057251, 0.18346022069454193, 0.856200098991394)",1,"(0.7435598373413086, 0.758361279964447)","(89.53826904296875, 63.81697082519531, 15.181570053100586)",1,3.634185791015625,1,"(-44.18457794189453, 108.07373809814453, 814.7325439453125)","(0.5701977014541626, 0.2275601178407669, 0.8461121916770935)",1,1704724236523,0.74,0.69
24957894970,2095986616989,"(0.7421125173568726, 0.6148484945297241)","(89.00617980957031, 91.70365905761719, 25.331459045410156)",1,3.719085693359375,1,"(-104.72777557373047, 125.9057846069336, 811.9022827148438)","(0.6763787269592285, 0.18364737927913666, 0.8565090298652649)",1,"(0.742867648601532, 0.7561615705490112)","(89.28379821777344, 64.24441528320312, 15.337149620056152)",1,3.6407623291015625,1,"(-44.237159729003906, 108.03506469726562, 814.8989868164062)","(0.5702747702598572, 0.22770081460475922, 0.8464372754096985)",1,1704724236537,0.74,0.69
24957906073,2095986628093,"(0.7471098899841309, 0.613057017326355)","(90.84332275390625, 92.0517578125, 25.45816421508789)",1,3.6933746337890625,1,"(-104.79170227050781, 125.88435363769531, 811.8443603515625)","(0.6765041351318359, 0.18367494642734528, 0.8564050197601318)",1,"(0.7444134950637817, 0.75687575340271)","(89.85205841064453, 64.10566711425781, 15.286604881286621)",1,3.6262664794921875,1,"(-44.29856491088867, 108.03014373779297, 814.8488159179688)","(0.5703868269920349, 0.22769542038440704, 0.8463431596755981)",1,1704724236545,0.75,0.68
24957917176,2095986639197,"(0.7457444071769714, 0.6236861348152161)","(90.34135437011719, 89.98638153076172, 24.706369400024414)",1,3.7034454345703125,1,"(-104.7857894897461, 125.9720230102539, 811.7799072265625)","(0.6765068769454956, 0.1834462732076645, 0.8563038110733032)",1,"(0.745357871055603, 0.7567822933197021)","(90.1992416381836, 64.12379455566406, 15.293238639831543)",1,3.6288909912109375,1,"(-44.30180740356445, 108.10865020751953, 814.780517578125)","(0.5703976154327393, 0.2274911254644394, 0.8462290167808533)",1,1704724236557,0.75,0.69
