timestamp,event,device
359,enter,TABLE
441,quit,TABLE
526,enter,SCREEN
610,quit,SCREEN
735,enter,SCREEN
816,quit,SCREEN
1184,enter,SCREEN
1307,quit,SCREEN
1389,enter,SCREEN
1758,quit,SCREEN
1971,enter,TABLE
2216,quit,TABLE
2479,enter,SCREEN
2603,quit,SCREEN
3066,enter,SCREEN
3237,quit,SCREEN
3363,enter,TABLE
3407,quit,TABLE
3408,enter,SCREEN
3502,quit,SCREEN
3550,enter,SCREEN
3640,quit,SCREEN
3769,enter,SCREEN
4772,quit,SCREEN
4815,grasp,BLOCK
6278,enter,TABLE
6366,quit,TABLE
6685,enter,TABLE
6775,quit,TABLE
7004,enter,TABLE
7096,quit,TABLE
7187,enter,TABLE
7318,quit,TABLE
7360,enter,TABLE
7492,quit,TABLE
7536,enter,TABLE
7627,quit,TABLE
8183,enter,TABLE
8277,quit,TABLE
8324,enter,TABLE
8610,quit,TABLE
8745,enter,TABLE
8926,quit,TABLE
9022,release,BLOCK
