device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
14315950521,513491224335,"(0.7621687054634094, 0.7140288352966309)","(96.37923431396484, 72.43140411376953, 18.31698989868164)",1,4.2075042724609375,1,"(56.483604431152344, -93.76837921142578, 735.2775268554688)","(0.38710904121398926, 0.7235634922981262, 0.686762809753418)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367733,0.7621687054634094,0.7140288352966309
14315961624,513491235439,"(0.7632058262825012, 0.7196727395057678)","(96.76050567626953, 71.3347396850586, 17.917814254760742)",1,4.2102203369140625,1,"(56.47311782836914, -93.76750946044922, 735.10400390625)","(0.3871039152145386, 0.7236184477806091, 0.6864176988601685)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367744,0.7632058262825012,0.7196727395057678
14315972727,513491246549,"(0.7690019607543945, 0.7213091254234314)","(98.8912582397461, 71.01677703857422, 17.802106857299805)",1,4.2155609130859375,1,"(56.492881774902344, -93.74085235595703, 734.994140625)","(0.3870490789413452, 0.7235864996910095, 0.6861968040466309)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367755,0.7690019607543945,0.7213091254234314
14315983830,513491257660,"(0.7698746919631958, 0.7135416269302368)","(99.21209716796875, 72.5261001586914, 18.35148048400879)",1,4.2186737060546875,1,"(56.51266098022461, -93.7107162475586, 734.6744995117188)","(0.3869633972644806, 0.7236149907112122, 0.6855598092079163)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367766,0.7698746919631958,0.7135416269302368
14315994933,513491268771,"(0.765917181968689, 0.7181940078735352)","(97.75724792480469, 71.62206268310547, 18.02243995666504)",1,4.2210693359375,1,"(56.628292083740234, -93.68106842041016, 734.7001953125)","(0.38674280047416687, 0.7235327363014221, 0.6856207251548767)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367777,0.765917181968689,0.7181940078735352
14316006036,513491279883,"(0.7770820260047913, 0.724592387676239)","(101.86166381835938, 70.37875366210938, 17.56989288330078)",1,4.20709228515625,1,"(56.88959884643555, -93.72709655761719, 735.1737060546875)","(0.38630756735801697, 0.7235010862350464, 0.6866090297698975)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367819,0.7770820260047913,0.724592387676239
14316017139,513491290991,"(0.8043190240859985, 0.7587890625)","(111.87446594238281, 63.73383331298828, 15.151331901550293)",1,4.201934814453125,1,"(57.07538986206055, -93.5741958618164, 733.3510131835938)","(0.3856751322746277, 0.7237142324447632, 0.6829935312271118)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367820,0.8043190240859985,0.7587890625
14316028243,513491302096,"(0.8188620805740356, 0.777993381023407)","(117.22074890136719, 60.00216293334961, 13.793111801147461)",1,4.18463134765625,1,"(57.87571716308594, -93.75505828857422, 733.5553588867188)","(0.3841570019721985, 0.7241328358650208, 0.6835674047470093)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367820,0.8188620805740356,0.777993381023407
14316039346,513491313200,"(0.8897718191146851, 0.8898603320121765)","(143.28854370117188, 38.2647590637207, 5.881301403045654)",1,4.2537994384765625,1,"(58.58015060424805, -94.4932632446289, 733.40087890625)","(0.3827812075614929, 0.7261086702346802, 0.6835599541664124)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367820,0.8897718191146851,0.8898603320121765
14316050449,513491324304,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(58.614559173583984, -94.07157135009766, 733.4553833007812)","(0.3827149569988251, 0.7250015735626221, 0.6835659146308899)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367836
14316061552,513491335408,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(58.617061614990234, -93.68070220947266, 733.5114135742188)","(0.3827114403247833, 0.7239729166030884, 0.6835781335830688)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367843
14316072655,513491346513,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(58.617576599121094, -93.46387481689453, 733.5394287109375)","(0.38271069526672363, 0.7234033942222595, 0.6835788488388062)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367854
14316083758,513491357617,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(58.618003845214844, -93.4387435913086, 733.5433349609375)","(0.3827100098133087, 0.7233371734619141, 0.6835803389549255)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367865
14316094861,513491368721,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(58.61834716796875, -93.77826690673828, 733.4982299804688)","(0.38270875811576843, 0.7242294549942017, 0.6835768818855286)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367876
14316105964,513491379825,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(58.98989486694336, -94.3243408203125, 733.3932495117188)","(0.3819822669029236, 0.725684404373169, 0.6835667490959167)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367887
14316117068,513491390930,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(59.19367218017578, -94.72689056396484, 733.3243408203125)","(0.3815838694572449, 0.726752758026123, 0.6835654377937317)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367898
14316128171,513491402035,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(59.20315170288086, -94.94449615478516, 733.293701171875)","(0.38156476616859436, 0.7273257374763489, 0.6835620403289795)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367909
14316139274,513491413139,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367919
14316150377,513491424243,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367947
14316172180,513491446042,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367969
14316183283,513491457139,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367969
14316194386,513491468236,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367985
14316205489,513491479333,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102367989
14316216592,513491490433,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1706102368002
