device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
19192932468,885670979763,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.76704406738281, -62.50273132324219, 782.9152221679688)","(0.6079890131950378, 0.6304274201393127, 0.775662362575531)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.553769111633301, -68.67255401611328, 785.8715209960938)","(0.5059030055999756, 0.6459973454475403, 0.7777717113494873)",1,1702303592754
19192943571,885670990866,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.6646728515625, -62.421173095703125, 782.4507446289062)","(0.6078687906265259, 0.6303210854530334, 0.7747102975845337)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.47493839263916, -68.5887222290039, 785.4003295898438)","(0.5057656168937683, 0.6458960771560669, 0.776817262172699)",1,1702303592772
19192954674,885671001969,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.6441650390625, -62.41118621826172, 781.6636352539062)","(0.6079452633857727, 0.6304483413696289, 0.7731409668922424)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.530125141143799, -68.57145690917969, 784.6135864257812)","(0.5058764219284058, 0.6460190415382385, 0.7752474546432495)",1,1702303592792
19192965777,885671013072,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.570030212402344, -62.36225509643555, 781.0748901367188)","(0.607894778251648, 0.6304442286491394, 0.7719515562057495)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.516756534576416, -68.51934814453125, 784.0205688476562)","(0.5058597326278687, 0.6460185647010803, 0.774056613445282)",1,1702303592793
19192976880,885671024175,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.46291732788086, -62.378875732421875, 780.678466796875)","(0.6077572703361511, 0.6305631995201111, 0.7711495161056519)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.428276062011719, -68.5303726196289, 783.6174926757812)","(0.5057050585746765, 0.6461323499679565, 0.7732542753219604)",1,1702303592798
19192987983,885671035278,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.46831512451172, -62.41682434082031, 780.1295776367188)","(0.6078472137451172, 0.630760908126831, 0.7700655460357666)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.5239338874816895, -68.56314086914062, 783.0702514648438)","(0.5058870911598206, 0.646325409412384, 0.772170901298523)",1,1702303592809
19192999086,885671046379,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.404361724853516, -62.386722564697266, 779.3939208984375)","(0.6078367829322815, 0.6308310031890869, 0.7685884833335876)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.557880878448486, -68.50875854492188, 782.32958984375)","(0.5059584379196167, 0.6463498473167419, 0.7706862688064575)",1,1702303592821
19193010190,885671057482,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.18360137939453, -62.33820343017578, 778.8363647460938)","(0.6075137257575989, 0.6308255195617676, 0.7674381136894226)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.319767951965332, -68.46675872802734, 781.7586059570312)","(0.5055326819419861, 0.6463744640350342, 0.7695382237434387)",1,1702303592831
19193021293,885671068584,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.31979751586914, -62.24791717529297, 777.88916015625)","(0.6078986525535583, 0.6307855248451233, 0.7655624747276306)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.561217784881592, -68.36112213134766, 780.822021484375)","(0.505983829498291, 0.6463116407394409, 0.7676571011543274)",1,1702303592842
19193032396,885671079686,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.27168273925781, -62.190185546875, 776.8914794921875)","(0.6079549193382263, 0.6308387517929077, 0.7635628581047058)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.6104536056518555, -68.28722381591797, 779.822021484375)","(0.5060868263244629, 0.6463435888290405, 0.765652596950531)",1,1702303592854
19193043499,885671090789,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.071041107177734, -62.122745513916016, 776.3212280273438)","(0.6076692938804626, 0.630789041519165, 0.7623873353004456)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.406903266906738, -68.22792053222656, 779.2396850585938)","(0.5057227611541748, 0.6463278532028198, 0.7644792199134827)",1,1702303592864
19193054602,885671101892,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.21120071411133, -62.05571746826172, 775.2987670898438)","(0.6080743074417114, 0.6308203339576721, 0.7603665590286255)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.6504411697387695, -68.14179992675781, 778.2282104492188)","(0.5061808228492737, 0.6463281512260437, 0.7624523639678955)",1,1702303592876
19193065705,885671112996,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.16021728515625, -61.97426223754883, 774.3499755859375)","(0.6081181764602661, 0.6308062672615051, 0.7584598660469055)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.687289237976074, -68.04592895507812, 777.2767333984375)","(0.5062606930732727, 0.6462965607643127, 0.7605406641960144)",1,1702303592887
19193076808,885671124099,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-60.79130935668945, -61.94068908691406, 773.8381958007812)","(0.6075143814086914, 0.6308317184448242, 0.7573795318603516)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.252228736877441, -68.01744842529297, 776.7410278320312)","(0.5054713487625122, 0.6463512182235718, 0.7594621777534485)",1,1702303592925
19193087911,885671135202,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.125797271728516, -61.871280670166016, 772.9290161132812)","(0.6082615852355957, 0.6308308839797974, 0.7556138634681702)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.678162097930908, -67.93406677246094, 775.8569946289062)","(0.5062631964683533, 0.6463268995285034, 0.7576923966407776)",1,1702303592926
19193099015,885671146306,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.07366943359375, -61.791847229003906, 772.0167236328125)","(0.6082983016967773, 0.6308146715164185, 0.7537800073623657)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.714916229248047, -67.83844757080078, 774.9417114257812)","(0.5063427090644836, 0.6462880373001099, 0.7558526396751404)",1,1702303592926
19193110118,885671157410,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-60.652767181396484, -61.95155715942383, 771.5035400390625)","(0.6076003909111023, 0.6313167810440063, 0.7527194619178772)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.2025017738342285, -68.07225036621094, 774.408447265625)","(0.5054133534431458, 0.6469862461090088, 0.7548238635063171)",1,1702303592931
19193121221,885671168514,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.054012298583984, -61.65077590942383, 770.6658935546875)","(0.6084587574005127, 0.6307315826416016, 0.7510697245597839)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.701735019683838, -67.74833679199219, 773.597900390625)","(0.5063371658325195, 0.6463555097579956, 0.7531592845916748)",1,1702303592942
19193132324,885671179618,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.013755798339844, -61.57451629638672, 769.8224487304688)","(0.6085077524185181, 0.6307093501091003, 0.7493749856948853)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.7506303787231445, -67.6546859741211, 772.7518920898438)","(0.5064383149147034, 0.6463063359260559, 0.7514583468437195)",1,1702303592955
19193143427,885671190722,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-60.64093017578125, -61.55549240112305, 769.2930297851562)","(0.6078962683677673, 0.6307743787765503, 0.7482610940933228)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.325467109680176, -67.64143371582031, 772.1983032226562)","(0.5056632161140442, 0.6464023590087891, 0.7503470182418823)",1,1702303592965
19193154530,885671201825,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-60.97151565551758, -61.44304656982422, 768.3639526367188)","(0.6086433529853821, 0.6306711435317993, 0.7464487552642822)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.758583068847656, -67.51081085205078, 771.2935180664062)","(0.5064727663993835, 0.6462661027908325, 0.7485277056694031)",1,1702303592976
19193165633,885671212928,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-60.935279846191406, -61.35662841796875, 767.587646484375)","(0.6086899638175964, 0.630610466003418, 0.7448864579200745)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.811740875244141, -67.40544891357422, 770.5145263671875)","(0.5065809488296509, 0.6461732983589172, 0.7469581365585327)",1,1702303592987
19193176736,885671224032,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-60.67824172973633, -61.481689453125, 767.5977783203125)","(0.6082140803337097, 0.6309232115745544, 0.7448861002922058)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.543705463409424, -67.52645111083984, 770.5067138671875)","(0.5060882568359375, 0.6464787721633911, 0.7469598650932312)",1,1702303592998
19193187840,885671235136,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-60.92144775390625, -61.30482864379883, 766.9261474609375)","(0.608761727809906, 0.6306121945381165, 0.7435613870620728)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.874072551727295, -67.33289337158203, 769.8516845703125)","(0.5067051649093628, 0.6461358666419983, 0.7456258535385132)",1,1702303593009
19193198943,885671246239,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-60.85279846191406, -61.20345687866211, 765.9685668945312)","(0.6087750792503357, 0.6305505633354187, 0.7416313290596008)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.906717300415039, -67.21298217773438, 768.8895874023438)","(0.5067785382270813, 0.6460467576980591, 0.7436885833740234)",1,1702303593020
19193210046,885671257341,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-60.82316589355469, -61.20258712768555, 765.3931884765625)","(0.6088057160377502, 0.6306619644165039, 0.7404829263687134)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.933526039123535, -67.22673034667969, 768.315185546875)","(0.5068374276161194, 0.646203875541687, 0.7425470948219299)",1,1702303593031
19193221149,885671268443,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-60.75831985473633, -61.063724517822266, 764.5203247070312)","(0.6088129878044128, 0.6304905414581299, 0.7387158274650574)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.958328723907471, -67.062744140625, 767.4370727539062)","(0.5068945288658142, 0.645987868309021, 0.7407693862915039)",1,1702303593042
19193232252,885671279545,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-60.691097259521484, -60.95536422729492, 763.6090087890625)","(0.6088221073150635, 0.6304020881652832, 0.7368769645690918)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.979107856750488, -66.93324279785156, 766.5208740234375)","(0.5069454312324524, 0.6458649039268494, 0.7389217615127563)",1,1702303593074
19193243355,885671290647,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-60.34382247924805, -60.91265106201172, 763.1621704101562)","(0.6082407832145691, 0.6303917169570923, 0.7359273433685303)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.568410873413086, -66.89506530761719, 766.0512084960938)","(0.5061895847320557, 0.645881175994873, 0.737973153591156)",1,1702303593074
19193254458,885671301749,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-60.642818450927734, -60.8410530090332, 762.4287109375)","(0.6089066863059998, 0.6303510665893555, 0.7345054745674133)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.941134452819824, -66.8052978515625, 765.3394775390625)","(0.5068915486335754, 0.645804226398468, 0.7365451455116272)",1,1702303593076
19193265561,885671312851,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-60.796958923339844, -60.72119903564453, 763.05712890625)","(0.6090980768203735, 0.6299262642860413, 0.7357597947120667)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-6.067754745483398, -66.67745208740234, 765.9752197265625)","(0.5071144700050354, 0.645347535610199, 0.7377915978431702)",1,1702303593090
19193276665,885671323954,"(1.1637723445892334, 1.3638036251068115)","(244.01614379882812, -53.82941436767578, -27.638198852539062)",1,3.2541046142578125,1,"(-60.592647552490234, -60.53474426269531, 762.6922607421875)","(0.6087686419487, 0.629538893699646, 0.7349728941917419)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.741146564483643, -66.53302001953125, 765.60009765625)","(0.5065111517906189, 0.6450781226158142, 0.7370140552520752)",1,1702303593098,1.1637723445892334,1.3638036251068115
19193287768,885671335056,"(1.1637723445892334, 1.3638036251068115)","(244.01614379882812, -53.82941436767578, -27.638198852539062)",1,3.2541046142578125,1,"(-61.136680603027344, -60.17170333862305, 762.789306640625)","(0.6097627878189087, 0.6286049485206604, 0.7351948022842407)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-6.270679473876953, -66.16724395751953, 765.7332763671875)","(0.5074867010116577, 0.6441317200660706, 0.7372246384620667)",1,1702303593108,1.1637723445892334,1.3638036251068115
19193298871,885671346158,"(1.1637723445892334, 1.3638036251068115)","(244.01614379882812, -53.82941436767578, -27.638198852539062)",1,3.2541046142578125,1,"(-61.02367401123047, -60.36238098144531, 762.7810668945312)","(0.6095564365386963, 0.6290832161903381, 0.7351904511451721)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-6.14510440826416, -66.32068634033203, 765.7151489257812)","(0.5072563290596008, 0.6445183753967285, 0.7372128963470459)",1,1702303593119,1.1637723445892334,1.3638036251068115
19193309974,885671357261,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-60.65723419189453, -60.568363189697266, 762.7979125976562)","(0.6088738441467285, 0.6296002864837646, 0.7351982593536377)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.704894065856934, -66.51768493652344, 765.7067260742188)","(0.5064418911933899, 0.6450180411338806, 0.7372235059738159)",1,1702303593130
19193321077,885671368364,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-60.88377380371094, -61.82197189331055, 762.7066650390625)","(0.6093306541442871, 0.6327296495437622, 0.7352526783943176)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.834818363189697, -67.58673095703125, 765.6263427734375)","(0.5067027807235718, 0.6476798057556152, 0.7372516989707947)",1,1702303593141
19193332180,885671379467,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.04865646362305, -61.26609802246094, 762.7490844726562)","(0.6096227169036865, 0.6313354969024658, 0.7352741956710815)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-5.892215728759766, -66.96104431152344, 765.6710815429688)","(0.5067980289459229, 0.6461193561553955, 0.7372321486473083)",1,1702303593152
19193343283,885671390570,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-61.968116760253906, -60.853126525878906, 762.7206420898438)","(0.6113352179527283, 0.6302934288978577, 0.7352991700172424)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-6.583608627319336, -66.54318237304688, 765.7081909179688)","(0.5080748796463013, 0.6450608372688293, 0.7372448444366455)",1,1702303593164
19193354386,885671401673,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-62.95611572265625, -61.14522933959961, 762.6277465820312)","(0.6131972074508667, 0.6310153603553772, 0.7353218793869019)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-7.229119300842285, -66.7826919555664, 765.6887817382812)","(0.5092785954475403, 0.6456434726715088, 0.7372592687606812)",1,1702303593174
19193365490,885671412777,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-63.13077163696289, -61.38875961303711, 762.5553588867188)","(0.6135383248329163, 0.6316312551498413, 0.7352455854415894)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-7.089139461517334, -66.94305419921875, 765.626953125)","(0.5090224146842957, 0.6460570693016052, 0.73716139793396)",1,1702303593209
19193376593,885671423880,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-62.847618103027344, -60.812931060791016, 762.5626220703125)","(0.6129994988441467, 0.630204439163208, 0.7351218461990356)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-6.577665328979492, -66.38844299316406, 765.61279296875)","(0.5080628395080566, 0.6446982622146606, 0.7370278239250183)",1,1702303593209
19193387696,885671434983,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-62.92864227294922, -60.45273971557617, 762.5838012695312)","(0.6131414175033569, 0.6293027400970459, 0.7351203560829163)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-6.4765825271606445, -66.09925079345703, 765.6450805664062)","(0.5078696012496948, 0.6439774632453918, 0.7370405197143555)",1,1702303593209
19193398799,885671446087,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-63.76314163208008, -60.18928909301758, 762.4606323242188)","(0.6147133111953735, 0.6286525130271912, 0.7349719405174255)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-7.035930156707764, -65.93394470214844, 765.5936279296875)","(0.5089070200920105, 0.6435663104057312, 0.7369195818901062)",1,1702303593224
19193409902,885671457190,"(0.5768957138061523, 0.7568023204803467)","(28.269420623779297, 64.11986541748047, 15.291884422302246)",1,2.4525299072265625,1,"(-64.27174377441406, -59.66525650024414, 762.4630126953125)","(0.6156532764434814, 0.6273371577262878, 0.7349797487258911)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1702303593229,0.5768957138061523,0.7568023204803467
19193421005,885671468293,"(0.5768957138061523, 0.7568023204803467)","(28.269420623779297, 64.11986541748047, 15.291884422302246)",1,2.4525299072265625,1,"(-62.694610595703125, -59.5990104675293, 762.5939331054688)","(0.612689197063446, 0.6271832585334778, 0.7349686026573181)",1,"(0.5592539310455322, 0.5584436058998108)","(21.784013748168945, 102.66393280029297, 29.32069206237793)",1,2.834320068359375,1,"(-5.976263999938965, -65.46415710449219, 765.6524047851562)","(0.5069290399551392, 0.6424145102500916, 0.7369383573532104)",1,1702303593241,0.57,0.66
19193432108,885671479396,"(0.5768957138061523, 0.7568023204803467)","(28.269420623779297, 64.11986541748047, 15.291884422302246)",1,2.4525299072265625,1,"(-62.6983528137207, -59.60157775878906, 762.593994140625)","(0.6126962304115295, 0.6271895170211792, 0.7349698543548584)",1,"(0.5592539310455322, 0.5584436058998108)","(21.784013748168945, 102.66393280029297, 29.32069206237793)",1,2.834320068359375,1,"(-5.972527503967285, -65.46158599853516, 765.65234375)","(0.5069220662117004, 0.6424081921577454, 0.7369377613067627)",1,1702303593253,0.57,0.66
19193443211,885671490500,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-64.25475311279297, -58.68593215942383, 762.5425415039062)","(0.615592896938324, 0.6248868703842163, 0.7349838614463806)",1,"(0.555938720703125, 0.4197028875350952)","(20.565271377563477, 129.62330627441406, 39.13311004638672)",1,2.9745330810546875,1,"(-7.532260417938232, -64.53387451171875, 765.7094116210938)","(0.5098032355308533, 0.6400632858276367, 0.7369218468666077)",1,1702303593264,0.555938720703125,0.4197028875350952
19193454315,885671501605,"(0.5482403635978699, 0.3172089755535126)","(17.735177993774414, 149.5393829345703, 46.382041931152344)",1,3.2970733642578125,1,"(-63.88021469116211, -58.69451141357422, 763.50341796875)","(0.6147430539131165, 0.6247349381446838, 0.7368321418762207)",1,"(0.5525074601173401, 0.21441565454006195)","(19.30385398864746, 169.51364135742188, 53.65203857421875)",1,3.1769561767578125,1,"(-7.441839694976807, -64.57980346679688, 766.6387329101562)","(0.5096179246902466, 0.6399855017662048, 0.7387799024581909)",1,1702303593276,0.55,0.27
