timestamp,event,device
0,enter,TABLE
410,quit,TABLE
672,enter,TABLE
939,quit,TABLE
985,enter,TABLE
1127,quit,TABLE
1396,enter,TABLE
1649,quit,TABLE
1975,grasp,BLOCK
2062,enter,TABLE
2181,quit,TABLE
2182,enter,SCREEN
2223,quit,SCREEN
2224,enter,TABLE
2307,quit,TABLE
2478,enter,SCREEN
2635,quit,SCREEN
2674,enter,TABLE
2791,quit,TABLE
3378,enter,TABLE
3791,quit,TABLE
4005,enter,TABLE
4076,quit,TABLE
4881,enter,TABLE
4955,quit,TABLE
4995,enter,TABLE
7240,release,BLOCK
7300,quit,TABLE
