timestamp,event,device
4,enter,SCREEN
112,quit,SCREEN
485,enter,TABLE
682,quit,TABLE
815,enter,TABLE
913,quit,TABLE
914,enter,SCREEN
915,quit,SCREEN
916,enter,TABLE
923,quit,TABLE
924,enter,SCREEN
4904,quit,SCREEN
4957,enter,SCREEN
6000,quit,SCREEN
6418,enter,TABLE
6735,quit,TABLE
7018,enter,SCREEN
7579,quit,SCREEN
8443,enter,SCREEN
8810,quit,SCREEN
8874,enter,SCREEN
10551,quit,SCREEN
11236,enter,TABLE
11311,quit,TABLE
11319,enter,TABLE
11387,quit,TABLE
11634,enter,SCREEN
12698,quit,SCREEN
12710,enter,SCREEN
13219,quit,SCREEN
13525,enter,TABLE
13744,quit,TABLE
13891,enter,TABLE
13990,quit,TABLE
13991,enter,SCREEN
14186,quit,SCREEN
14187,enter,TABLE
14216,quit,TABLE
14217,enter,SCREEN
14297,quit,SCREEN
14298,enter,TABLE
14301,quit,TABLE
14302,enter,SCREEN
14607,quit,SCREEN
14608,enter,TABLE
14613,quit,TABLE
14614,enter,SCREEN
14705,quit,SCREEN
14706,enter,TABLE
14738,quit,TABLE
14739,enter,SCREEN
14881,quit,SCREEN
14882,enter,TABLE
14893,quit,TABLE
14894,enter,SCREEN
14966,quit,SCREEN
15044,enter,TABLE
15110,quit,TABLE
15513,grasp,BLOCK
16001,enter,SCREEN
16079,quit,SCREEN
16101,enter,SCREEN
16483,quit,SCREEN
17160,enter,TABLE
18858,quit,TABLE
19026,enter,SCREEN
19122,release,BLOCK
19182,quit,SCREEN
