timestamp,block_0,block_1,block_2,block_3,block_4,block_5,block_6,block_7,block_8,block_9,block_10,block_11,block_12,block_13,block_14,block_15,block_16,block_17,block_18,block_19,block_20,block_21,block_22,block_23
14,45.99859173258595,40.18703463619667,34.559329949274776,43.37700677258875,37.15766445861416,30.98453746162635,9.852993439685136,9.852993439685136,9.852993439685136,42.75229808697185,36.42645059825406,30.103751209425923,22.271422150568828,26.779536143828093,31.91383853080925,16.177469510925803,21.973571199208408,28.0033456025999,7.58198977643753,7.58198977643753,7.58198977643753,14.418904082662456,20.713090218863226,27.025573816419463
29,46.28329124322111,40.489283508591875,34.883281554286924,43.59363725753359,37.385080447629406,31.226679186750665,10.25009064769095,10.25009064769095,10.25009064769095,42.88551469176991,36.55689266215491,30.230244029263805,22.478752743725558,26.91715727278518,31.99991575933251,16.23442287086738,21.972608326833768,27.968853563222247,7.97377995670571,7.97377995670571,7.97377995670571,14.22387594809286,20.53186980576872,26.85179566951831
47,45.8280387719788,40.03035414833377,34.421963787940335,43.16317563210362,36.94969345208232,30.785096783672913,9.816318928777504,9.816318928777504,9.816318928777504,42.50188611826135,36.17499743143996,29.85084214795189,22.543073829477468,27.06307989191739,32.200196133153554,16.463315906678837,22.254457670276665,28.27902445232844,7.73679589004935,7.73679589004935,7.73679589004935,14.642109260790845,20.943053243497435,27.25901349897355
62,42.314728832947054,36.49324419577423,30.87393220633226,39.83574212069058,33.587303345650284,27.377906493768325,6.666295669722064,6.666295669722064,6.666295669722064,39.54410732848174,33.24089379263218,26.95180584083084,23.441877863024537,28.508634367004134,34.00272123551762,18.597626511070747,24.67979553342877,30.863167781688293,5.971675387238552,5.971675387238552,5.971675387238552,17.96445896612539,24.20624674897313,30.485819648173543
80,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
107,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
165,49.80631623127077,44.10116611055781,38.592470642793806,46.73795010829681,40.60393695329688,34.54194021926384,14.119917432210695,14.119917432210695,14.119917432210695,45.482994889540166,39.15286119689854,32.82396194714301,23.385093084363522,27.07593570582582,31.61601227779846,15.83127987121199,20.901510427294696,26.520540645812602,11.175578815072267,11.175578815072267,11.175578815072267,11.614485186909372,17.9203789563336,24.24058415019105
176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
199,50.37103594716301,44.65039377718709,39.11900163280716,47.339274006010434,41.19979691070837,35.12921703900212,14.523632380584656,14.523632380584656,14.523632380584656,46.10067748354554,39.770452178839534,33.441403840136026,23.086551951248747,26.67218182048832,31.145527886919663,15.386828198932188,20.375742540848297,25.957840980725607,11.341520064419276,11.341520064419276,11.341520064419276,11.000912827997603,17.30423315598476,23.623613385898125
