timestamp,event,device
143,enter,TABLE
209,quit,TABLE
673,enter,SCREEN
841,quit,SCREEN
842,enter,TABLE
849,quit,TABLE
850,enter,SCREEN
1229,quit,SCREEN
1230,enter,TABLE
1246,quit,TABLE
1247,enter,SCREEN
1362,quit,SCREEN
1363,enter,TABLE
1395,quit,TABLE
1396,enter,SCREEN
2074,quit,SCREEN
2075,enter,TABLE
2138,quit,TABLE
2193,enter,TABLE
2256,quit,TABLE
2339,enter,TABLE
2558,quit,TABLE
3045,enter,SCREEN
3557,grasp,BLOCK
4184,quit,SCREEN
4737,enter,TABLE
5228,quit,TABLE
5372,enter,SCREEN
6226,quit,SCREEN
6426,enter,TABLE
8789,quit,TABLE
8836,release,BLOCK
