timestamp,event,device
8,enter,TABLE
73,quit,TABLE
334,enter,SCREEN
1243,quit,SCREEN
1244,enter,TABLE
1261,quit,TABLE
1262,enter,SCREEN
1273,quit,SCREEN
1274,enter,TABLE
1278,quit,TABLE
1279,enter,SCREEN
1322,quit,SCREEN
1323,enter,TABLE
1331,quit,TABLE
1332,enter,SCREEN
1340,quit,SCREEN
1341,enter,TABLE
1342,quit,TABLE
1343,enter,SCREEN
1371,quit,SCREEN
1372,enter,TABLE
1387,quit,TABLE
1388,enter,SCREEN
1451,quit,SCREEN
1452,enter,TABLE
1453,quit,TABLE
1454,enter,SCREEN
1484,quit,SCREEN
1485,enter,TABLE
1486,quit,TABLE
1487,enter,SCREEN
1646,quit,SCREEN
1647,enter,TABLE
1683,quit,TABLE
1684,enter,SCREEN
1695,quit,SCREEN
1696,enter,TABLE
1699,quit,TABLE
1700,enter,SCREEN
1937,quit,SCREEN
2569,enter,SCREEN
2649,quit,SCREEN
2650,enter,TABLE
2654,quit,TABLE
2655,enter,SCREEN
2669,quit,SCREEN
2670,enter,TABLE
2702,quit,TABLE
2703,enter,SCREEN
2959,quit,SCREEN
2960,enter,TABLE
2987,quit,TABLE
2988,enter,SCREEN
3035,grasp,BLOCK
3116,quit,SCREEN
4037,enter,TABLE
4810,quit,TABLE
5039,release,BLOCK
