timestamp,event,device
0,enter,TABLE
663,quit,TABLE
937,enter,TABLE
1054,quit,TABLE
1325,enter,SCREEN
1430,quit,SCREEN
1431,enter,TABLE
1489,quit,TABLE
1490,enter,SCREEN
1542,quit,SCREEN
1543,enter,TABLE
1598,quit,TABLE
1599,enter,SCREEN
1711,quit,SCREEN
2027,enter,SCREEN
2709,quit,SCREEN
2755,enter,TABLE
3291,quit,TABLE
3292,enter,SCREEN
3403,quit,SCREEN
3404,enter,TABLE
3460,grasp,BLOCK
3515,quit,TABLE
3515,enter,SCREEN
3734,quit,SCREEN
3735,enter,TABLE
3787,quit,TABLE
3788,enter,SCREEN
3901,quit,SCREEN
3902,enter,TABLE
4004,quit,TABLE
4116,enter,TABLE
7277,quit,TABLE
7472,enter,SCREEN
7619,quit,SCREEN
7620,enter,TABLE
7721,quit,TABLE
7721,enter,SCREEN
8215,release,BLOCK
8275,quit,SCREEN
