timestamp,event,device
12,enter,TABLE
206,quit,TABLE
414,enter,SCREEN
1164,quit,SCREEN
1330,enter,TABLE
1766,quit,TABLE
1877,enter,SCREEN
1908,quit,SCREEN
1909,enter,TABLE
1910,quit,TABLE
1911,enter,SCREEN
2008,quit,SCREEN
2009,enter,TABLE
2010,quit,TABLE
2011,enter,SCREEN
2072,quit,SCREEN
2073,enter,TABLE
2076,quit,TABLE
2077,enter,SCREEN
2120,quit,SCREEN
2121,enter,TABLE
2127,quit,TABLE
2128,enter,SCREEN
2363,quit,SCREEN
2364,enter,TABLE
2368,quit,TABLE
2369,enter,SCREEN
2401,grasp,BLOCK
2446,quit,SCREEN
2447,enter,TABLE
2456,quit,TABLE
2457,enter,SCREEN
2478,quit,SCREEN
2479,enter,TABLE
2489,quit,TABLE
2490,enter,SCREEN
2633,quit,SCREEN
2738,enter,TABLE
4584,quit,TABLE
4608,release,BLOCK
